"Alaska Monthly Employment Statistics "

areaname,areatype,areacode,adjusted,year,seriescode,industry,emp_january,emp_february,emp_march,emp_april,emp_may,emp_june,emp_july,emp_august,emp_september,emp_october,emp_november,emp_december,emp_annual_average
Alaska,01,000000,0,2018,"43000000  ",Trans/Warehouse/Utilities,19400,19700,20100,21000,23800,24800,25100,25600,24100,22200,20300,20100,22200
Alaska,01,000000,0,2018,"43481000  ","Air Transportation",5800,5900,6000,6200,6700,6900,6900,6900,6600,6400,6100,6000,6400
Alaska,01,000000,0,2018,"50000000  ",Information,5700,5700,5700,5700,5700,5700,5700,5600,5500,5500,5500,5500,5600
Alaska,01,000000,0,2018,"50517000  ",Telecommunications,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3700,3700,3800
Alaska,01,000000,0,2018,"55000000  ","Financial Activities",11400,11500,11500,11600,11700,12400,12400,12300,11700,11600,11500,11400,11800
Alaska,01,000000,0,2018,"60000000  ","Professional & Business Svcs",26100,26700,26700,26200,27500,28500,28500,28800,28100,27400,26800,26700,27300
Alaska,01,000000,0,2018,"65000000  ","Educational & Health Services",50000,50400,50600,50400,50500,50500,50200,50200,50100,50500,50800,50900,50400
Alaska,01,000000,0,2018,"65620013  ","Health Care",38000,38100,38300,38100,38200,38400,38200,38200,38000,38300,38400,38600,38200
Alaska,01,000000,0,2018,"70000000  ","Leisure & Hospitality",29800,30500,31000,32100,38000,42200,43800,43900,39900,34200,31100,31000,35600
Alaska,01,000000,0,2018,"70721000  ",Accommodation,6300,6400,6600,7000,9600,11800,12800,12800,11000,8300,6600,6600,8800
Alaska,01,000000,0,2018,"70722000  ","Food Svcs & Drinking Places",19500,19800,20000,20600,22500,23900,24300,24500,23200,21200,20600,20400,21700
Alaska,01,000000,0,2018,"80000000  ","Other Services",10800,10800,10800,11100,11300,11500,11300,11200,10900,11000,10900,10800,11000
Alaska,01,000000,0,2018,"90000000  ",Government,79900,81400,81500,82100,82700,81000,75500,76900,80900,81200,81100,80500,80400
Alaska,01,000000,0,2018,"90910000  ","Federal Government",14400,14400,14600,14800,15200,15500,15500,15300,15100,14700,14500,14600,14900
Alaska,01,000000,0,2018,"90920000  ","State Government",23200,23800,24000,24200,24200,22800,22600,23100,24000,24000,23900,23500,23600
Alaska,01,000000,0,2018,"90921611  ","State Education",6900,7400,7400,7500,7100,5500,5300,5700,7000,7300,7300,7000,6800
Alaska,01,000000,0,2018,"90930000  ","Local Government",42300,43200,42900,43100,43300,42700,37400,38500,41800,42500,42700,42400,41900
Alaska,01,000000,0,2018,"90931611  ","Local Education",23500,24300,24100,24300,24100,22600,17100,18200,22500,23100,23600,23400,22600
Alaska,01,000000,0,2018,"90931150  ","Tribal Government",3800,3800,3800,3900,4000,4400,4500,4600,4200,4100,4000,4100,4100
Alaska,01,000000,0,2017,"00000000  ","Total Nonfarm",310500,317200,318200,321900,335300,349700,353600,351200,340500,325200,314700,312100,329200
Alaska,01,000000,0,2017,"06000000  ","Goods Producing",34900,38600,39000,38500,39100,47400,55500,52500,44800,39900,34600,32600,41500
Alaska,01,000000,0,2017,"07000000  ",Service-Providing,275600,278600,279200,283400,296200,302300,298100,298700,295700,285300,280100,279500,287700
Alaska,01,000000,0,2017,"10000000  ","Mining and Logging",13100,13100,13100,13000,13100,13400,13500,13500,13200,12800,12300,12400,13000
Alaska,01,000000,0,2017,"10210000  ",Mining,13000,13000,12900,12800,12900,13100,13300,13300,13000,12500,12100,12300,12900
Alaska,01,000000,0,2017,"10210013  ","Oil & Gas",10200,10200,10000,9900,9800,9800,9900,9800,9600,9300,9100,9300,9700
Alaska,01,000000,0,2017,"20000000  ",Construction,12200,12800,13000,13900,15500,17500,18000,18100,17400,16300,14200,13300,15200
Alaska,01,000000,0,2017,"30000000  ",Manufacturing,9600,12700,12900,11600,10500,16500,24000,20900,14200,10800,8100,6900,13200
Alaska,01,000000,0,2017,"32311700  ","Seafood Processing",6100,9200,9400,7900,6600,12500,20000,16800,10300,7000,4300,3300,9500
Alaska,01,000000,0,2017,"40000000  ","Trade, Transportation, Utilities",60900,60900,60900,62600,66500,68500,69500,69500,66900,63900,62500,62200,64600
Alaska,01,000000,0,2017,"41000000  ","Wholesale Trade",6100,6200,6200,6200,6400,6500,6500,6500,6400,6300,6300,6300,6300
Alaska,01,000000,0,2017,"42000000  ","Retail Trade",35400,35100,35000,35700,36800,37900,38200,37900,36900,36000,36100,35800,36400
Alaska,01,000000,0,2017,"42445000  ","Food & Beverage Stores",5600,5600,5600,5700,5800,6000,6000,6000,5700,5500,5500,5500,5700
Alaska,01,000000,0,2017,"43000000  ",Trans/Warehouse/Utilities,19400,19600,19700,20700,23300,24100,24800,25100,23600,21600,20100,20100,21800
Alaska,01,000000,0,2017,"43481000  ","Air Transportation",5700,5700,5800,6100,6500,6800,7000,6900,6700,6300,6200,6300,6300
Alaska,01,000000,0,2017,"50000000  ",Information,6100,6100,6100,6000,6000,6000,6000,5900,5900,5800,5800,5800,6000
Alaska,01,000000,0,2017,"50517000  ",Telecommunications,4100,4100,4100,4000,4000,4000,4000,3900,4000,3900,3900,3900,4000
Alaska,01,000000,0,2017,"55000000  ","Financial Activities",11500,11700,11600,11800,12000,12500,12600,12600,11900,11800,11700,11700,12000
Alaska,01,000000,0,2017,"60000000  ","Professional & Business Svcs",26700,27400,26900,27300,28500,29400,29600,29500,28700,27500,27000,26600,27900
Alaska,01,000000,0,2017,"65000000  ","Educational & Health Services",49000,49400,49700,49800,50000,50100,49800,49900,49600,49900,50100,50200,49800
Alaska,01,000000,0,2017,"65620013  ","Health Care",36900,37200,37500,37600,37700,37800,37900,37900,37500,37700,37800,38000,37700
Alaska,01,000000,0,2017,"70000000  ","Leisure & Hospitality",29800,30100,30900,32000,38100,42400,43500,43200,39900,33600,30500,30700,35400
Alaska,01,000000,0,2017,"70721000  ",Accommodation,6100,6200,6500,7200,9900,12100,12700,12500,11100,8200,6400,6700,8800
Alaska,01,000000,0,2017,"70722000  ","Food Svcs & Drinking Places",19600,19700,20000,20500,22500,23800,24100,24100,22900,20800,20200,20000,21500
Alaska,01,000000,0,2017,"80000000  ","Other Services",10700,10800,10800,11200,11400,11600,11400,11300,11300,11100,11000,10900,11100
Alaska,01,000000,0,2017,"90000000  ",Government,80900,82200,82300,82700,83700,81800,75700,76800,81500,81700,81500,81400,81000
Alaska,01,000000,0,2017,"90910000  ","Federal Government",14600,14600,14800,14800,15300,15700,15700,15600,15400,14800,14600,14800,15100
Alaska,01,000000,0,2017,"90920000  ","State Government",23700,24200,24300,24500,24600,23300,22600,23000,24100,23900,23800,23400,23800
Alaska,01,000000,0,2017,"90921611  ","State Education",7200,7700,7600,7700,7300,5700,5300,5800,7100,7400,7400,7100,6900
Alaska,01,000000,0,2017,"90930000  ","Local Government",42600,43400,43200,43400,43800,42800,37400,38200,42000,43000,43100,43200,42200
Alaska,01,000000,0,2017,"90931611  ","Local Education",24000,24700,24500,24600,24500,22900,17300,18300,22600,23700,24000,24100,22900
Alaska,01,000000,0,2017,"90931150  ","Tribal Government",3700,3800,3800,3900,4100,4400,4500,4400,4200,4100,4100,4100,4100
Alaska,01,000000,0,2016,"00000000  ","Total Nonfarm",317700,322100,323700,330000,340200,351800,358100,354000,342500,328100,318000,316000,333500
Alaska,01,000000,0,2016,"06000000  ","Goods Producing",41000,43200,43700,43200,43000,49700,59000,54100,45500,41300,36400,34400,44500
Alaska,01,000000,0,2016,"07000000  ",Service-Providing,276700,278900,280000,286800,297200,302100,299100,299900,297000,286800,281600,281600,289000
Alaska,01,000000,0,2016,"10000000  ","Mining and Logging",15700,15600,15600,15100,15000,14600,14300,14200,13900,13700,13500,13700,14600
Alaska,01,000000,0,2016,"10210000  ",Mining,15600,15400,15400,14800,14700,14200,14000,13800,13500,13400,13200,13500,14300
Alaska,01,000000,0,2016,"10210013  ","Oil & Gas",13000,12600,12700,11900,11700,11100,10700,10600,10400,10300,10300,10500,11400
Alaska,01,000000,0,2016,"20000000  ",Construction,13900,14200,14300,15500,17300,18600,19500,19200,18000,16700,14600,13500,16300
Alaska,01,000000,0,2016,"30000000  ",Manufacturing,11400,13400,13800,12600,10700,16500,25200,20700,13600,10900,8300,7200,13700
Alaska,01,000000,0,2016,"32311700  ","Seafood Processing",7700,9700,10000,8700,6700,12400,21100,16700,9800,7100,4600,3600,9800
Alaska,01,000000,0,2016,"40000000  ","Trade, Transportation, Utilities",61600,61600,61700,63900,67800,69200,70000,70100,67700,64900,63200,63000,65400
Alaska,01,000000,0,2016,"41000000  ","Wholesale Trade",6400,6300,6300,6400,6400,6500,6500,6500,6400,6300,6300,6200,6400
Alaska,01,000000,0,2016,"42000000  ","Retail Trade",35800,35600,35600,36500,37800,38600,38800,38500,37700,37000,36900,36700,37100
Alaska,01,000000,0,2016,"42445000  ","Food & Beverage Stores",5700,5700,5700,5800,6000,6300,6200,6200,5900,5800,5700,5700,5900
Alaska,01,000000,0,2016,"43000000  ",Trans/Warehouse/Utilities,19400,19700,19800,21000,23600,24100,24700,25100,23600,21600,20000,20100,21900
Alaska,01,000000,0,2016,"43481000  ","Air Transportation",5700,5700,5800,6000,6400,6600,6700,6600,6400,6000,5900,5900,6100
Alaska,01,000000,0,2016,"50000000  ",Information,6200,6300,6200,6400,6400,6400,6400,6300,6300,6100,6100,6100,6300
Alaska,01,000000,0,2016,"50517000  ",Telecommunications,4200,4200,4200,4300,4300,4300,4300,4300,4200,4100,4100,4100,4200
Alaska,01,000000,0,2016,"55000000  ","Financial Activities",11700,11600,11700,11800,12000,12400,12900,12800,12100,11900,11900,11900,12100
Alaska,01,000000,0,2016,"60000000  ","Professional & Business Svcs",27600,27800,27800,28800,29300,30000,29800,29900,29200,28000,26900,27500,28600
Alaska,01,000000,0,2016,"65000000  ","Educational & Health Services",47800,48300,48500,48800,48700,48300,48800,48800,48700,48800,48900,49200,48600
Alaska,01,000000,0,2016,"65620013  ","Health Care",35000,35200,35600,35700,35800,35800,36300,36300,36400,36200,36600,37000,36000
Alaska,01,000000,0,2016,"70000000  ","Leisure & Hospitality",29900,30300,30800,32100,38000,42000,43200,43200,39600,33200,30800,31000,35300
Alaska,01,000000,0,2016,"70721000  ",Accommodation,6200,6300,6500,6900,9800,12000,12700,12500,10800,7800,6300,6500,8700
Alaska,01,000000,0,2016,"70722000  ","Food Svcs & Drinking Places",19800,19900,20100,20800,22500,23800,24100,24400,23200,21000,20600,20400,21700
Alaska,01,000000,0,2016,"80000000  ","Other Services",10800,10800,10900,11100,11300,11300,11300,11100,11100,11000,11000,10800,11000
Alaska,01,000000,0,2016,"90000000  ",Government,81100,82200,82400,83900,83700,82500,76700,77700,82300,82900,82800,82100,81700
Alaska,01,000000,0,2016,"90910000  ","Federal Government",14600,14700,14800,15000,15500,15900,15800,15700,15600,15000,14900,15000,15200
Alaska,01,000000,0,2016,"90920000  ","State Government",24800,25300,25400,25700,25000,24000,23500,23600,24600,24500,24400,23800,24600
Alaska,01,000000,0,2016,"90921611  ","State Education",7700,8100,8100,8200,7200,5900,5500,5900,7300,7700,7700,7200,7200
Alaska,01,000000,0,2016,"90930000  ","Local Government",41700,42200,42200,43200,43200,42600,37400,38400,42100,43400,43500,43300,41900
Alaska,01,000000,0,2016,"90931611  ","Local Education",23800,24400,24400,24600,24100,22800,17300,18500,22900,24100,24700,24500,23000
Alaska,01,000000,0,2016,"90931150  ","Tribal Government",3600,3500,3500,3600,3800,4100,4300,4300,4100,4100,3900,3900,3900
Alaska,01,000000,0,2015,"00000000  ","Total Nonfarm",321900,326200,328400,332800,345100,358000,365000,360300,351100,334200,324200,321400,339100
Alaska,01,000000,0,2015,"06000000  ","Goods Producing",44200,45900,46900,47300,47800,55200,64400,60500,52900,46500,41200,39000,49300
Alaska,01,000000,0,2015,"07000000  ",Service-Providing,277700,280300,281500,285500,297300,302800,300600,299800,298200,287700,283000,282400,289700
Alaska,01,000000,0,2015,"10000000  ","Mining and Logging",17500,17500,17700,17800,17600,17800,17800,17800,17600,17100,16400,16300,17400
Alaska,01,000000,0,2015,"10210000  ",Mining,17400,17400,17500,17600,17300,17500,17500,17500,17300,16800,16100,16000,17200
Alaska,01,000000,0,2015,"10210013  ","Oil & Gas",14600,14700,14800,14600,14300,14300,14300,14300,14100,13800,13300,13200,14200
Alaska,01,000000,0,2015,"20000000  ",Construction,14900,15300,15900,16900,18500,20200,20900,20800,19500,17900,15900,15000,17600
Alaska,01,000000,0,2015,"30000000  ",Manufacturing,11800,13100,13300,12600,11700,17200,25700,21900,15800,11500,8900,7700,14300
Alaska,01,000000,0,2015,"32311700  ","Seafood Processing",7900,9400,9600,8600,7500,13000,21300,17600,11700,7500,4900,4000,10300
Alaska,01,000000,0,2015,"40000000  ","Trade, Transportation, Utilities",61100,61200,61500,63200,67500,69300,70400,70600,68700,65500,63900,63800,65600
Alaska,01,000000,0,2015,"41000000  ","Wholesale Trade",6300,6400,6400,6500,6500,6600,6700,6600,6500,6500,6400,6400,6500
Alaska,01,000000,0,2015,"42000000  ","Retail Trade",35500,35200,35400,36100,37700,38800,39200,39200,38400,37400,37500,37400,37300
Alaska,01,000000,0,2015,"42445000  ","Food & Beverage Stores",5800,5900,5800,5800,6000,6300,6400,6300,6000,5900,5800,5800,6000
Alaska,01,000000,0,2015,"43000000  ",Trans/Warehouse/Utilities,19300,19600,19700,20600,23300,23900,24500,24800,23800,21600,20000,20000,21800
Alaska,01,000000,0,2015,"43481000  ","Air Transportation",5500,5500,5600,5700,6100,6500,6600,6600,6400,6000,5800,5800,6000
Alaska,01,000000,0,2015,"50000000  ",Information,6300,6300,6400,6400,6300,6300,6300,6300,6300,6300,6300,6300,6300
Alaska,01,000000,0,2015,"50517000  ",Telecommunications,4300,4300,4300,4300,4200,4200,4200,4200,4300,4300,4200,4300,4300
Alaska,01,000000,0,2015,"55000000  ","Financial Activities",11600,11600,11600,11700,12100,12800,13100,12700,12300,12000,12000,11700,12100
Alaska,01,000000,0,2015,"60000000  ","Professional & Business Svcs",29000,29300,29300,29900,31000,31700,31600,31500,30800,29700,29100,28500,30100
Alaska,01,000000,0,2015,"65000000  ","Educational & Health Services",47600,47900,47900,47300,47300,47400,47500,47200,47000,47400,47500,47900,47500
Alaska,01,000000,0,2015,"65620013  ","Health Care",34000,34100,34200,34500,34600,34600,34600,34600,34200,34600,34600,34900,34400
Alaska,01,000000,0,2015,"70000000  ","Leisure & Hospitality",29700,30200,30800,31800,37700,41300,42700,42300,39300,33200,30600,30700,35000
Alaska,01,000000,0,2015,"70721000  ",Accommodation,6200,6400,6500,6900,9900,11600,12400,12300,11000,8100,6400,6400,8700
Alaska,01,000000,0,2015,"70722000  ","Food Svcs & Drinking Places",19700,19800,20200,20700,22400,23600,24000,23900,22800,20700,20400,20400,21600
Alaska,01,000000,0,2015,"80000000  ","Other Services",10900,10900,10900,11200,11400,11500,11300,11000,11000,11000,11000,11000,11100
Alaska,01,000000,0,2015,"90000000  ",Government,81500,82900,83100,84000,84000,82500,77700,78200,82800,82600,82600,82500,82000
Alaska,01,000000,0,2015,"90910000  ","Federal Government",14200,14200,14400,14700,15200,15500,15600,15500,15500,14800,14700,14900,14900
Alaska,01,000000,0,2015,"90920000  ","State Government",26100,26600,26700,27000,26000,25000,24700,24900,25900,25600,25500,25300,25800
Alaska,01,000000,0,2015,"90921611  ","State Education",8200,8600,8600,8600,7500,6100,5800,6400,7800,8100,8200,8100,7700
Alaska,01,000000,0,2015,"90930000  ","Local Government",41200,42100,42000,42300,42800,42000,37400,37800,41400,42200,42400,42300,41300
Alaska,01,000000,0,2015,"90931611  ","Local Education",23500,24300,24200,24400,24200,22700,17300,18400,22900,23900,24200,24200,22900
Alaska,01,000000,0,2015,"90931150  ","Tribal Government",3500,3500,3500,3500,3800,4000,4000,4000,3900,3700,3700,3600,3700
Alaska,01,000000,0,2014,"00000000  ","Total Nonfarm",318600,322900,325500,331200,344000,356400,362400,360300,350600,335100,326300,324200,338100
Alaska,01,000000,0,2014,"06000000  ","Goods Producing",43000,44800,45700,47300,47700,55900,63800,60800,53800,47700,43700,41500,49600
Alaska,01,000000,0,2014,"07000000  ",Service-Providing,275600,278100,279800,283900,296300,300500,298600,299500,296800,287400,282600,282700,288500
Alaska,01,000000,0,2014,"10000000  ","Mining and Logging",16200,16500,16700,17100,17200,17600,17900,17900,17700,17600,17700,17800,17300
Alaska,01,000000,0,2014,"10210000  ",Mining,16100,16300,16500,16700,16900,17300,17500,17600,17400,17300,17400,17600,17100
Alaska,01,000000,0,2014,"10210013  ","Oil & Gas",14000,14200,14400,14500,14500,14900,15200,15300,15100,15100,15200,15300,14800
Alaska,01,000000,0,2014,"20000000  ",Construction,14500,14800,15400,16100,18200,20200,20900,21600,20600,18700,16600,15800,17800
Alaska,01,000000,0,2014,"30000000  ",Manufacturing,12300,13500,13600,14100,12300,18100,25000,21300,15500,11400,9400,7900,14500
Alaska,01,000000,0,2014,"32311700  ","Seafood Processing",8700,10000,10000,10200,8200,14000,20800,17000,11500,7400,5600,4100,10600
Alaska,01,000000,0,2014,"40000000  ","Trade, Transportation, Utilities",60000,60300,60300,62200,67000,68400,69400,69800,67500,64300,62800,63000,64600
Alaska,01,000000,0,2014,"41000000  ","Wholesale Trade",6300,6300,6300,6400,6500,6600,6600,6600,6500,6400,6300,6400,6400
Alaska,01,000000,0,2014,"42000000  ","Retail Trade",34700,34600,34600,35500,37200,38200,38600,38700,37600,36800,36900,36900,36700
Alaska,01,000000,0,2014,"42445000  ","Food & Beverage Stores",5700,5800,5800,5800,6100,6300,6500,6500,6100,6000,5900,5900,6000
Alaska,01,000000,0,2014,"43000000  ",Trans/Warehouse/Utilities,19000,19400,19400,20300,23300,23600,24200,24500,23400,21100,19600,19700,21500
Alaska,01,000000,0,2014,"43481000  ","Air Transportation",5400,5400,5500,5700,6100,6400,6400,6300,6300,5700,5500,5600,5900
Alaska,01,000000,0,2014,"50000000  ",Information,6200,6200,6200,6200,6300,6200,6300,6300,6200,6300,6300,6300,6300
Alaska,01,000000,0,2014,"50517000  ",Telecommunications,4100,4000,4100,4100,4100,4100,4200,4200,4200,4200,4200,4200,4100
Alaska,01,000000,0,2014,"55000000  ","Financial Activities",11900,11900,11800,11900,12200,12600,12700,12500,12100,12000,11800,11800,12100
Alaska,01,000000,0,2014,"60000000  ","Professional & Business Svcs",28800,28700,29300,29300,30700,31200,31500,31700,31100,30300,29200,29500,30100
Alaska,01,000000,0,2014,"65000000  ","Educational & Health Services",47400,47700,47800,47900,47800,47600,47600,47600,47400,47600,47600,47600,47600
Alaska,01,000000,0,2014,"65620013  ","Health Care",33300,33400,33500,33500,33500,33500,33600,33500,33400,33500,33700,33700,33500
Alaska,01,000000,0,2014,"70000000  ","Leisure & Hospitality",28800,29400,30300,31100,36800,40300,41500,41400,38100,32400,30300,30300,34200
Alaska,01,000000,0,2014,"70721000  ",Accommodation,6100,6200,6400,6800,9600,11300,12000,11900,10700,8000,6300,6300,8500
Alaska,01,000000,0,2014,"70722000  ","Food Svcs & Drinking Places",18800,19100,19700,20000,21800,23000,23300,23300,22000,20200,20100,20200,21000
Alaska,01,000000,0,2014,"80000000  ","Other Services",11100,11100,11000,11300,11500,11500,11700,11600,11500,11600,11400,11100,11400
Alaska,01,000000,0,2014,"90000000  ",Government,81400,82800,83100,84000,84000,82700,77900,78600,82900,82900,83200,83100,82200
Alaska,01,000000,0,2014,"90910000  ","Federal Government",14600,14500,14700,14800,15200,15500,15400,15300,15100,14500,14400,14700,14900
Alaska,01,000000,0,2014,"90920000  ","State Government",26400,26800,27000,27300,26500,25700,25300,25800,26900,26800,26900,26600,26500
Alaska,01,000000,0,2014,"90921611  ","State Education",8400,8800,8700,8800,7700,6400,6200,6600,8300,8600,8700,8600,8000
Alaska,01,000000,0,2014,"90930000  ","Local Government",40400,41500,41400,41900,42300,41500,37200,37500,40900,41600,41900,41800,40800
Alaska,01,000000,0,2014,"90931611  ","Local Education",23000,24100,24000,24200,23900,22500,17100,18200,22600,23600,24000,24000,22600
Alaska,01,000000,0,2014,"90931150  ","Tribal Government",3400,3400,3300,3500,3800,3900,4200,4200,3900,3700,3500,3700,3700
Alaska,01,000000,0,2013,"00000000  ","Total Nonfarm",314700,322300,324700,329300,340100,355300,360200,359800,351300,333500,325100,322100,336500
Alaska,01,000000,0,2013,"06000000  ","Goods Producing",40400,43200,44400,44700,45900,54100,62300,60400,54600,47300,42500,40300,48300
Alaska,01,000000,0,2013,"07000000  ",Service-Providing,274300,279100,280300,284600,294200,301200,297900,299400,296700,286200,282600,281800,288200
Alaska,01,000000,0,2013,"10000000  ","Mining and Logging",15800,16300,16700,16600,16800,17300,17300,17400,17100,16500,16400,16500,16700
Alaska,01,000000,0,2013,"10210000  ",Mining,15700,16100,16400,16300,16500,17000,17000,17100,16700,16200,16100,16200,16400
Alaska,01,000000,0,2013,"10210013  ","Oil & Gas",13500,13900,14100,13900,13800,14200,14200,14500,14300,14000,14000,14100,14100
Alaska,01,000000,0,2013,"20000000  ",Construction,13400,13900,14500,15100,16900,19500,20400,21400,20400,18900,16600,15800,17200
Alaska,01,000000,0,2013,"30000000  ",Manufacturing,11200,13000,13200,13000,12200,17300,24600,21600,17100,11900,9500,8000,14400
Alaska,01,000000,0,2013,"32311700  ","Seafood Processing",7600,9400,9600,9200,8300,13200,20400,17500,13100,8000,5600,4100,10500
Alaska,01,000000,0,2013,"40000000  ","Trade, Transportation, Utilities",59900,59600,59900,61400,65600,67700,68400,69200,67200,63100,62300,62400,63900
Alaska,01,000000,0,2013,"41000000  ","Wholesale Trade",6300,6300,6400,6500,6600,6700,6700,6700,6600,6500,6500,6500,6500
Alaska,01,000000,0,2013,"42000000  ","Retail Trade",34200,33700,33800,34500,36000,37200,37500,37900,37100,36000,36100,36200,35900
Alaska,01,000000,0,2013,"42445000  ","Food & Beverage Stores",5700,5700,5700,5700,5900,6100,6300,6300,6100,5900,5800,5800,5900
Alaska,01,000000,0,2013,"43000000  ",Trans/Warehouse/Utilities,19400,19600,19700,20400,23000,23800,24200,24600,23500,20600,19700,19700,21500
Alaska,01,000000,0,2013,"43481000  ","Air Transportation",5500,5500,5500,5700,6000,6300,6400,6300,6100,5700,5500,5500,5800
Alaska,01,000000,0,2013,"50000000  ",Information,6000,6000,6000,6100,6200,6200,6200,6200,6200,6200,6300,6300,6200
Alaska,01,000000,0,2013,"50517000  ",Telecommunications,4000,4000,4000,4000,4100,4100,4100,4100,4100,4200,4200,4200,4100
Alaska,01,000000,0,2013,"55000000  ","Financial Activities",11800,11900,11800,12000,12100,12700,12900,12800,12200,12200,12000,12000,12200
Alaska,01,000000,0,2013,"60000000  ","Professional & Business Svcs",28600,29400,29300,29800,30700,31700,31800,32100,31100,29900,29700,29600,30300
Alaska,01,000000,0,2013,"65000000  ","Educational & Health Services",47300,47800,47900,48200,48300,48000,47900,47900,47800,47900,48000,48000,47900
Alaska,01,000000,0,2013,"65620013  ","Health Care",32800,32900,33000,33300,33300,33200,33300,33400,33200,33200,33200,33300,33200
Alaska,01,000000,0,2013,"70000000  ","Leisure & Hospitality",28400,29100,29800,30800,35600,39900,41200,41000,37500,32400,29700,29500,33700
Alaska,01,000000,0,2013,"70721000  ",Accommodation,6000,6200,6400,6700,8600,10800,11700,11600,10300,8000,6200,6300,8200
Alaska,01,000000,0,2013,"70722000  ","Food Svcs & Drinking Places",18600,18900,19100,19900,21800,23100,23100,23000,21800,19900,19500,19200,20700
Alaska,01,000000,0,2013,"80000000  ","Other Services",11100,11200,11300,11400,11500,11600,11600,11400,11300,11200,11200,11100,11300
Alaska,01,000000,0,2013,"90000000  ",Government,81200,84100,84300,84900,84200,83400,77900,78800,83400,83300,83400,82900,82700
Alaska,01,000000,0,2013,"90910000  ","Federal Government",15400,15300,15500,15500,15800,16100,16000,15800,15600,15000,14800,14900,15500
Alaska,01,000000,0,2013,"90920000  ","State Government",24500,26700,26800,27100,26000,25500,25500,26000,27100,26700,26700,26500,26300
Alaska,01,000000,0,2013,"90921611  ","State Education",6600,8800,8700,8700,7500,6400,6100,6700,8400,8600,8700,8600,7800
Alaska,01,000000,0,2013,"90930000  ","Local Government",41300,42100,42000,42300,42400,41800,36400,37000,40700,41600,41900,41500,40900
Alaska,01,000000,0,2013,"90931611  ","Local Education",23700,24500,24300,24600,24400,22900,17500,18500,22500,23600,24100,23900,22900
Alaska,01,000000,0,2013,"90931150  ","Tribal Government",3400,3400,3500,3500,3600,3800,4000,4000,3700,3600,3600,3500,3600
Alaska,01,000000,0,2012,"00000000  ","Total Nonfarm",312600,320200,322900,326700,337900,354500,358100,357300,349000,336400,325500,321800,335200
Alaska,01,000000,0,2012,"06000000  ","Goods Producing",39700,42200,43400,43600,45600,54200,61300,59300,52300,47400,42200,38700,47500
Alaska,01,000000,0,2012,"07000000  ",Service-Providing,272900,278000,279500,283100,292300,300300,296800,298000,296700,289000,283300,283100,287800
Alaska,01,000000,0,2012,"10000000  ","Mining and Logging",15100,15300,15500,16000,16400,16900,17200,17400,16900,16700,16400,16200,16300
Alaska,01,000000,0,2012,"10210000  ",Mining,15000,15100,15200,15700,16100,16500,16800,17000,16600,16400,16100,16000,16000
Alaska,01,000000,0,2012,"10210013  ","Oil & Gas",12900,12900,13000,13300,13500,13800,14000,14200,14200,14100,14100,14000,13700
Alaska,01,000000,0,2012,"20000000  ",Construction,13500,13700,14100,15000,17100,19600,20500,21000,20000,19100,16200,15100,17100
Alaska,01,000000,0,2012,"30000000  ",Manufacturing,11100,13200,13800,12600,12100,17700,23600,20900,15400,11600,9600,7400,14100
Alaska,01,000000,0,2012,"32311700  ","Seafood Processing",7700,9800,10300,8900,8200,13600,19500,16800,11400,7700,5700,3700,10300
Alaska,01,000000,0,2012,"40000000  ","Trade, Transportation, Utilities",59700,59500,59700,61300,65200,67500,68400,68500,66700,64000,61900,62000,63700
Alaska,01,000000,0,2012,"41000000  ","Wholesale Trade",6000,6000,6000,6100,6300,6400,6600,6600,6500,6400,6400,6400,6300
Alaska,01,000000,0,2012,"42000000  ","Retail Trade",34400,33900,33900,34600,36100,37200,37300,37200,36400,35700,35600,35600,35700
Alaska,01,000000,0,2012,"42445000  ","Food & Beverage Stores",5800,5900,5800,6000,6100,6300,6400,6300,6100,5900,5800,5800,6000
Alaska,01,000000,0,2012,"43000000  ",Trans/Warehouse/Utilities,19300,19600,19800,20600,22800,23900,24500,24700,23800,21900,19900,20000,21700
Alaska,01,000000,0,2012,"43481000  ","Air Transportation",5400,5500,5500,5700,6000,6200,6400,6400,6200,5900,5700,5700,5900
Alaska,01,000000,0,2012,"50000000  ",Information,6200,6200,6200,6200,6300,6300,6300,6200,6100,6200,6100,6200,6200
Alaska,01,000000,0,2012,"50517000  ",Telecommunications,4200,4100,4200,4100,4200,4200,4200,4200,4100,4100,4100,4100,4200
Alaska,01,000000,0,2012,"55000000  ","Financial Activities",11900,11900,11800,11900,12200,12500,12700,12700,12200,12300,12100,12100,12200
Alaska,01,000000,0,2012,"60000000  ","Professional & Business Svcs",28000,28600,28800,29100,30300,31400,31500,31500,31200,30100,29400,29300,29900
Alaska,01,000000,0,2012,"65000000  ","Educational & Health Services",46200,46900,46900,47000,47300,47300,46500,46600,46300,47400,47600,47700,47000
Alaska,01,000000,0,2012,"65620013  ","Health Care",31900,32100,32100,32400,32600,32700,32700,32800,32400,32700,32700,32900,32500
Alaska,01,000000,0,2012,"70000000  ","Leisure & Hospitality",27900,28400,29100,30400,34700,39400,40700,40500,37200,32100,29700,29600,33300
Alaska,01,000000,0,2012,"70721000  ",Accommodation,6000,6200,6300,6600,8200,10700,11300,11300,10000,7700,6300,6400,8100
