X,Y,OBJECTID,CommunityName,CommunityID,RoadConnection,Description,AsOfDate
160336.429556835,1170577.5215573,208,Kenai Peninsula Borough,{3D00FF95-7311-402B-9DD4-1CE3321F245E},Yes,"Kenai has access to the Sterling Highway. The City-owned Kenai Municipal Airport provides a grooved asphalt runway, gravel strip, and a water runway at the float plane basin. A flight service station is available. Float plane facilities are also available at Island Lake and Arness Lake. There are five additional privately-owned airstrips in the vicinity. The Kenai City Dock and boat ramp are located near the mouth of the Kenai River. There are also a number of private commercial fish processing docks. Moorage is by buoys anchored in the Kenai River.",2023/08/24 08:00:00+00
475265.239316729,1339051.7980426,209,Kenny Lake,{FF44E793-74FE-4F17-9EB7-78D774DF5F63},Yes,The Edgerton Highway connects Kenny Lake to the entire state road system. Several landing strips are available nearby for small aircraft landings.,2023/08/24 08:00:00+00
998317.04798213,1183440.80521884,220,Klehini Valley,{FBFAC70C-D19A-4FF1-A28E-2E8381629304},Yes,,2023/08/24 08:00:00+00
1012028.66690744,1184048.99283362,221,Klukwan,{F28EF005-C4A1-4868-9B6A-826AD9633025},Yes,"Klukwan is accessible from the Haines Highway, which is connected to the Alcan Highway through Canada. Residents rely on the scheduled air flights, harbor, dock, barge, ferry, and trucking services of Haines.",2023/08/24 08:00:00+00
227090.74806451,1283132.91291143,222,Knik,{756E4FDB-9CB2-4269-86D8-1D5B767239A4},Yes,,2023/08/24 08:00:00+00
268216.101907341,1289956.42903354,223,Knik River,{77794617-74AE-484C-B2E5-D017D4597CC2},Yes,Knik River lies off the Glenn Highway. Many forms of transportation are available in nearby Palmer and Anchorage.,2023/08/24 08:00:00+00
232080.794116209,1289597.03243804,224,Knik-Fairview,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2},Yes,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport.",2023/08/24 08:00:00+00
382513.305660675,1390870.46016493,240,Lake Louise,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},Yes,A state-owned gravel airstrip and floatplane site is located at the south end of Lake Louise. There are two additional private strips. Lake Louise Road is accessible from the Glenn Highway.,2023/08/24 08:00:00+00
248656.468726726,1299057.34648475,242,Lakes,{1A5924D4-515F-4E65-8236-07D030FB3C05},Yes,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Ted Stevens Anchorage International Airport.",2023/08/24 08:00:00+00
261562.372125325,1304169.92069856,244,Lazy Mountain,{2F86B48B-D348-47DD-ABED-46CE01770ECC},Yes,"Community roads connect to the Glenn and George Parks Highways, and air transportation is available in Anchorage and Palmer.",2023/08/24 08:00:00+00
243536.124988443,1557971.53987156,246,Lignite,{8D2D74F6-118D-486C-BC0B-34FDBC4A6140},Yes,,2023/08/24 08:00:00+00
252112.607847958,1739671.10112257,249,Livengood,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85},Yes,Livengood is located off of the Elliot Highway about 80 miles north of Fairbanks. Livengood has a state-maintained public airport with a gravel runway in good condition.,2023/08/24 08:00:00+00
252671.273232628,1129075.08671598,251,Lowell Point,{338A7ACA-098D-4B9F-A871-233477997E11},Yes,"Lowell Point is connected to the Alaska highway system via the Seward Highway. Seward has the closest airport. The Port of Seward serves cruise ships, the state ferry, cargo barges, and ocean freighters from Seattle and overseas. Its small boat harbor has moorage and two boat launch ramps. It is the terminus and the gateway of the Alaska Railroad and a major transfer point for ocean-destined cargo.",2023/08/24 08:00:00+00
1033755.937641,1180028.29625673,253,Lutak,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B},Yes,"The transportation facilities of Haines are nearby, including a deep water port and dock, airport, state ferry, and road connection.",2023/08/24 08:00:00+00
158600.182562796,1674612.23033107,254,Manley Hot Springs,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4},Yes,"The Elliott Highway is the only road leading to Manley Hot Springs. Goods and fuel are typically delivered by truck. The highway runs through Manley to the Tanana River Landing, three miles southwest. The Tanana River Landing is used to launch boats for fishing or transportation. Barge services are occasionally provided during summer months, but there is no docking facility due to erosion. The state-owned gravel runway is in service year-round.",2023/08/24 08:00:00+00
258510.87220626,1300733.82621299,258,Matanuska-Susitna Borough,{851E4746-8FE8-4393-9369-E3F9F1633855},Yes,"The Matanuska-Susitna Borough can be accessed via the Glenn Highway, George Parks Highway, and Denali Highway. There are four public transit providers operating throughout the borough and connecting to Anchorage. Ocean access is provided thruogh Port MacKenzie, at the head of Cook Inlet along the Knik Arm. The port includes a 1250' trestle dock with -60 feet of water at low tide, and a 500 foot bulkhead barge dock with -20 feet of water at low tide. The docks are configured to handle bulk commodities. A 32-mile rail extension is being completed to connect the port to the Alaska Railroad mainline. The Alaska Railroad bisects the Matanuska-Susitna Borough on its way from Anchorage to Fairbanks. There are over 180-miles of rail within the borough along which passengers can board or disembark at 'whistle stops'. The borough has the highest concentration of public and private airports in the nation. With 10 public airports and over 200 private airports, over 1,000 aircraft, more pilots per capita than most of the rest of Alaska and the nation, and millions of dollars of economic impacts to the region's economy, aviation is vitally important to the economy of the region and lifestyle of its residents. The largest concentration of airports occurs between the Cities of Wasilla and Palmer, but the Willow and Talkeetna areas also have a significant number of airports. Most of the airports are privately owned and operated and used for travel, sightseeing, and recreation. There are also public airports at Palmer, Wasilla, and Talkeetna. The borough has many active floatplane lakes, some of which have been registered with the Federal Aviation Administration. Virtually all lakes large enough are used for floatplane operations at some time during the year. There are over 2,000 miles of hiking, snowshoeing, skiing, snowmobiling, and ATV trails throughout the borough.",2023/08/24 08:00:00+00
250384.104323413,1539173.82748982,261,McKinley Park,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},Yes,"Denali Park is located on the George Parks Highway about 20 miles south of Healy. Denali Park has two airports, a state-maintained public airport with a gravel runway in good condition and a private airport with a gravel runway. Chartered bus tours are available from Anchorage and Fairbanks, and shuttle buses provide tours into the park. Air and helicopter tours are also available locally.",2023/08/24 08:00:00+00
232200.569542632,1301642.87433705,262,Meadow Lakes,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC},Yes,"The area is connected to the statewide highway system via the George Parks Highway. Nearby Palmer, Wasilla, and Anchorage offer air services. A turf runway can be used in the summer time only.",2023/08/24 08:00:00+00
388220.661416283,1363330.25322063,265,Mendeltna,{E3BABD89-94E5-4656-A111-C38FD33CFD08},Yes,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area that provide air taxi services.,2023/08/24 08:00:00+00
514789.763027999,1479498.63086065,266,Mentasta Lake,{138A74FA-943C-4AC3-B538-9484C09C2AD1},Yes,Mentasta Lake is connected to the Tok Cutoff to the Glenn Highway by a six-mile spur road. There is a small airstrip at Mentasta Lodge.,2023/08/24 08:00:00+00
143513.386900123,1077693.65983649,270,Millers Landing,{7610BE6A-1E27-4A96-8927-51578A86CEF9},Yes,,2023/08/24 08:00:00+00
218083.07061332,1695656.59737064,271,Minto,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},Yes,"Minto is located off of the Elliot Highway, about 126 miles northwest of Fairbanks. Minto has a state-maintained public airport with a gravel runway in good condition. The Tolovana River provides boat access to the Tanana and Nenana Rivers. The area is too shallow for barge service. Trucks, cars, snow machines, ATVs, and riverboats are used for transportation, recreation, and subsistence purposes. Minto receives funds from the Essential Air Services program that subsidizes the cost of commercial flights.",2023/08/24 08:00:00+00
325901.475400626,1655381.66495783,272,Moose Creek,{7656A688-D4F7-4599-B494-E946C7AC2CF6},Yes,"The area has access to the transportation services of Fairbanks, as well as connection to the statewide highway system.",2023/08/24 08:00:00+00
253475.34563688,1175536.99364506,273,Moose Pass,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},Yes,"The Seward Highway connects to Alaska's road system. Nearby Seward offers an airport, railroad, harbor/dock facilities, and state ferry access. Seaplanes land at Summit Lake.",2023/08/24 08:00:00+00
1003259.47458598,1186954.47905465,274,Mosquito Lake,{4D3AB901-46B6-47E7-B8D1-D6869F97799F},Yes,"Nearby Haines offers a deep water port and dock, state ferry access, and an airport. The area is accessible by highway to Canada and the remainder of the state.",2023/08/24 08:00:00+00
1047830.11278108,1166265.10473529,277,Mud Bay,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F},Yes,"The transportation facilities of Haines are nearby, including a deep-water port and dock, airport, state ferry, and road connection.",2023/08/24 08:00:00+00
564353.117288903,1424358.90369303,278,Nabesna,{8DFCE93A-8EBA-43DF-B553-ABE121D98529},Yes,,2023/08/24 08:00:00+00
376474.730287998,1355325.67831851,285,Nelchina,{53719238-336A-4B67-82E2-32339DE9CD8E},Yes,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area. Snow machining is a prevalent local means of transportation.,2023/08/24 08:00:00+00
234989.287041507,1630972.24399515,287,Nenana,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4},Yes,"Nenana is located in Interior Alaska, 55 road miles southwest of Fairbanks on the George Parks Highway. Nenana is located at mile 412 of the Alaska Railroad, on the south bank of the Tanana River, just east of the mouth of the Nenana River. It lies 304 road miles northeast of Anchorage. Nenana has air, river, road, and railroad access. It lies on the George Parks Highway, the road between Wasilla and Fairbanks. The railroad provides daily freight service. The Nenana Municipal Airport offers a lighted, asphalt runway and a gravel runway that doubles as a winter ski strip. There is also a float pond with parking basins. The Nenana Port Authority operates the dry cargo loading and unloading facilities, dock, bulkhead, and warehouse. The Tanana River is shallow, with a maximum draft for loaded river barges of 4.5 feet. There is a public boat launch with a recreational area to provide access to the Nenana and Tanana rivers. Daily buses to Fairbanks and Anchorage are available year-round.",2023/08/24 08:00:00+00
146878.469735024,1197439.92672297,293,Nikiski,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6},Yes,The Sterling Highway provides access to Anchorage. Nearby Kenai offers an airport and docking facilities. The Port Nikiski docks service offshore drilling platforms. There are two private airstrips in the vicinity.,2023/08/24 08:00:00+00
133416.001576512,1093589.14990784,294,Nikolaevsk,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465},Yes,"The nearby Sterling Highway provides access to Anchorage. Homer offers an airport, harbor/docking facilities, and a state ferry landing.",2023/08/24 08:00:00+00
129045.685056062,1119364.879332,297,Ninilchik,{95A8CBA5-6323-4734-AA72-89B097FBD56F},Yes,"The community lies on the Sterling Highway. A state-owned dirt/gravel airstrip is located on Oilwell Road. Homer or Kenai have airports, and harbor/docking facilities are in Homer, which has state ferry access. Ninilchik harbor was constructed in the early 1970s. Mainly charter and recreational boats are launched from Ninilchik or Deep Creek beach; a tractor launch is also available.",2023/08/24 08:00:00+00
247687.810117119,1302044.81289611,302,North Lakes,{DCAD0CFE-6A84-4C8F-9B32-597927D02D3A},Yes,,2023/08/24 08:00:00+00
315855.959761862,1659546.0701719,303,North Pole,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC},Yes,"The Alaska Railroad runs through the city center, which also lies on the Interior road system. There are four privately-owned airstrips in North Pole. The Fairbanks International Airport is also nearby.",2023/08/24 08:00:00+00
607202.995889011,1498808.08882307,305,Northway,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F},Yes,"Northway is connected to the Alaska Highway by an unpaved road. Scheduled buses are available, and trucking services deliver freight to the community. There is a state-owned asphalt-gravel runway, with an FAA station and U.S. Customs office. Regular flights are available to Fairbanks, and there are charter services available as well.",2023/08/24 08:00:00+00
612876.26791444,1505401.73313266,306,Northway Junction,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E},Yes,"Northway Junction lies on the Alaska Highway. Scheduled buses and trucking services are available. There is an asphalt runway at nearby Northway. Regular flights are available to Fairbanks, and charter services are available as well.",2023/08/24 08:00:00+00
605919.0008297,1500893.72891383,307,Northway Village,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8},Yes,"It is connected to the Alaska Highway by an unpaved road. Regular buses and truck services are available. There is an asphalt runway at nearby Northway. Regular flights are available to Fairbanks, and charter services are available as well.",2023/08/24 08:00:00+00
258015.620438038,1300696.69892349,321,Palmer,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9},Yes,"Palmer lies on the Glenn Highway. Commercial airlines serve the Ted Stevens Anchorage International Airport. The Palmer Municipal Airport supports private and chartered services, as well as freight service aircraft and the State Division of Forestry's fire bomber operations. There are several privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, and Anchorage for ocean freight delivery.",2023/08/24 08:00:00+00
428137.202419773,1478844.69873438,323,Paxson,{6A728042-64AA-46F0-A81D-FDE32F20CFCB},Yes,"Paxson Lodge owns and maintains a gravel airstrip, and float planes can land at Summit Lake. Paxson is 175 miles south of Fairbanks. The Richardson Highway provides access to Anchorage or Fairbanks. The Denali Highway provides summer access to Cantwell and the Denali Park.",2023/08/24 08:00:00+00
242078.659367518,1278552.09451601,328,Peters Creek,{429C5FAE-BA2A-438B-8238-B2A9B4C12838},Yes,Peters Creek is located approximately 20 miles northeast of Anchorage on the Glenn Highway.,2023/08/24 08:00:00+00
166017.566147983,1395528.33679602,331,Petersville,{841E8B3A-9424-4243-B588-EEB808D195AB},Yes,"Petersville is located approximately 30 miles out the state-maintained Petersville Road, which leaves the George Parks Highway at Trapper Creek. A four-wheel drive or high-clearance vehicle is recommended for travel on this road, as the second half of the trip is primitive roadway. The closest non-commercial airstrip is located in Talkeetna, while a variety of transportation means are available in Wasilla and Palmer.",2023/08/24 08:00:00+00
337876.924307873,1675612.30865257,337,Pleasant Valley,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787},Yes,"The statewide highway system is accessible, as well as the transportation facilities of Fairbanks.",2023/08/24 08:00:00+00
212523.20674076,1270245.95186212,341,Point MacKenzie,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5},Yes,"Point MacKenzie Road is accessible from Knik Road and the George Parks Highway. A variety of transportation means are available from Wasilla, Palmer, and Anchorage. A private airstrip is located in the area. The Point MacKenzie Industrial Port is a deep-draft port.",2023/08/24 08:00:00+00
194916.035001071,1233370.1750972,342,Point Possession,{31997E44-F3ED-4BD0-87C7-471DA4CF099D},Yes,,2023/08/24 08:00:00+00
271484.34705581,1215610.77163573,354,Portage,{83695BF1-4D27-4C4A-9B1B-BA6F0E0CFB2B},Yes,,2023/08/24 08:00:00+00
255339.741231173,1161226.22783871,357,Primrose,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD},Yes,"The Seward and Sterling Highways provide access to Anchorage and the statewide highway system. Nearby Seward offers an airport, railroad, and docking facilities.",2023/08/24 08:00:00+00
217277.130689913,2262085.46202091,358,Prudhoe Bay,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD},Yes,"The airport at nearby Deadhorse is the primary means of public transportation to the North Slope. The state-owned asphalt and gravel airstrip at Deadhorse is 6,500' long by 150' wide. A 5,000' by 100' wide private gravel airstrip is owned and maintained by ConocoPhillips Alaska, Inc. A state-owned heliport is located at Prudhoe Bay. The Dalton Highway is used year-round by trucks to haul cargo to the North Slope. There are no services beyond this point, and the highway is hazardous during winter months.",2023/08/24 08:00:00+00
286748.564275066,1663572.15678091,359,Ptarmigan Heights,{AC412614-F26A-44A1-AF0C-6818321D60A5},Yes,,2023/08/24 08:00:00+00
224360.135791117,1240678.19966157,361,Rabbit Creek,{89986F72-9A6B-4DDD-BF4D-8930D0A1ACF3},Yes,Rabbit Creek is located about 14 miles south of Anchorage on the Seward Highway.,2023/08/24 08:00:00+00
163036.79807432,1094929.17988325,363,Razdolna Village,{B2ABA72D-670E-40F3-92D0-454C259DF94A},Yes,,2023/08/24 08:00:00+00
159598.989196363,1175220.71489339,366,Ridgeway,{43789012-2A4F-4391-8762-748A33755153},Yes,There is access to the Sterling Highway that connects to the Alaska road system. Transportation facilities include a dock and airport. MacKey's Lake is in the area to serve floatplanes.,2023/08/24 08:00:00+00
145420.639784554,1184299.87455891,374,Salamatof,{2606EF00-243D-41F4-890F-E340AD1ACFA5},Yes,The Sterling Highway connects to Alaska's statewide road system. Float planes can land at Arness Lake and Lower Salamatof. Close-by Kenai offers an airport and docking facilities.,2023/08/24 08:00:00+00
336781.347588218,1631148.51895082,375,Salcha,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D},Yes,The Richardson Highway allows access to Fairbanks and its variety of transportation services.,2023/08/24 08:00:00+00
252540.636570125,1132499.53625932,384,Seward,{86E9E60C-762A-4D26-A7CC-57DC74916D5B},Yes,"Seward is connected to the Alaska Highway system by the Seward Highway. Bus and commercial trucking services to and from Anchorage are available daily. While air services and charters are available at the state-owned airport, regularly scheduled commercial air service out of Seward is not available. Two paved runways are utilized. Seasonal passenger transportation is available by rail, as Seward is a major transit site for the Alaska Railroad. The port, located at the north end of the 900 foot deep Resurrection Bay, serves cruise ships, cargo barges, and ocean freighters from Seattle and overseas. The small boat harbor has moorage for 650 boats and 2 boat launch ramps as well as a 250 ton boat lift and a 5,000 ton lift for ships and barges.",2023/08/24 08:00:00+00
451200.737331008,1366697.89131631,391,Silver Springs,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4},Yes,The Richardson Highway connects to all major population areas of the state year-round. Residents use the airport at Glennallen.,2023/08/24 08:00:00+00
1042115.23995418,1199030.95630824,393,Skagway,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},Yes,"The Municipality of Skagway is accessible by road via the Klondike Highway, which provides a connection through British Columbia and the Yukon Territory, Canada, to the lower 48 states or north to Interior Alaska. Skagway is accessed by air, road, and water services. The state owns a paved runway and Skagway receives regular state ferry and barge services. A breakwater, ferry terminal, small boat harbor, boat launch and boat haul-out are available, as well as three deep-draft docks for cruise and cargo ship berthing, cargo loading and storage. Freight arrives by barge, ferry and truck.",2023/08/24 08:00:00+00
509907.186959205,1453550.80144447,395,Slana,{92647992-DE7B-4457-BD55-CB46CE9A4C4E},Yes,"Slana has road access to the statewide system via Glenn and Richardson Highways. The nearest public airstrip is to the south at Chistochina, but a private gravel airstrip exists.",2023/08/24 08:00:00+00
160632.581953389,1170692.1222477,397,Soldotna,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC},Yes,"The Soldotna Municipal Airport provides facilities for charter services and local air traffic. The nearby Kenai Municipal Airport, located 10 miles away, offers scheduled flights and float plane facilities. Seaplanes can also land at Mackeys Lakes. There are four additional private landing strips in Soldotna and a heliport for medical emergencies at Central Peninsula General Hospital. The Sterling Highway provides access to Alaska's road system. While Soldotna has an airport, there are no regular commercial flights available between Soldotna and Anchorage.",2023/08/24 08:00:00+00
247676.573852584,1298588.90493292,399,South Lakes,{84B4826F-176E-4EF4-B844-179B36558677},Yes,,2023/08/24 08:00:00+00
295956.11995334,1663903.37771941,401,South Van Horn,{06C11331-3BBB-4E38-B7C8-8E9706C868E8},Yes,South Van Horn is a neighborhood just south of Fairbanks. It is about three miles by road from the center of the city.,2023/08/24 08:00:00+00
307884.478915851,1674157.73985496,404,Steele Creek,{70C8E48C-BFDB-49A3-ABA9-0B244839932A},Yes,,2023/08/24 08:00:00+00
175086.911222971,1176576.00005833,405,Sterling,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF},Yes,"The Sterling Highway provides access to Alaska's road system. There are several private airstrips in the Sterling area, and a private seaplane base at Scout Lake which is approximately three miles from the center of Sterling. There are two privately-operated boat launches. Nearby Kenai and Soldotna offer airports for charter services and local air traffic, as well as docking facilities. Sterling does not have a municipal airport, and nearby Soldotna does not offer regularly scheduled air service between Soldotna and Anchorage. However, Anchorage is accessible from Sterling by road and is approximately 135 miles away.",2023/08/24 08:00:00+00
247253.877321166,1219683.79706974,408,Sunrise,{C94A527A-FE5F-481B-BCAA-88435D1E5189},Yes,Sunrise has access to Alaska's road system via the Seward highway. A gravel airstrip is available nearby at Hope.,2023/08/24 08:00:00+00
205613.297295645,1356772.61488656,411,Susitna North,{3366F161-F33D-48D6-A9DD-79C2B203D73C},Yes,"The community is accessible from the George Parks Highway. The Talkeetna airstrip is located nearby. A variety of transportation means are available in Wasilla, Palmer, and Anchorage.",2023/08/24 08:00:00+00
269749.486823827,1313906.37237335,412,Sutton-Alpine,{126A149F-F9BD-42EC-8D66-E4883B8016E2},Yes,"Sutton is connected to the Glenn Highway. There is a public gravel airstrip at the Jonesville Mine, owned by the Canadian Mine & Smeltering Company. Additional public transportation facilities are available in nearby Palmer.",2023/08/24 08:00:00+00
200806.566477601,1377989.09479474,414,Talkeetna,{3EC46053-F188-4C9A-B758-A0D57EF8F834},Yes,"Talkeetna is accessible by road, air, and train. The Talkeetna Spur Road connects to the George Parks Highway. There are two state-owned runways. One is asphalt and the other is a gravel strip. There are several additional airstrips in the vicinity, including one owned by the U.S. Bureau of Land Management. There is an Alaska Railroad depot. While Talkeetna is accessible to charter and private aircraft, there is no regularly scheduled service between Talkeetna and Anchorage, which can be reached by road.",2023/08/24 08:00:00+00
528914.501725091,1532292.0107361,415,Tanacross,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},Yes,"Tanacross is located on the Alaska Highway, roughly 200 miles southeast of Fairbanks. Tanacross has a federally-maintained public airport with an asphalt runway in poor condition. Tanacross is a mile north of the Alaska Highway. Most residents use cars, trucks, and snow machines for local transportation. Regular air and bus services are available from Tok. The U.S. Bureau of Land Management owns two runways located one mile south of Tanacross and are not maintained in winter.",2023/08/24 08:00:00+00
243842.042777831,1300864.17626285,416,Tanaina,{929B664D-4B19-44FF-A034-299BEAC5D45E},Yes,"The George Parks and Glenn Highways and other local roads connect the area Alaska's road system. It lies on the Alaska Railroad. The nearby Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport.",2023/08/24 08:00:00+00
446540.486937791,1370184.46588024,419,Tazlina,{A3685B4F-070E-4C85-9820-DEE25ABC695E},Yes,Tazlina is located on the Richardson Highway. There is a state-owned gravel airstrip and a seaplane facility at Smokey Lake.,2023/08/24 08:00:00+00
574650.660762974,1512987.73354109,423,Tetlin,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},Yes,"Tetlin is located along the Tetlin River and the Alaska Highway, about 220 miles southeast of Fairbanks. Tetlin has a state-maintained public airport with a gravel runway in good condition. The village also owns and maintains a turf airstrip. Scheduled and charter flights are available from Tok. Many residents own cars, trucks, skiffs, and snow machines for hunting, fishing, and hauling wood.",2023/08/24 08:00:00+00
547792.116039577,1530825.07227062,428,Tok,{E7AB4B30-0C1D-4536-8571-A8835525D851},Yes,Tok is located on the Alaska Highway about 200 miles southeast of Fairbanks. Tok has two private airports and one state-maintained public airport with a 2509' x 50' asphalt runway in good condition.,2023/08/24 08:00:00+00
409618.895736735,1371188.85206154,430,Tolsona,{93A518D2-76B0-46E5-863A-02EDDEB80C98},Yes,"The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area, and air taxi services are available. A seaplane base is used on Tolsona Lake.",2023/08/24 08:00:00+00
464272.45127877,1328969.74919329,431,Tonsina,{793D84BA-F572-4A23-A265-0090CCDE0F70},Yes,"Tonsina is connected to the remainder of the state road system by the Richardson Highway. A state-owned airstrip is available at Upper Tonsina, and other airstrips are in the vicinity.",2023/08/24 08:00:00+00
194568.399082334,1376852.35197144,432,Trapper Creek,{68659E20-597A-4214-97E4-BE2A722B888B},Yes,"Trapper Creek is accessible from the George Parks Highway. A variety of transportation means are available in Wasilla, Palmer, and Anchorage. ERA Aviation operates a private heliport in Trapper Creek. Several private airstrips are in the vicinity.",2023/08/24 08:00:00+00
329249.564159639,1674644.09069427,437,Two Rivers,{2416B7D2-6E1E-47A0-8550-530D41B50117},Yes,"Local roads connect to the Alaska road system. Faribanks' transportation facilities provide airport, railway, and highway connections.",2023/08/24 08:00:00+00
256268.324633774,1554469.2956292,447,Usibelli,{BDD6F083-947B-49D1-8373-99EB4FAC1EAD},Yes,,2023/08/24 08:00:00+00
409518.872278663,1262298.70131742,450,Valdez,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444},Yes,"The Richardson Highway connects Valdez to Alaska's road system. Valdez is 305 road miles southeast of Anchorage. The Port of Valdez is ice-free throughout the year, and is navigated by hundreds of ocean-going oil cargo vessels each year. Valdez has the largest floating concrete dock in the world, with a 1,200-foot front and water depth exceeding 80 feet. Numerous cargo and container facilities are present in Valdez, as well as boat harbors. Both barges and trucking services deliver cargo to the City. The Alaska Marine Highway Ferry System provides transport to Cordova, Tatitlek, Whittier, and Chenega Bay in Prince William Sound, to Kodiak, Ouzinke, Port Lions, and Old Harbor on Kodiak Island, and to Seward, Seldovia, and Homer on the Kenai Peninsula. The Valdez airport is operated by the State and has a paved runway. In addition, a seaplane base is located at Robe Lake, approximately eight road miles southeast of town.",2023/08/24 08:00:00+00
162354.134025602,1092835.21425893,452,Voznesenka Village,{71833F98-63B0-41B7-8D06-F86C7A19B0BD},Yes,,2023/08/24 08:00:00+00
240926.821971153,1297506.21747755,456,Wasilla,{8805779A-5590-497A-82CB-9053953A6555},Yes,"Wasilla is well connected by land to surrounding communities. The George Parks Highway and Glenn Highway connect Wasilla to Anchorage, Fairbanks, Denali National Park, and Palmer, as well as a number of smaller communities. The Alaska Railroad serves Wasilla on the Anchorage to Fairbanks route, while Mat-Su Valley Public Transportation provides bus service between Wasilla, Palmer, and Anchorage. Commercial air service is available at Anchorage International Airport, located 45 miles away. Wasilla's municipal airport has a paved runway with parking for transient aircraft. Numerous additional private airstrips also operate in the vicinity. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille.",2023/08/24 08:00:00+00
288184.759092788,1210202.02666098,461,Whittier,{52F6D695-370B-4814-8DA9-00DCC073CA83},Yes,"Whittier has an ice-free port and two city docks (70' cargo dock and 60' floating passenger dock). A small boat harbor has slips for 360 fishing, recreation, and charter vessels. It is served by road, rail, the state ferry, boat, and aircraft. Since 2000, a tunnel has provided a road connection. The Anton Anderson Memorial Tunnel was reconstructed to accommodate both rail and road vehicles. The railway carries passengers, vehicles, and cargo 12 miles from the Portage Station east of Girdwood. The state-owned gravel airstrip accommodates charter aircraft, and a city-owned seaplane dock is available for passenger transfer.",2023/08/24 08:00:00+00
208090.297793577,1313544.47508187,463,Willow,{60E92328-3CA2-4968-A065-270130CCEE76},Yes,"From the George Parks Highway, the area has access to the statewide highway system and the transportation facilities of Wasilla, Palmer, and Anchorage. There are two public airstrips: one is a state-owned gravel airstrip at mile 69.7 Parks Highway and the other is at Deshka Landing and owned by the Alaska Department of Natural Resources. There are five additional private strips and a seaplane base at Kashwitna Lake.",2023/08/24 08:00:00+00
461935.793690791,1344305.44556952,464,Willow Creek,{4957115F-806A-43E5-BBCE-B3E79864940B},Yes,The Richardson Highway provides year-round access to Alaska's road system. Airstrips are located nearby in Copper Center and Glennallen.,2023/08/24 08:00:00+00
167826.697097959,1943992.9572965,465,Wiseman,{7DC57B05-77B0-4489-8056-CFFC5747990D},Yes,The partially-paved Dalton Highway connects Wiseman to Alaska's road system. A state-owned gravel airstrip is available but is not consistently maintained.,2023/08/24 08:00:00+00
