X,Y,OBJECTID,CommunityID,CommunityName,Location,Latitude,Longitude,Sq_Mi_Land,Sq_Mi_Water,Section,Township,Range,Meridian,Climate,AsOfDate,IsMostRecent,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-158.463078771,59.0393744300001,107,{08E18522-8DAC-4DFC-975E-26751FE81958},Dillingham,"Dillingham is located at the extreme northern end of Nushagak Bay in northern Bristol Bay, at the confluence of the Wood and Nushagak Rivers. It lies 327 miles southwest of Anchorage and is a 6 hour flight from Seattle.",59.0406,-158.4656,36.8,397.9,21,013S,055W,S,"Dillingham falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Heavy fog is common in July and August. Winds of up to 60-70 mph may occur between December and March. The Nushagak River is ice-free from June through November.",2018/09/17 08:00:00+00,1,{13BAF18E-0FC1-407D-8F1D-1D928AC8E4D6},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-168.951791865,65.7583525100001,108,{9E47594D-5392-4A49-8FCD-026556C904AE},Diomede,"Diomede is located on the west coast of Little Diomede Island in the Bering Straits, 135 miles northwest of Nome. It is only 2.5 miles from Big Diomede Island, Russia, and the international boundary lies between the two islands.",65.7589,-168.9515,2.8,,7,004N,049W,K,"Diomede falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. During summer months, cloudy skies and fog prevail. Winds blow consistently from the north, averaging 15 knots, with gusts of 60 to 80 mph. The Bering Strait is generally frozen between mid-December and mid-June.",2018/09/17 08:00:00+00,1,{739B4EB2-AE63-4E6A-9777-47CA0F423DC7},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-144.058880806,63.6579420460001,109,{03A313E3-0987-4B72-8EC9-6C92E01A12A2},Dot Lake,"Dot Lake is located on the Alaska Highway, 50 miles northwest of Tok and 155 road miles southeast of Fairbanks. It lies south of the Tanana River. Dot Lake Village is located nearby.",63.6638,-144.0688,,,28,022N,007E,C,"Dot Lake falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. In winter, cool air settles in the valley, and ice fog and smoke conditions are common. Extreme temperatures ranging from a low of -75 to a high of 90 °F have been measured.",2018/09/17 08:00:00+00,1,{77AD8C69-E1ED-4CD3-8764-157C94ABAE92},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-144.049340051,63.65559219,110,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},Dot Lake Village,"The Native Village of Dot Lake is located off the Alaska Highway, 50 miles northwest of Tok and 155 road miles southeast of Fairbanks. It lies south of the Tanana River. The area is divided into two separate communities: the Native Village of Dot Lake and the highway community of Dot Lake.",63.6556,-144.0493,,,27,022N,007E,C,"Dot Lake falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. In winter, cool air settles in the valley, and ice fog and smoke conditions are common. Extreme temperatures ranging from a low of -75 to a high of 90 °F have been measured.",2018/09/17 08:00:00+00,1,{35877C20-5D69-4D83-A593-5A2DAEB8EFCD},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-133.658157749,55.9551227090001,111,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},Edna Bay,"Edna Bay is located on the southeast coast of Kosciusko Island, northwest of Prince of Wales Island, in Southeast Alaska. It lies 90 miles northwest of Ketchikan.",55.9551,-133.6582,21.9,4.1,28,068S,076E,C,"Edna Bay falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{B0634F88-5402-4A85-AD8F-D4915995146C},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-162.029497266,60.218905916,112,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},Eek,"Eek lies on the south bank of the Eek River, 12 miles east of the mouth of the Kuskokwim River. It is 35 air miles south of Bethel and 420 miles west of Anchorage.",60.2158,-162.0258,0.9,0.1,31,002N,073W,S,"Eek falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{3E546F71-77B0-402C-BFCC-31BEB89BD13F},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-134.400870816,58.2791882710001,113,{5C5B2A9F-554B-4E45-BCE1-FC861227421C},Douglas,"Douglas lies within the City & Borough of Juneau, on the northeast coast of Douglas Island. The Gastineau Channel is traversed by the Juneau-Douglas Bridge. Locally, the Douglas area refers to the southern end of the island, although it contains only half of the island's population.",58.2792,-134.4009,,,26,041S,067E,C,"Douglas falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year. Southeast Alaska lacks prolonged periods of freezing weather at low altitudes and is characterized by cloudiness and frequent fog. The combination of heavy precipitation and low temperatures at high altitudes in the coastal mountains of southern Alaska accounts for the numerous mountain glaciers.",2018/09/17 08:00:00+00,1,{5D3AE7B3-4611-4EDA-AE03-FFDAE443649D},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-144.601811628,63.6751864670001,114,{64B2729B-A777-4917-9D20-77822FE68CFE},Dry Creek,"Dry Creek lies west of Dot Lake, on the Alaska Highway, southeast of Fairbanks. It lies south of the Tanana River at the foot of Horn Mountain.",63.6752,-144.6018,,,26,014S,016E,F,"Dry Creek falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{BBFAAB2E-723E-4E9A-B5D5-7EC00CEFBE4B},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-135.361148501,59.4803568730001,115,{8D61F020-CB6F-45AE-85C5-2086F72C61F4},Dyea,Dyea is a locality situated at the convergence of the Taiya River and Taiya Inlet within the Municipality of Skagway.,59.4832,-135.3609,,,34,027S,059E,C,"Dyea falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain year-round.",2018/09/17 08:00:00+00,1,{60798194-59E4-4824-BA1E-80F1640EA6D8},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-141.207597203,64.788939682,116,{99E4149C-E691-4714-88EC-9EDCEF72C195},Eagle,"The City of Eagle and Eagle Village are located on the Taylor Highway, 6 miles west of the Alaska-Canadian border. Eagle is on the left bank of the Yukon River at the mouth of Mission Creek. The Yukon-Charley Rivers National Preserve is northwest of the area.",64.7869,-141.2027,1,,31,001S,033E,F,"Eagle falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{179DC161-D263-4B4D-B676-198CFA4913DB},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-149.546509548,61.315131986,117,{4B5629C0-F411-485E-B5C2-E5C9EADD9869},Eagle River,"Eagle River is located within the Municipality of Anchorage, between Fort Richardson and the Chugach State Park. The area north of Fort Richardson to the municipal boundary includes Eagle River, Chugiak, Birchwood, Peters Creek, Thunderbird Falls, and Eklutna.",61.3151,-149.5465,,,12,014N,002W,S,"Eagle River falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{3D7788E9-A8D6-4F4C-B634-48C1819D9B6D},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-141.045786384,64.7451890140001,118,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA},Eagle Village,"Eagle Village is on the left bank of the Yukon River, 3 miles east of the City of Eagle, on the Taylor Highway. The village is southeast of the Yukon Charley Rivers National Preserve.",64.7806,-141.1136,,,33,001S,033E,F,"Eagle Village falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Interior Alaska experiences seasonal temperature extremes. Ice fog is common during the winter.",2018/09/17 08:00:00+00,1,{24DA0F34-1FE4-406D-8D62-5D56744AD45C},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-157.375750533,58.2090702340001,119,{F7D03E2F-5588-4343-BE94-44E824B7A836},Egegik,"Egegik is located on the south bank of the Egegik River on the Alaska Peninsula, 100 miles southeast of Dillingham and 326 air miles southwest of Anchorage.",58.2122,-157.3755,32.8,101.2,1,023S,050W,S,"Egegik falls within the southwest maritime climate zone, characterized by persistently overcast skies, high winds, and frequent cyclonic storms.",2018/09/17 08:00:00+00,1,{A29666E5-9663-41B1-AD47-0916E0759109},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.081056623,64.6701431970001,120,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD},Eielson AFB,"Eielson Air Force Base is 26 miles south of Fairbanks, off of the Richardson Highway, near the City of North Pole. It lies east of the Tanana River.",64.6701,-147.0811,,,11,003S,003E,F,"Eielson AFB falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{8F0282A9-6BFA-430E-AA7D-504CCCBEB898},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-149.361961634,61.4610452570001,121,{CA7C607D-F2E8-455F-8B9F-08F7B2BB7215},Eklutna,"Eklutna is located at the head of the Knik Arm of Cook Inlet, at the mouth of the Eklutna River, 25 miles northeast of Anchorage. It is within the boundaries of the Municipality of Anchorage.",61.461,-149.362,,,24,016N,001W,S,"Eklutna falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{CF01938B-7BFD-4AAC-BEED-601D5F712C9B},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-158.560826553,58.815979644,122,{6FD8B74B-4F96-41CE-AFFD-97FF3064D7C4},Ekuk,"Ekuk is located on the east coast of Nushagak Bay, 17 miles south of Dillingham. It is spread out for about 2 miles along a narrow gravel spit that extends from the Ekuk Bluffs in the shape of a hook.",58.816,-158.5608,,,2,016S,056W,S,"Ekuk falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Fog and high winds are common during winter months. The Bay is ice-free from June through mid-November.",2018/09/17 08:00:00+00,1,{34EAD8B3-88BC-4DF2-8390-DFABA696A381},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-157.478046973,59.3502442720001,123,{FAF5958B-8A56-4E28-B3B1-66B772A5A166},Ekwok,"Ekwok is located along the Nushagak River, 43 miles northeast of Dillingham and 285 miles southwest of Anchorage.",59.3497,-157.4767,16,1.4,35,009S,049W,S,"Ekwok falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Precipitation averages 20 to 35 inches each year. Extremely strong winds are common during winter months. Fog is prevalent during summer months. The river is ice-free from June through mid-November.",2018/09/17 08:00:00+00,1,{8FB7A4BB-8EDA-47C7-A0F2-907C18A512F1},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-136.345486098,58.1939148430001,124,{4BAA8104-672E-401E-88E8-341E10A478B8},Elfin Cove,"Elfin Cove lies on the northern shore of Chichagof Island, approximately 33 miles west of Hoonah and 70 miles by air and 85 miles by boat west of Juneau. The community is only accessible by small seaplane or boat.",58.1939,-136.3455,,,25,042S,055E,C,"Elfin Cove falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{320A270C-BA2D-4376-B7D2-02ABC49E2CC9},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-162.264506882,64.6165521090001,125,{962DB38D-BABD-43F0-AF8E-6B3C0964C131},Elim,"Elim is located on the northwest shore of Norton Bay on the Seward Peninsula, 96 miles east of Nome. It lies 460 miles northwest of Anchorage.",64.616,-162.2648,2.4,,15,010S,018W,K,"Elim falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Norton Sound is ice-free generally between mid-June and mid-November. Summers are cool and rainy; winters are cold and dry.",2018/09/17 08:00:00+00,1,{683BCBA2-C3F6-4024-8D7C-C28F6F13E929},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-164.529846857,62.776947383,126,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},Emmonak,"Emmonak is located at the mouth of the Yukon River, 10 miles from the Bering Sea, on the north bank of Kwiguk Pass. It lies 120 air miles northwest of Bethel and 490 air miles from Anchorage, in the Yukon Delta National Wildlife Refuge.",62.7785,-164.5287,7.5,1.1,17,031N,081W,S,"Emmonak falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Freeze-up occurs during October; break-up occurs in June.",2018/09/17 08:00:00+00,1,{F401BAD3-3838-4C0B-86FE-0723C8405301},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.976793267,64.8554316180001,127,{C975E5F6-90CB-420B-9766-C43941847789},Ester,Ester is located 8.5 miles west of Fairbanks on the George Parks Highway.,64.8554,-147.9768,,,4,001S,002W,F,"Ester falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{385D6C50-6A0C-42F9-A5BC-4118A02A7BF1},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-148.05533185,64.8793417320001,128,{F4459E94-16D4-4F7F-B434-DF84BF0E2AD9},Ester Dome,,64.8793,-148.0553,,,25,001N,003W,F,"Ester Dome falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{3D9A63BC-4FCD-4875-AF58-266B574CC66D},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.1680556,61.9386111000001,129,{463333A9-778A-4087-B2B6-C834DF7F1809},Eureka Roadhouse,Eureka Roadhouse is a census-designated place in the Matanuska-Susitna Borough. It is located on the Glenn Highway 122 miles northeast of Anchorage.,61.9386,-147.1681,,,1,021N,012E,S,"Eureka Roadhouse falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{A65C95E2-75C1-4DD9-9A85-B20AC5DD20EE},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-151.505784506,66.924624845,130,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED},Evansville,"Evansville is located about 180 air miles and 250 road miles northwest of Fairbanks, adjacent to Bettles.",66.9246,-151.5058,,,8,024N,018W,F,"Evansville falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{4F0C940B-CD30-4AEC-85D3-018140DB5548},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-135.443147792,58.4168200170001,131,{E209147C-83F5-4D19-AD3F-CB78B1F679F5},Excursion Inlet,"Excursion Inlet is located in the Haines Borough, on the west coast of Lynn Canal, 38 miles northwest of Juneau.",58.4168,-135.4431,,,12,040S,060E,C,"Excursion Inlet falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{BC13AB41-686C-44FD-814F-21C22DA61661},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-145.6351157,60.5262940000001,132,{12808AC2-15BC-4A89-BA4F-30C945D4E9B6},Eyak,"Eyak is on the Copper River Highway, 5.5 miles southeast of the Cordova city center, between Eyak Lake and the Cordova airport. The area was annexed to the City of Cordova in 1992.",60.5263,-145.6351,,,31,015S,002W,C,"Eyak falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{099D3E09-0269-47DC-866C-222A47660819},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.72571273,64.845132548,133,{B5ACCECA-F853-4F79-AD96-1CCA33463183},Fairbanks North Star Borough,"Fairbanks is located in the heart of Alaska's Interior, on the banks of the Chena River in the Tanana Valley. By air, Fairbanks is 45 minutes from Anchorage and 3 hours from Seattle. It lies 358 road miles north of Anchorage.",64.8357,-147.7336,7361,105.1,10,001S,001W,F,"Fairbanks falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Temperatures have been recorded as low as -62 °F in mid-winter and as high as 96 °F in summer. During the winter months, if the temperature drops below -20 °F, ice fog can occur. Fairbanks is known for its lingering summer days. When the solstice arrives, there are more than 22 hours of daylight.",2018/09/17 08:00:00+00,1,{B98C22B3-D1BF-442D-B72D-FC029B972410},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-147.721248219,64.83969225,134,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18},Fairbanks,"Fairbanks is located in the heart of Alaska's Interior, on the banks of the Chena River in the Tanana Valley. By air, Fairbanks is 45 minutes from Anchorage and 3 hours from Seattle. It lies 358 road miles north of Anchorage.",64.8357,-147.7336,32.4,0.8,10,001S,001W,F,"Fairbanks falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Temperatures have been recorded as low as -62 °F in mid-winter and as high as 96 °F in summer. During the winter months, if the temperature drops below -20 °F, ice fog can occur. Fairbanks is known for its lingering summer days. When the solstice arrives, there are more than 22 hours of daylight.",2018/09/17 08:00:00+00,1,{D4C12C6B-356F-4EAF-9589-BD6D23E8DDAA},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-163.41473878,54.8550308580001,135,{223C147A-542C-4057-8AE2-C5C99FC10AB1},False Pass,False Pass is located on the eastern shore of Unimak Island on a strait connecting the Pacific Gulf of Alaska to the Bering Sea. It is 646 air miles southwest of Anchorage. The city owns approximately 66 square miles of land and water.,54.8549,-163.4119,26.8,41.4,33,061S,094W,S,"False Pass falls within the southwest maritime climate zone, characterized by persistently overcast skies, high winds, and frequent cyclonic storms. Prevailing southeast winds are constant and often strong during winter. Fog is common during summer months.",2018/09/17 08:00:00+00,1,{50DD440E-8079-49BC-90CC-237DFA13807D},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-149.145335352,61.64000731,136,{803C9DC0-CB68-4FB4-8746-A65C69A5905F},Farm Loop,"Farm Loop is located in the center of the lush farmlands of the Matanuska Valley, about 42 miles northeast of Anchorage, off the Glenn Highway. It is just north of Palmer, off of Farm Loop Road and Willow-Fishhook Road.",61.64,-149.1453,,,20,018N,002E,S,"Farm Loop falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{8935015E-F389-4FCE-BA09-6022E47F999E},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.76059729,64.889810734,137,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF},Farmers Loop,"Farmers Loop is a census-designated place within the Fairbanks North Star Borough. It is just north of Fairbanks on Farmers Loop Road, for which the neighborhood is named.",64.8898,-147.7606,,,28,001N,001W,F,"Farmers Loop falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{843C92EF-71A8-4BBF-AA9E-BAB9EDAF12D9},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-149.115730782,64.017085926,138,{6271DC39-C422-443B-AB71-71A2246047FD},Ferry,"Ferry lies on both shores of the Nenana River in the Denali Borough, 39 miles south of Nenana. It is located at mile 371.2 of the Alaska Railroad.",64.0171,-149.1157,,,28,010S,008W,F,"Ferry falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Ice fog is common during the winter.",2018/09/17 08:00:00+00,1,{B2C37816-2018-4C32-A169-154640B86CEA},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-149.24867697,61.6932211760001,139,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},Fishhook,"Fishhook is northwest of Palmer and north of Lakes and Farm Loop. The area developed off of the Wasilla-Fishhook Road and Fishhook-Willow Road, the latter of which becomes Hatcher Pass Road north of the Little Susitna River. It is approximately a 40- to 60-minute drive to Anchorage.",61.6932,-149.2487,,,34,019N,001E,S,"Fishhook falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{55F86AB8-855D-41C6-8482-29E5A01FDD1D},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-158.0075,62.4536000000001,140,{3C695476-5C5E-4120-9E30-BF42C37A0EAF},Flat,"Flat is located on Otter Creek, 7 miles east of its junction with the Iditarod River. It lies 59 miles northeast of Holy Cross and 8 miles east of Iditarod, in the Kilbuck-Kuskokwim Mountains.",62.4536,-158.0075,,,4,027N,047W,S,"Flat falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{C310A2E5-2DE4-40DC-BE4B-2C6D44C3FA85},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-167.895537647,53.3850940840001,141,{20C57414-77B7-4491-9EF4-31C77E83238F},Fort Glenn,Fort Glenn is located on the northeast end of Umnak Island in the Aleutian chain. It is within the Aleutians West Census Area.,53.3851,-167.8955,,,32,078S,128W,S,"Fort Glenn falls within the southwest maritime climate zone, characterized by persistently overcast skies, high winds, and frequent cyclonic storms.",2018/09/17 08:00:00+00,1,{3B5ADCF6-DB8C-4D13-97F4-6C8615A0297D},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-145.72394043,63.991817993,142,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},Fort Greely,"Fort Greely is approximately 100 miles southeast of Fairbanks and 5 miles south of Delta Junction on the Richardson Highway. It lies east of the Delta River. Fort Greely consists of Allen Army Airfield and the Ground-based Midcourse Defense (GMD) missile defense complex. The area is bordered by the Donnelly Training Area, which is under the control of Fort Wainwright.",63.9918,-145.7239,,,2,011S,010E,F,"Fort Greely falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Ice fog is common during the winter.",2018/09/17 08:00:00+00,1,{24C940E2-3D01-436C-A7AA-77A7A53BB575},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.6436527,64.8278334450001,143,{3D0376C5-5127-4959-91EA-4BDA2B041AD6},Fort Wainwright,"Fort Wainwright is located in the Fairbanks North Star Borough, east of the City of Fairbanks and northwest of the City of North Pole. It spans both banks of the Chena River.",64.8278,-147.6437,,,13,001S,001W,F,"Fort Wainright falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{F7AA9048-453B-4B91-B380-98CA801CCF7A},,,GIS_OWNER_CDO,2023/09/27 05:45:19+00
-145.241283756,66.5661668960001,144,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},Fort Yukon,"Fort Yukon is located at the confluence of the Yukon and Porcupine Rivers, about 145 air miles northeast of Fairbanks.",66.564,-145.259,7,0.4,18,020N,012E,F,"Fort Yukon falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. The winters in Fort Yukon are long and harsh, and the summers are short but warm. After freeze-up, the plateau is a source of cold, continental arctic air. Extended periods of -50 to -60 °F are common. The Yukon River is ice-free from the end of May through mid-September.",2018/09/17 08:00:00+00,1,{BF3EF42F-D5C5-4696-88B3-11BE32B58E76},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-149.1179,64.6003000000001,145,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C},Four Mile Road,"Four Mile Road is located just north of Nenana, in Interior Alaska, about 50 miles southwest of Fairbanks on the George Parks Highway.",64.6003,-149.1179,,,3,004S,008W,F,"Four Mile Road falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{43C65B1F-FB28-4B0A-BF35-94905B80E486},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-147.6183,64.9581000000001,146,{DF0AA24E-FAFB-4033-9E30-014BC53D341A},Fox,"The community lies on the right bank of Fox Creek as it enters Goldstream Creek Valley, 10 miles northeast of Fairbanks. It is located at the junction of the Steese and Elliot Highways.",64.9581,-147.6183,,,31,002N,001E,F,"Fox falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{A7C932EF-7B1B-4CD8-BA88-0A11BAA926EE},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-150.915976218,59.8535156300001,147,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF},Fox River,"Fox River is located on the north shore of Kachemak Bay, 24 miles northeast of Homer at the end of the Sterling Highway.",59.8535,-150.916,,,1,004S,010W,S,"Fox River falls within the gulf coast transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{3324CCAF-5F01-4509-BE0A-AD14CA171D98},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-151.298659906,59.725437497,148,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD},Fritz Creek,"Fritz Creek is located 7 miles northeast of Homer, on the north shore of Kachemak Bay, off the Sterling Highway. It lies at the foot of Bald Mountain.",59.7254,-151.2987,,,22,005S,012W,S,"Fritz Creek falls within the gulf coast transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{DEE8FCEB-7CBA-48F3-9BFE-079F2BC5D19E},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-150.7622222,60.5019444000001,149,{CF70B6E1-31BB-4019-97D8-DD470A6AD914},Funny River,"Funny River is located on the Kenai Peninsula, approximately 15 miles east of Soldotna along the Kenai River, from River mile 29 to 45.",60.5019,-150.7622,,,30,005N,008W,S,"Funny River falls within the gulf coast transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{D22869FF-48A9-4E44-AB5C-C6361784E2EE},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-145.301873154,62.301896813,150,{ED284F88-6827-4DC4-B028-5F0BFA6CF129},Gakona,"Gakona is at the confluence of the Copper and Gakona Rivers, 15 miles northeast of Glennallen. It lies at mile 2 on the Tok cutoff to the Glenn Highway, just east of the Richardson Highway.",62.3019,-145.3019,,,18,006N,001E,C,"Gakona falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{33D6D388-1797-4468-BB85-C91316DC382E},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
-156.877123161,64.7426528560001,151,{9CB98028-F75A-4D46-A951-AB787D2CF82E},Galena,"Galena is located on the north bank of the Yukon River, 45 miles east of Nulato and 270 air miles west of Fairbanks. It lies northeast of the Innoko National Wildlife Refuge.",64.7418,-156.9543,17.9,6.1,6,009S,010E,K,"Galena falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Sustained temperatures of -40 °F are common during winter. Extreme temperatures have been measured from -64 to 92 °F. The river is ice-free from mid-May through mid-October.",2018/09/17 08:00:00+00,1,{9D059A93-475F-4F00-AF28-E9FFD399B151},,,GIS_OWNER_CDO,2018/09/18 03:39:49+00
