X,Y,OBJECTID,PCECommunity,CommunityName,EntityName,DataYear,Population,ReportedPeriods,ResidentialCustomers,CommunityFacilitiesCustomers,OtherCustomers,ResidentialkWhEligibleforPCE,FacilitieskWhEligibleforPCE,TotalkWhEligibleforPCECredit,TotalkWhSold,TotalDieselFuelUsed,TotalCostOfFuel,AveragePriceOfFuelPerGallon,TotalNonFuelExpenses,YearToDatePCEDisbursements,TotalDieselGeneratedkWh,TotalNonDieselGeneratedkWh,TotalPurchasedkWhs,ResidentialRateBasedOn500kWh,PCERateApplied,EffectiveResidentialRate,Notes,IsMostRecent,CommunityAggRowPos
-861997.814284141,1650244.02734943,937,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2013,677,12,168,13,23,601614,275398,877012,1855447,108622,415218,3.82,508775,285144,1470466,564905,0,0.5376,0.3461,0.1915,,,1
-861997.814284141,1650244.02734943,938,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2012,681,12,171,12,23,574726,277189,851915,1817453,119560,425435,3.56,422807,290830,1508899,524241,0,0.5707,0.3542,0.2165,,,1
-861997.814284141,1650244.02734943,939,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2011,666,,174,12,,549984,265756,815740,1693285,123952,400408.34,3.23,429784,228510,1655542,213839,0,0.5073,0.3023,0.205,,,1
-861997.814284141,1650244.02734943,940,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2010,673,,178,13,,598424,261098,859522,1830692,128963,394278.58,3.06,464328,289117,1736428,146667,0,0.5079,0.2936,0.2143,,,1
-861997.814284141,1650244.02734943,941,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2006,648,,182,14,,541038,241135,782173,1758565,1872123,249425.98,1.8192,,169794.97,1872123,,,0.479,0.2834,0.1956,Non-fuel expenses for all AVEC locations are reported with Wales as a total.,,1
-861997.814284141,1650244.02734943,942,Gambell PCE,Gambell,Alaska Village Electric Cooperative,2001,653,,170,16,,542121,268134,810255,1803672,152585,181441.87,1.19,,197489.22,1938273,,,0.4469,0.2013,0.2456,Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
-431919.643857906,1649447.6365716,943,Golovin PCE,Golovin,Golovin Power Utilities,2023,178,12,49,11,48,236715,138026,374741,860838,78998,283250,3.59,178089,77898,921576,0,0,0.56,0.2315,0.3285,,1,1
-431919.643857906,1649447.6365716,944,Golovin PCE,Golovin,Golovin Power Utilities,2022,151,12,51,10,46,232991,122981,355972,914725,102897,222455,2.16,183304,37625,974342,0,0,0.33,0.1246,0.2054,,,1
-431919.643857906,1649447.6365716,945,Golovin PCE,Golovin,Golovin Power Utilities,2021,150,12,49,10,43,212639,124919,337558,818698,83402,186193,2.23,163077,32098,906412,0,0,0.33,0.0814,0.2486,,,1
-431919.643857906,1649447.6365716,946,Golovin PCE,Golovin,Golovin Power Utilities,2020,163,12,48,8,45,219681,125283,344964,896433,79964,222436,2.78,148902,52731,939087,0,0,0.44,0.1539,0.2861,kWh's Generated & Powerhouse Consumption = 10 Months,,1
-431919.643857906,1649447.6365716,947,Golovin PCE,Golovin,Golovin Power Utilities,2019,172,12,49,11,44,218375,136376,354751,937788,78465,204647,2.61,180307,50131,906960,0,0,0.42,0.1546,0.2654,"kWh generated = 11 months, Powerhouse consumption = 8 months",,1
-431919.643857906,1649447.6365716,948,Golovin PCE,Golovin,Golovin Power Utilities,2018,182,12,49,11,43,223044,128348,351392,1016488,80611,182577,2.26,155315,45451,1044080,0,0,0.38,0.1263,0.2537,,,1
-431919.643857906,1649447.6365716,949,Golovin PCE,Golovin,Golovin Power Utilities,2017,185,12,52,10,44,213164,113588,326752,910977,68690,163749,2.38,149526,56533,974416,0,0,0.38,0.1455,0.2345,,,1
-431919.643857906,1649447.6365716,950,Golovin PCE,Golovin,Golovin Power Utilities,2016,171,12,50,11,42,216328,119947,336275,912242,71487,217635,3.04,132637,86310,949568,0,0,0.4,0.2418,0.1582,Pwrhse consumption not reported,,1
-431919.643857906,1649447.6365716,951,Golovin PCE,Golovin,Golovin Power Utilities,2015,181,12,56,11,35,209538,134547,344085,834278,67121,250091,3.73,139105,115335,884030,0,0,0.56,0.3362,0.2238,Pwrhse consumption unavailable,,1
-431919.643857906,1649447.6365716,952,Golovin PCE,Golovin,Golovin Power Utilities,2014,173,12,56,11,35,214548,100735,315283,769830,64957,240084,3.7,161333,105629,821918,0,0,0.6,0.3387,0.2613,,,1
-431919.643857906,1649447.6365716,953,Golovin PCE,Golovin,Golovin Power Utilities,2013,171,12,53,11,34,215863,107654,323517,753245,65573,250616,3.82,149814,107660,840400,0,0,0.6,0.3315,0.2685,,,1
-431919.643857906,1649447.6365716,954,Golovin PCE,Golovin,Golovin Power Utilities,2012,156,12,55,8,33,207033,97875,304908,709585,65153,255616,3.92,130755,107753,821700,0,0,0.6,0.3605,0.2395,,,1
-431919.643857906,1649447.6365716,955,Golovin PCE,Golovin,Golovin Power Utilities,2011,154,,55,8,,193692,44624,238316,567457,59077,181741.38,3.08,166530,75209,766100,0,0,0.57,0.3193,0.2507,,,1
-431919.643857906,1649447.6365716,956,Golovin PCE,Golovin,Golovin Power Utilities,2010,160,,55,8,,184481,43953,228434,560747,60042,189590.57,3.16,134228,88128,678300,0,0,0.57,0.3029,0.2671,,,1
-431919.643857906,1649447.6365716,957,Golovin PCE,Golovin,Golovin Power Utilities,2006,160,,53,8,,169274,78707,247981,565215,756421,129922.4,2.2803,100045.76,53439.99,756421,,,0.38,0.26,0.12,,,1
-431919.643857906,1649447.6365716,958,Golovin PCE,Golovin,Golovin Power Utilities,2001,144,,46,8,,132582,65234,197816,478224,45223,83358.96,1.84,80631.11,40633.76,530610,,,0.38,0.157,0.223,,,1
-431808.216810717,1038370.39728577,959,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2023,249,12,79,11,12,411859,98312,510171,778364,58636,209408,3.57,198702,160370,818538,0,0,0.5924,0.343,0.2494,,1,1
-431808.216810717,1038370.39728577,960,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2022,277,12,79,10,9,358395,94749,453144,771343,52431,139584,2.66,153381,120074,812811,0,0,0.5184,0.2671,0.2513,,,1
-431808.216810717,1038370.39728577,961,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2021,284,12,80,10,9,341873,79419,421292,708904,49988,141581,2.83,139777,113998,748691,0,0,0.5337,0.2717,0.262,,,1
-431808.216810717,1038370.39728577,962,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2020,283,12,75,10,12,338796,74630,413426,723912,57785,182760,3.16,152462,125429,759570,0,0,0.5572,0.294,0.2632,,,1
-431808.216810717,1038370.39728577,963,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2019,277,12,78,10,13,336580,64083,400663,694089,50366,152687,3.03,146438,118687,730850,0,0,0.5445,0.3032,0.2413,,,1
-431808.216810717,1038370.39728577,964,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2018,265,12,81,10,12,321509,64364,385873,673811,54055,147215,2.72,147027,104116,724394,0,0,0.5084,0.2689,0.2395,,,1
-431808.216810717,1038370.39728577,965,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2017,267,12,77,9,15,315439,70575,386014,683166,50484,151433,3,134829,133285,725888,0,0,0.528,0.3099,0.2181,,,1
-431808.216810717,1038370.39728577,966,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2016,259,12,75,11,14,301291,67919,369210,621184,49742,180188,3.62,176478,145218,661999,0,0,0.6126,0.3903,0.2223,,,1
-431808.216810717,1038370.39728577,967,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2015,268,12,76,10,13,311410,77753,389163,645682,51037,202784,3.97,158773,164930,684713,0,0,0.6474,0.4242,0.2232,,,1
-431808.216810717,1038370.39728577,968,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2014,258,12,82,10,12,309854,89702,399556,651064,51681,204703,3.96,152439,169862,696204,0,0,0.6231,0.4201,0.203,,,1
-431808.216810717,1038370.39728577,969,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2013,246,12,81,11,11,323873,98268,422141,751877,58335,235781,4.04,206169,172389,788752,0,0,0.6293,0.4332,0.1961,"Unreliable generation; 5 months gen < sales",,1
-431808.216810717,1038370.39728577,970,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2012,243,12,83,10,12,315864,113387,429251,799826,62027,272030,4.39,204366,177557,836014,0,0,0.6379,0.418,0.2199,,,1
-431808.216810717,1038370.39728577,971,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2011,237,,78,11,,313273,120310,433583,741564,60164,200884.7,3.34,188221,145494,775562,0,0,0.5644,0.3565,0.2079,,,1
-431808.216810717,1038370.39728577,972,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2010,225,,80,7,,312794,98631,411425,724420,58886,150380.75,2.55,183738,126230,760675,0,0,0.4747,0.2621,0.2126,,,1
-431808.216810717,1038370.39728577,973,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2006,236,,88,7,,256333,107219,363552,643834,691526,100790.21,1.8525,,83203.43,691526,,,0.4778,0.2822,0.1956,Non-fuel expenses for all AVEC locations are reported with Wales as a total.,,1
-431808.216810717,1038370.39728577,974,Goodnews Bay PCE,Goodnews Bay,Alaska Village Electric Cooperative,2001,235,,80,9,,234690,117139,351829,604594,52907,62802.72,1.19,,90549.52,648555,,,0.4536,0.206,0.2476,Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
-307074.484708072,1451345.5736835,975,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2023,210,12,59,10,29,252703,104044,356747,555731,43472,204174,4.7,141868,163858,607410,0,0,0.7416,0.4847,0.2569,,1,1
-307074.484708072,1451345.5736835,976,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2022,189,12,67,10,28,240399,101584,341983,567995,49469,142023,2.87,112945,98376,612867,0,0,0.5871,0.3324,0.2547,,,1
-307074.484708072,1451345.5736835,977,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2021,190,12,66,10,18,234635,117387,352022,577805,48170,115089,2.39,113928,85888,627253,0,0,0.5008,0.2404,0.2604,,,1
-307074.484708072,1451345.5736835,978,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2020,205,12,67,10,18,224287,151340,375627,609943,49887,148159,2.97,128459,110518,663830,0,0,0.5515,0.2886,0.2629,,,1
-307074.484708072,1451345.5736835,979,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2019,185,12,69,11,17,225883,127796,353679,615505,51101,155279,3.04,129858,105078,662503,0,0,0.5585,0.3165,0.242,,,1
-307074.484708072,1451345.5736835,980,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2018,189,12,67,10,14,236001,128269,364270,576096,46530,119394,2.57,125705,98601,620803,0,0,0.5216,0.2815,0.2401,,,1
-307074.484708072,1451345.5736835,981,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2017,176,12,67,10,11,223425,127829,351254,587126,47734,113279,2.37,115874,86860,633369,0,0,0.4737,0.2583,0.2154,,,1
-307074.484708072,1451345.5736835,982,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2016,191,12,64,10,10,220991,125199,346190,553235,47752,133361,2.79,157174,114470,605543,0,0,0.4902,0.274,0.2162,,,1
-307074.484708072,1451345.5736835,983,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2015,188,12,61,10,12,213404,129313,342717,557389,45031,168746,3.75,137062,138763,612320,0,0,0.6162,0.3945,0.2217,,,1
-307074.484708072,1451345.5736835,984,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2014,178,12,62,12,11,202927,131207,334134,544275,44826,167641,3.74,127435,145373,595532,0,0,0.6438,0.4398,0.204,,,1
-307074.484708072,1451345.5736835,985,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2013,189,12,58,11,12,203249,133991,337240,548177,51295,194182,3.79,150314,138873,602529,0,0,0.63,0.4339,0.1961,,,1
-307074.484708072,1451345.5736835,986,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2012,194,12,60,10,12,197858,130421,328279,543609,47961,173237,3.61,195604,129151,581952,0,0,0.6488,0.4284,0.2204,,,1
-307074.484708072,1451345.5736835,987,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2011,168,,56,10,,198560,138175,336735,576946,50068,144045.43,2.88,146438,110029,605883,0,0,0.5464,0.3394,0.207,,,1
-307074.484708072,1451345.5736835,988,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2010,168,,57,11,,186270,139906,326176,594052,54003,163914.49,3.04,150672,120964,642359,0,0,0.5512,0.3348,0.2164,,,1
-307074.484708072,1451345.5736835,989,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2006,182,,76,14,,186924,120411,307335,488673,542039,109900.43,2.4159,,82517.47,542039,,,0.5613,0.3616,0.1997,Non-fuel expenses for all AVEC locations are reported with Wales as a total.,,1
-307074.484708072,1451345.5736835,990,Grayling PCE,Grayling,Alaska Village Electric Cooperative,2001,187,,62,11,,197224,118790,316014,478854,41536,55722.91,1.34,,73258.53,512873,,,0.4246,0.1856,0.239,Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
1050532.36181576,1080255.03184299,991,Gustavus PCE,Gustavus,Alaska Power Company,2023,658,12,496,5,120,1208474,40432,1248906,2533298,21827,114144,5.23,848655,178951,299441,2854474,0,0.4568,0.1646,0.2922,,1,1
1050532.36181576,1080255.03184299,992,Gustavus PCE,Gustavus,Alaska Power Company,2022,551,12,501,5,113,1077502,39411,1116913,2155766,16871,64305,3.81,566023,148447,228069,2471742,0,0.501,0.1877,0.3133,,,1
1050532.36181576,1080255.03184299,993,Gustavus PCE,Gustavus,Alaska Power Company,2021,537,12,484,5,117,1063008,34084,1097092,2079904,29975,100588,3.36,524534,74198,433527,2157158,0,0.4926,0.1111,0.3815,,,1
1050532.36181576,1080255.03184299,994,Gustavus PCE,Gustavus,Alaska Power Company,2020,554,12,479,5,111,990189,33571,1023760,1910560,18110,69433,3.83,584455,115592,244287,2148695,0,0.4426,0.1105,0.3321,,,1
1050532.36181576,1080255.03184299,995,Gustavus PCE,Gustavus,Alaska Power Company,2019,544,12,481,5,109,993812,34045,1027857,1944462,11405,43998,3.86,589542,91071,156321,2238947,0,0.3872,0.0471,0.3401,,,1
1050532.36181576,1080255.03184299,996,Gustavus PCE,Gustavus,Alaska Power Company,2018,558,12,472,5,109,1011029,35659,1046688,1998463,19127,65003,3.4,760190,138820,251372,2185112,0,0.4903,0.1608,0.3295,,,1
1050532.36181576,1080255.03184299,997,Gustavus PCE,Gustavus,Alaska Power Company,2017,533,12,468,5,106,986934,35031,1021965,1971469,11722,40662,3.47,486060,139660,146630,2215403,0,0.4722,0.1635,0.3087,,,1
1050532.36181576,1080255.03184299,998,Gustavus PCE,Gustavus,Alaska Power Company,2016,516,12,457,5,105,927139,31776,958915,1839950,2076,7266,3.5,385211,132043,24393,2202716,0,0.4285,0.1312,0.2973,,,1
1050532.36181576,1080255.03184299,999,Gustavus PCE,Gustavus,Alaska Power Company,2015,502,12,500,5,113,894713,32178,926891,1715178,2087,8558,4.1,300082,129354,30719,2051378,0,0.4137,0.129,0.2847,,,1
1050532.36181576,1080255.03184299,1000,Gustavus PCE,Gustavus,Gustavus Electric Company,2014,489,12,492,6,139,895573,37499,933072,1687160,5313,20865,3.93,496464,142663,74431,1871177,0,0.3713,0.1824,0.1889,,,1
1050532.36181576,1080255.03184299,1001,Gustavus PCE,Gustavus,Gustavus Electric Company,2013,460,12,479,6,151,880249,44063,924312,1855020,4617,19693,4.27,778997,174470,58769,2046588,0,0.4133,0.1322,0.2811,,,1
1050532.36181576,1080255.03184299,1002,Gustavus PCE,Gustavus,Gustavus Electric Company,2012,442,12,440,6,148,838545,51202,889747,1843150,8945,36737,4.11,590351,157344,123460,1965928,0,0.3945,0.1461,0.2484,,,1
1050532.36181576,1080255.03184299,1003,Gustavus PCE,Gustavus,Gustavus Electric Company,2011,451,,424,6,,787207,43737,830944,1754894,10431,33929.5,3.25,665184,151312,124797,1862241,0,0.4166,0.1579,0.2587,,,1
1050532.36181576,1080255.03184299,1004,Gustavus PCE,Gustavus,Gustavus Electric Company,2010,448,,402,6,,726737,32211,758948,1604074,9290,22436.58,2.42,583114,101365,175012,1676435,0,0.3915,0.1366,0.2549,,,1
1050532.36181576,1080255.03184299,1005,Gustavus PCE,Gustavus,Gustavus Electric Company,2006,473,,401,6,,762561,36471,799032,1419840,1652400,323853.55,2.5664,616417.04,241540.57,1652400,,,0.615,0.3457,0.2693,,,1
1050532.36181576,1080255.03184299,1006,Gustavus PCE,Gustavus,Gustavus Electric Company,2001,377,,326,6,,717895,33890,751785,1417209,129655,189462.15,1.46,400503.88,248114.56,1647600,,,0.5692,0.2847,0.2845,,,1
1041546.65601907,1173104.96179083,1007,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2023,2687,12,1186,35,373,4522588,1120189,5642777,13739002,29699,130254,4.39,150715,282539,409998,0,14987638,0.3009,0.0567,0.2442,Sells power to Chilkat Valley. Diesel Gen & Fuel Used = 11 mths,1,1
1041546.65601907,1173104.96179083,1008,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2022,2598,12,1163,39,387,3854564,1075686,4930250,14109449,121880,367254,3.01,1660475,152116,1700830,0,14416355,0.322,0.0585,0.2635,Sells power to Inside Passage Electric Cooperative (Chilkat Valley) for resale,,1
1041546.65601907,1173104.96179083,1009,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2021,2579,12,1117,39,386,3833397,1032634,4866031,13675673,128422,306535,2.39,1262994,11262,1797079,0,13529777,0.2903,0.0057,0.2846,Sells Power To Inside Passage Electric Cooperative (Chilkat Valley) For Resale,,1
1041546.65601907,1173104.96179083,1010,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2020,2533,12,1161,39,380,3729408,1049038,4778446,13382570,19825,58178,2.93,1473858,64771,265911,0,14802264,0.2641,0.0119,0.2522,Sells Power To Inside Passage Electric Cooperative (Chilkat Valley) For Resale,,1
1041546.65601907,1173104.96179083,1011,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2019,2528,12,1145,40,375,3635510,1003191,4638701,13051436,13458,35846,2.66,1470882,92548,162112,0,14697149,0.275,0.0182,0.2568,,,1
1041546.65601907,1173104.96179083,1012,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2018,2523,12,1131,40,366,3711831,957649,4669480,12420746,109691,277384,2.53,,145533,1479240,0,13445391,0.2817,0.0382,0.2435,,,1
1041546.65601907,1173104.96179083,1013,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2017,2564,12,1119,33,366,3704780,968620,4673400,12405588,14379,37835,2.63,1412309,106819,188217,0,14792854,0.2662,0.0278,0.2384,,,1
1041546.65601907,1173104.96179083,1014,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2016,2608,12,1134,32,369,3784255,1001867,4786122,12079064,10296,31835,3.09,1039701,147927,135963,0,14172801,0.2567,0.0269,0.2298,,,1
1041546.65601907,1173104.96179083,1015,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2015,2595,12,1101,33,371,3849653,1013698,4863351,12183638,8650,32570,3.77,971297,238478,115080,0,14291629,0.2648,0.0441,0.2207,,,1
1041546.65601907,1173104.96179083,1016,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2014,2702,12,1107,33,346,3831891,1049290,4881181,12360730,14356,56264,3.92,1136355,353989,192960,0,14391834,0.2365,0.071,0.1655,,,1
1041546.65601907,1173104.96179083,1017,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2013,2705,12,1075,32,344,3842619,990483,4833102,12483574,91697,365994,3.99,1026794,283436,1276020,0,13457478,0.2648,0.0814,0.1834,,,1
1041546.65601907,1173104.96179083,1018,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2012,2594,12,1067,30,350,3820332,991290,4811622,12460386,12824,50531,3.94,943995,363797,159460,0,14294249,0.2556,0.081,0.1746,,,1
1041546.65601907,1173104.96179083,1019,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2011,2375,,1059,27,,3759552,920560,4680112,12697401,30477,89413.6,2.93,895079,275173,413260,0,14526109,0.23,0.0693,0.1607,,,1
1041546.65601907,1173104.96179083,1020,"Haines; Covenant Life PCE",Haines,Alaska Power Company,2010,2665,,1051,26,,3699985,817284,4517269,12318847,10900,33809.89,3.1,791073,268952,143300,0,14635976,0.2189,0.0724,0.1465,,,1
1041546.65601907,1173104.96179083,1021,Haines PCE,Haines Borough,Alaska Power Company,2006,1562,,945,23,,3294975,335360,3630335,11846580,125470,19429.51,1.8749,648058.23,169234.99,125470,,22698972,0.1943,0.0582,0.1361,All kWhs purchased were hydro generated.,1,1
1041546.65601907,1173104.96179083,1022,Haines PCE,Haines Borough,Alaska Power Company,2001,1775,,865,22,,3285832,485447,3771279,11209096,23943,25341,1.06,432022.06,177462.37,348800,,12745060,0.1775,0.0346,0.1429,All kWh's purchased were Hydro generated,,1
1041546.65601907,1173104.96179083,1023,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2023,591,6,221,2,39,321755,4395,326150,541653,0,0,,0,144336,0,738480,136080,0.678,0.3908,0.2872,July-Dec repts. Combined w/Kluckwan-Jan. forward,1,1
1041546.65601907,1173104.96179083,1024,"Chilkat Valley; Klukwan PCE",Haines Borough,Inside Passage Electric Cooperative,2023,679,6,272,11,48,433447,64707,498154,810378,0,0,,384052,193122,0,327360,624240,0.6313,0.3256,0.3057,6 rpts. PHouse Cnsm = 5 See individual rpts July-Dec. Purch pwr - AK Power,1,1
1041546.65601907,1173104.96179083,1025,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2022,585,12,219,2,39,616643,19600,636243,1207941,0,0,,679620,234857,0,432600,1488480,0.6849,0.3979,0.287,,,1
1041546.65601907,1173104.96179083,1026,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2021,585,12,218,1,41,592612,22474,615086,1170440,0,,,398012,165859,0,628800,1272720,0.6137,0.3236,0.2901,Provides Power To Klukwan Facility For Sales To Its Customers,,1
1041546.65601907,1173104.96179083,1027,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2020,756,12,211,1,41,569144,1495,570639,1099212,0,,,585282,204882,0,764880,1062540,0.6006,0.3264,0.2742,Provides Power To Klukwan Facility For Sales To Its Customers,,1
1041546.65601907,1173104.96179083,1028,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2019,627,12,214,1,40,543983,1372,545355,1102959,0,,,610174,189202,0,967468,864900,0.5979,0.3384,0.2595,,,1
1041546.65601907,1173104.96179083,1029,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2018,666,12,210,1,40,564530,1436,565966,1070801,0,,,545231,172074,0,1051920,774900,0.5597,0.3071,0.2526,,,1
1041546.65601907,1173104.96179083,1030,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2017,582,12,214,1,38,561013,1399,562412,1108722,0,,,548657,159481,0,912240,916740,0.5322,0.2896,0.2426,,,1
1041546.65601907,1173104.96179083,1031,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2016,564,12,216,1,39,536941,1198,538139,1129877,0,,,501266,145774,0,1204200,598140,0.4695,0.2371,0.2324,"Provides power to Klukwan; purchases power from APC",,1
1041546.65601907,1173104.96179083,1032,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2015,744,12,204,1,42,522260,1082,523342,1082198,0,,,491302,201778,0,1060000,620460,0.5916,0.3686,0.223,"Provides power to Klukwan; purchases power from AP&T",,1
1041546.65601907,1173104.96179083,1033,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2014,618,12,207,1,40,517848,949,518797,1065433,0,,,481576,208570,0,1059660,631260,0.6179,0.3989,0.219,"Provides power to Klukwan; purchases power from AP&T",,1
1041546.65601907,1173104.96179083,1034,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2013,609,12,206,1,41,544126,789,544915,1100020,0,,,483869,233374,0,957102,778500,0.6824,0.4561,0.2263,"Provides power to Klukwan; purchases power from AP&T",,1
1041546.65601907,1173104.96179083,1035,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2012,606,12,203,1,39,554558,915,555473,1111104,0,,,463500,234912,0,590940,1201816,0.6332,0.4205,0.2127,"Purchased 10 Mile Hydro plant in Oct 2011; Capacity is 600 kW.",,1
1041546.65601907,1173104.96179083,1036,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2011,600,,200,1,,571769,1030,572799,1207436,0,0,0,456279,207094,0,0,1886040,0.6026,0.381,0.2216,,,1
1041546.65601907,1173104.96179083,1037,Chilkat Valley PCE,Haines Borough,Inside Passage Electric Cooperative,2010,588,,204,1,,581995,987,582982,1163542,0,0,0,414173,172742,0,0,1837860,0.5608,0.363,0.1978,,,1
1012028.66690744,1184048.99283362,1038,Chilkat Valley PCE,Klukwan,Inside Passage Electric Cooperative,2006,169,,192,1,,527106,937,528043,1092399,65067,15724.4,2.3438,,122745.55,65067,,1687800,0.4177,0.2918,0.1259,All kWhs purchased were hydro generated. Non-fuel expenses for all IPEC locations are reported with Klukwan as a total.,1,1
1012028.66690744,1184048.99283362,1039,Chilkat Valley PCE,Klukwan,Tlingit Haida Regional Electric Authority,2001,338,,168,1,,448944,604,449548,962984,33385,47341.17,1.42,,98592.76,353253,,797400,0.3458,0.159,0.1868,Operating expenses for Tlingit Haida Regional Electric Authority communities are reported as a total for the utility in the community of Klukwan.,,1
451255.903980532,1591003.87519876,1040,Healy Lake PCE,Healy Lake,Alaska Power Company,2023,24,12,9,3,2,18487,20160,38647,91495,11046,45013,4.08,66433,26593,100027,0,0,1.0019,0.6876,0.3143,,1,1
451255.903980532,1591003.87519876,1041,Healy Lake PCE,Healy Lake,Alaska Power Company,2022,20,12,10,3,2,23285,16800,40085,96709,11571,35927,3.1,93207,17433,103619,0,0,0.8924,0.5654,0.327,,,1
451255.903980532,1591003.87519876,1042,Healy Lake PCE,Healy Lake,Alaska Power Company,2021,27,12,9,3,4,23185,22680,45865,84861,10135,30677,3.03,57381,19595,92831,0,0,0.7467,0.3844,0.3623,,,1
451255.903980532,1591003.87519876,1043,Healy Lake PCE,Healy Lake,Alaska Power Company,2020,23,12,7,3,2,17487,19320,36807,68493,8910,32547,3.65,29768,19375,79825,0,0,0.9185,0.6014,0.3171,,,1
451255.903980532,1591003.87519876,1044,Healy Lake PCE,Healy Lake,Alaska Power Company,2019,26,12,6,3,2,12519,17283,29802,48780,7073,24445,3.46,47873,18292,57743,0,0,0.8205,0.4956,0.3249,,,1
451255.903980532,1591003.87519876,1045,Healy Lake PCE,Healy Lake,Alaska Power Company,2018,22,13,7,3,1,10474,7815,18289,31664,6122,20410,3.33,65642,6231,41371,0,0,1.0006,0.6803,0.3203,,,1
451255.903980532,1591003.87519876,1046,Healy Lake PCE,Healy Lake,Alaska Power Company,2017,6,6,5,3,1,9179,1658,10837,24787,4083,18195,4.46,34869,6654,29329,0,0,0.7499,0.3371,0.4128,,,1
451255.903980532,1591003.87519876,1047,Healy Lake PCE,Healy Lake,Alaska Power Company,2015,13,9,1,0,1,3268,0,3268,10002,5701,25464,4.47,26200,2644,19414,0,0,1.8841,0.8092,1.0749,Utility only participated from Jul- Mar so only 9 mo filed,,1
451255.903980532,1591003.87519876,1048,Healy Lake PCE,Healy Lake,Alaska Power Company,2014,13,12,2,0,1,8530,0,8530,18392,7356,32881,4.47,28221,6964,30314,0,0,1.1234,0.8164,0.307,,,1
