X,Y,OBJECTID,CommunityName,IncorporationType,Population,Source,DataYear,CommunityAreaTypeName
1259915.49236031,957699.032818877,875,Kupreanof,2nd Class City,25,DCCED Certified,2014,Community
-402443.958757316,1225580.47820934,876,Kwethluk,2nd Class City,800,DCCED Certified,2014,Community
-509342.605634276,1133719.75625607,877,Kwigillingok,Unincorporated Census Designated Place,349,Department of Labor and Workforce Development Estimate,2014,Community
-168063.720661091,899298.415621767,878,Lake and Peninsula Borough,Non-Unified Home Rule Borough,1672,DCCED Certified,2014,Community
382512.054123113,1390870.55828347,879,Lake Louise,Census Designated Place,53,Department of Labor and Workforce Development Estimate,2014,Community
82660.7654770898,1547419.64733426,880,Lake Minchumina,Unincorporated Census Designated Place,13,Department of Labor and Workforce Development Estimate,2014,Place of Interest
248655.224545628,1299057.45030329,881,Lakes,Census Designated Place,8788,Department of Labor and Workforce Development Estimate,2014,Place of Interest
1108.94767894523,837018.962758935,882,Larsen Bay,2nd Class City,71,DCCED Certified,2014,Community
261561.127181819,1304170.02414885,883,Lazy Mountain,Census Designated Place,1526,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-163066.161959473,1016558.07315774,884,Levelock,Census Designated Place,79,Department of Labor and Workforce Development Estimate,2014,Community
-76596.8081681895,1264712.66721315,885,Lime Village,Unincorporated Census Designated Place,25,Department of Labor and Workforce Development Estimate,2014,Community
252111.361441837,1739671.1759748,886,Livengood,Unincorporated Census Designated Place,14,Department of Labor and Workforce Development Estimate,2014,Place of Interest
1382001.58046643,856155.35677498,887,Loring,Census Designated Place,3,Department of Labor and Workforce Development Estimate,2014,Place of Interest
252670.026544836,1129075.20114322,888,Lowell Point,Census Designated Place,75,Department of Labor and Workforce Development Estimate,2014,Community
-337065.636257072,1297603.6353303,889,Lower Kalskag,2nd Class City,281,DCCED Certified,2014,Community
1033754.65854322,1180028.39876018,890,Lutak,Census Designated Place,67,Department of Labor and Workforce Development Estimate,2014,Place of Interest
158598.943293933,1674612.30815467,891,Manley Hot Springs,Unincorporated Census Designated Place,127,Department of Labor and Workforce Development Estimate,2014,Community
-289404.995552482,1009209.35286284,892,Manokotak,2nd Class City,500,DCCED Certified,2014,Community
-422940.310617769,1348502.68131537,893,Marshall,2nd Class City,444,DCCED Certified,2014,Community
258509.627423267,1300733.9298901,894,Matanuska-Susitna Borough,2nd Class Borough,98063,DCCED Certified,2014,Community
586267.515886663,1321554.3531905,895,McCarthy,Unincorporated Census Designated Place,36,Department of Labor and Workforce Development Estimate,2014,Community
-80397.3307664457,1443158.2115088,896,McGrath,2nd Class City,315,DCCED Certified,2014,Community
250382.860466904,1539173.91577385,897,Denali Park,Census Designated Place,179,Department of Labor and Workforce Development Estimate,2014,Community
232199.326424662,1301642.97804888,898,Meadow Lakes,Census Designated Place,8259,Department of Labor and Workforce Development Estimate,2014,Community
-666098.967390566,1216835.77501392,899,Mekoryuk,2nd Class City,210,DCCED Certified,2014,Community
388219.4094364,1363330.35291249,900,Mendeltna,Unincorporated Census Designated Place,39,Department of Labor and Workforce Development Estimate,2014,Community
514788.504749838,1479498.72464914,901,Mentasta Lake,Unincorporated Census Designated Place,127,Department of Labor and Workforce Development Estimate,2014,Community
-567220.171676952,1248842.14219408,902,Mertarvik,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2014,Place of Interest
218081.827119088,1695656.67465434,903,Minto,Unincorporated Census Designated Place,214,Department of Labor and Workforce Development Estimate,2014,Community
253474.099665576,1175537.10518763,904,Moose Pass,Census Designated Place,249,Department of Labor and Workforce Development Estimate,2014,Community
1003258.19631202,1186954.58182795,905,Mosquito Lake,Census Designated Place,266,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-504641.714678906,1383006.58358768,906,Mountain Village,2nd Class City,857,DCCED Certified,2014,Community
1403403.93163677,807389.271110538,907,Metlakatla,Indian reservation organized under federal law,1471,Department of Labor and Workforce Development Estimate,2014,Community
1047828.83314496,1166265.20728616,908,Mud Bay,Census Designated Place,198,Department of Labor and Workforce Development Estimate,2014,Place of Interest
219653.533150323,1255116.11945574,909,Municipality of Anchorage,Unified Home Rule Borough,300549,DCCED Certified,2014,Community
1042113.96096509,1199031.05835886,910,Municipality of Skagway,1st Class Borough,1031,DCCED Certified,2014,Community
564351.8566282,1424359.0004402,911,Nabesna,Unincorporated Census Designated Place,7,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-174280.650938381,974060.04566549,912,Naknek,Census Designated Place,521,Department of Labor and Workforce Development Estimate,2014,Community
117871.786670187,1041948.3974587,913,Nanwalek,Census Designated Place,285,Department of Labor and Workforce Development Estimate,2014,Community
-432828.293904382,1215958.57830796,914,Napakiak,2nd Class City,387,DCCED Certified,2014,Community
-420789.472216209,1216092.39865664,915,Napaskiak,2nd Class City,451,DCCED Certified,2014,Community
1279439.5338274,852898.737264006,916,Naukati Bay,Unincorporated Census Designated Place,123,Department of Labor and Workforce Development Estimate,2014,Community
376473.478917899,1355325.77847079,917,Nelchina,Unincorporated Census Designated Place,71,Department of Labor and Workforce Development Estimate,2014,Community
-447901.542750638,689960.63172887,918,Nelson Lagoon,Census Designated Place,45,Department of Labor and Workforce Development Estimate,2014,Community
234988.043371995,1630972.325968,919,Nenana,Home Rule City,396,DCCED Certified,2014,Community
-187052.448134996,1055625.21469234,920,New Stuyahok,2nd Class City,499,DCCED Certified,2014,Community
-50160.1750683196,1081425.31841533,921,Newhalen,2nd Class City,207,DCCED Certified,2014,Community
-571662.17131996,1262920.14789905,922,Newtok,Unincorporated Census Designated Place,400,Department of Labor and Workforce Development Estimate,2014,Community
-585243.431821837,1213354.21877197,923,Nightmute,2nd Class City,274,DCCED Certified,2014,Community
146877.231050315,1197440.03788172,924,Nikiski,Census Designated Place,4593,Department of Labor and Workforce Development Estimate,2014,Community
133414.762052837,1093589.26829292,925,Nikolaevsk,Census Designated Place,279,Department of Labor and Workforce Development Estimate,2014,Community
-18953.78281647,1449357.30499281,926,Nikolai,2nd Class City,83,DCCED Certified,2014,Community
-993848.111335208,436840.972370498,927,Nikolski,Unincorporated Census Designated Place,18,Department of Labor and Workforce Development Estimate,2014,Community
129044.446321741,1119364.99602203,928,Ninilchik,Census Designated Place,855,Department of Labor and Workforce Development Estimate,2014,Community
-384158.97598142,1983045.89714552,929,Noatak,Census Designated Place,562,Department of Labor and Workforce Development Estimate,2014,Community
-545131.292891217,1662011.84942765,930,Nome,1st Class City,3721,DCCED Certified,2014,Community
-47716.8110046451,1109006.5306363,931,Nondalton,2nd Class City,164,DCCED Certified,2014,Community
-310205.1561704,1891560.22052034,932,Noorvik,2nd Class City,639,DCCED Certified,2014,Community
-102113.987735628,2368208.04202493,933,North Slope Borough,Non-Unified Home Rule Borough,10249,DCCED Certified,2014,Community
607201.733363458,1498808.18226227,934,Northway,Unincorporated Census Designated Place,80,Department of Labor and Workforce Development Estimate,2014,Community
612875.005134583,1505401.82630515,935,Northway Junction,Unincorporated Census Designated Place,64,Department of Labor and Workforce Development Estimate,2014,Place of Interest
605917.738356754,1500893.82224667,936,Northway Village,Unincorporated Census Designated Place,90,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-377345.822372229,1906418.58116836,937,Northwest Arctic Borough,Non-Unified Home Rule Borough,7774,DCCED Certified,2014,Community
115433.095413551,2251263.47545772,938,Nuiqsut,2nd Class City,449,DCCED Certified,2014,Community
-195454.415055778,1646254.15162884,939,Nulato,2nd Class City,246,DCCED Certified,2014,Community
-554525.089338192,1440760.04264743,940,Nunam Iqua,2nd Class City,210,DCCED Certified,2014,Community
-456126.242470982,1241722.19411346,941,Nunapitchuk,2nd Class City,563,DCCED Certified,2014,Community
43178.2686273217,801116.138837186,942,Old Harbor,2nd Class City,213,DCCED Certified,2014,Community
-421582.787178627,1217808.78826865,943,Oscarville,Unincorporated Census Designated Place,61,Department of Labor and Workforce Development Estimate,2014,Community
88384.1436342165,881147.263944216,944,Ouzinkie,2nd Class City,171,DCCED Certified,2014,Community
258014.375685583,1300696.8026047,945,Palmer,Home Rule City,6053,DCCED Certified,2014,Community
428135.948523304,1478844.79203721,946,Paxson,Unincorporated Census Designated Place,33,Department of Labor and Workforce Development Estimate,2014,Community
-5570.33705066545,1088614.44941918,947,Pedro Bay,Census Designated Place,42,Department of Labor and Workforce Development Estimate,2014,Community
1036361.46970473,1023818.04317454,948,Pelican,1st Class City,93,DCCED Certified,2014,Community
-320961.247478179,668095.752654292,949,Perryville,Census Designated Place,120,Department of Labor and Workforce Development Estimate,2014,Community
1261269.79662122,957469.307075079,950,Petersburg Borough,Non-Unified Home Rule Borough,3209,DCCED Certified,2014,Community
166016.327915764,1395528.43431821,951,Petersville,Census Designated Place,3,Department of Labor and Workforce Development Estimate,2014,Community
-213422.135377389,845809.209454219,952,Pilot Point,2nd Class City,78,DCCED Certified,2014,Community
-463441.464290839,1359992.80737394,953,Pilot Station,2nd Class City,634,DCCED Certified,2014,Community
-482903.267985045,1373351.35759007,954,Pitkas Point,Unincorporated Census Designated Place,96,Department of Labor and Workforce Development Estimate,2014,Community
-446429.983732929,1027721.74376969,955,Platinum,2nd Class City,60,DCCED Certified,2014,Community
1238267.38965635,896185.606986261,956,Point Baker,Unincorporated Census Designated Place,15,Department of Labor and Workforce Development Estimate,2014,Community
-526203.79103316,2093518.89801835,957,Point Hope,2nd Class City,697,DCCED Certified,2014,Community
-352628.310789471,2220589.21235648,958,Point Lay,Census Designated Place,215,Department of Labor and Workforce Development Estimate,2014,Community
212521.964589845,1270246.05769499,959,Point MacKenzie,Census Designated Place,1517,Department of Labor and Workforce Development Estimate,2014,Community
194914.793581174,1233370.28345529,960,Point Possession,Census Designated Place,3,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-28071.9975736216,1062600.04383132,961,Pope-Vannoy Landing,Census Designated Place,4,Department of Labor and Workforce Development Estimate,2014,Place of Interest
1181033.65095018,866617.332387511,962,Port Alexander,2nd Class City,45,DCCED Certified,2014,Community
-18129.549416992,1134258.64685492,963,Port Alsworth,Census Designated Place,168,Department of Labor and Workforce Development Estimate,2014,Community
-596795.257346521,1758159.20354868,964,Port Clarence,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2014,Place of Interest
122878.36850152,1041787.24714114,965,Port Graham,Census Designated Place,151,Department of Labor and Workforce Development Estimate,2014,Community
-280400.010158442,779012.789207092,966,Port Heiden,2nd Class City,114,DCCED Certified,2014,Community
66074.8030919999,874380.191229062,967,Port Lions,2nd Class City,176,DCCED Certified,2014,Community
1240068.83935796,893362.306896129,968,Port Protection,Unincorporated Census Designated Place,57,Department of Labor and Workforce Development Estimate,2014,Community
-213526.505118015,995860.150287589,969,Portage Creek,Unincorporated Census Designated Place,2,Department of Labor and Workforce Development Estimate,2014,Place of Interest
255338.494918962,1161226.34024798,970,Primrose,Census Designated Place,74,Department of Labor and Workforce Development Estimate,2014,Community
217275.863892025,2262085.49752706,971,Prudhoe Bay,Census Designated Place,2174,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-441453.044196578,1110782.94761139,972,Quinhagak,2nd Class City,724,DCCED Certified,2014,Community
177264.593817685,1732264.30105381,973,Rampart,Unincorporated Census Designated Place,32,Department of Labor and Workforce Development Estimate,2014,Community
-175288.312258999,1316026.27963292,974,Red Devil,Unincorporated Census Designated Place,18,Department of Labor and Workforce Development Estimate,2014,Community
-371094.24472425,2037130.98635703,975,Red Dog Mine,Census Designated Place,309,Department of Labor and Workforce Development Estimate,2014,Place of Interest
159597.749320738,1175220.82743065,976,Ridgeway,Census Designated Place,2108,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-70888.0208406742,1642768.99740994,977,Ruby,2nd Class City,186,DCCED Certified,2014,Community
-384326.501339864,1333013.77056371,978,Russian Mission,2nd Class City,325,DCCED Certified,2014,Community
-944351.012307502,843619.589031185,979,Saint George,2nd Class City,92,DCCED Certified,2014,Community
-476821.428120612,1374720.21598731,980,Saint Mary's,1st Class City,550,DCCED Certified,2014,Community
-398871.836539254,1525392.69678106,981,Saint Michael,2nd Class City,418,DCCED Certified,2014,Community
-974186.387616933,910524.356455918,982,Saint Paul,2nd Class City,436,DCCED Certified,2014,Community
145419.401007554,1184299.98662629,983,Salamatof,Census Designated Place,1168,Department of Labor and Workforce Development Estimate,2014,Community
-411468.071384623,612220.112308554,984,Sand Point,1st Class City,946,DCCED Certified,2014,Community
-805516.283468307,1625678.8536362,985,Savoonga,2nd Class City,718,DCCED Certified,2014,Community
1394833.01618437,827141.248298324,986,Saxman,2nd Class City,419,DCCED Certified,2014,Community
-604791.300692952,1371265.34480727,987,Scammon Bay,2nd Class City,528,DCCED Certified,2014,Community
-267002.37065953,1861743.46862271,988,Selawik,2nd Class City,876,DCCED Certified,2014,Community
128946.340515093,1051951.29545042,989,Seldovia,1st Class City,233,DCCED Certified,2014,Community
132689.640155183,1055857.66562634,990,Seldovia Village,Census Designated Place,150,Department of Labor and Workforce Development Estimate,2014,Community
252539.389950794,1132499.65047691,991,Seward,Home Rule City,2768,DCCED Certified,2014,Community
-282384.963166525,1421013.67619956,992,Shageluk,2nd Class City,79,DCCED Certified,2014,Community
-346518.522618255,1617843.84290081,993,Shaktoolik,2nd Class City,282,DCCED Certified,2014,Community
-541049.82099132,1860130.47257105,994,Shishmaref,2nd Class City,607,DCCED Certified,2014,Community
-138066.033296481,1884423.63733658,995,Shungnak,2nd Class City,308,DCCED Certified,2014,Community
451199.481986302,1366697.99081684,996,Silver Springs,Unincorporated Census Designated Place,114,Department of Labor and Workforce Development Estimate,2014,Community
146258.105185037,1335446.77897783,997,Skwentna,Census Designated Place,33,Department of Labor and Workforce Development Estimate,2014,Place of Interest
509905.928918785,1453550.89653864,998,Slana,Unincorporated Census Designated Place,139,Department of Labor and Workforce Development Estimate,2014,Community
-167086.034700021,1306714.056421,999,Sleetmute,Unincorporated Census Designated Place,103,Department of Labor and Workforce Development Estimate,2014,Community
160631.341937899,1170692.23507825,1000,Soldotna,Home Rule City,4311,DCCED Certified,2014,Community
-173607.166245054,972356.878521707,1001,South Naknek,Census Designated Place,75,Department of Labor and Workforce Development Estimate,2014,Community
-410657.157081019,1531965.93288483,1002,Stebbins,2nd Class City,608,DCCED Certified,2014,Community
175085.670330308,1176576.11234441,1003,Sterling,Census Designated Place,5795,Department of Labor and Workforce Development Estimate,2014,Community
223408.043452646,1791220.22569493,1004,Stevens Village,Unincorporated Census Designated Place,65,Department of Labor and Workforce Development Estimate,2014,Community
-136054.6819512,1314824.03626823,1005,Stony River,Unincorporated Census Designated Place,40,Department of Labor and Workforce Development Estimate,2014,Community
247252.63236517,1219683.9059117,1006,Sunrise,Census Designated Place,10,Department of Labor and Workforce Development Estimate,2014,Place of Interest
178549.180934017,1284400.72718186,1007,Susitna,Census Designated Place,13,Department of Labor and Workforce Development Estimate,2014,Community
205612.056276728,1356772.7150459,1008,Susitna North,Census Designated Place,1380,Department of Labor and Workforce Development Estimate,2014,Place of Interest
269748.241453032,1313906.4751877,1009,Sutton-Alpine,Census Designated Place,1428,Department of Labor and Workforce Development Estimate,2014,Community
-104231.378830169,1448041.67138072,1010,Takotna,Unincorporated Census Designated Place,56,Department of Labor and Workforce Development Estimate,2014,Community
200805.325875181,1377989.19354065,1011,Talkeetna,Census Designated Place,861,Department of Labor and Workforce Development Estimate,2014,Community
528913.242653236,1532292.10191689,1012,Tanacross,Unincorporated Census Designated Place,137,Department of Labor and Workforce Development Estimate,2014,Community
243840.798915417,1300864.27998361,1013,Tanaina,Census Designated Place,8875,Department of Labor and Workforce Development Estimate,2014,Community
90120.4148750471,1691441.85128758,1014,Tanana,1st Class City,229,DCCED Certified,2014,Community
395312.475013265,1231228.68050019,1015,Tatitlek,Unincorporated Census Designated Place,87,Department of Labor and Workforce Development Estimate,2014,Community
446539.23185435,1370184.56519406,1016,Tazlina,Unincorporated Census Designated Place,295,Department of Labor and Workforce Development Estimate,2014,Community
-574544.346944187,1754008.56663688,1017,Teller,2nd Class City,256,DCCED Certified,2014,Community
1098842.30817246,1020605.91972509,1018,Tenakee Springs,2nd Class City,128,DCCED Certified,2014,Community
574649.399645128,1512987.82606618,1019,Tetlin,Unincorporated Census Designated Place,112,Department of Labor and Workforce Development Estimate,2014,Community
1326318.07666163,846815.192903919,1020,Thorne Bay,2nd Class City,530,DCCED Certified,2014,Community
-364121.721021177,1024741.90872815,1021,Togiak,2nd Class City,876,DCCED Certified,2014,Community
547790.856091772,1530825.16369162,1022,Tok,Unincorporated Census Designated Place,1267,Department of Labor and Workforce Development Estimate,2014,Community
-604708.940679213,1222203.06208921,1023,Toksook Bay,2nd Class City,623,DCCED Certified,2014,Community
409617.642624607,1371188.95131293,1024,Tolsona,Unincorporated Census Designated Place,33,Department of Labor and Workforce Development Estimate,2014,Community
464271.195017703,1328969.85066943,1025,Tonsina,Unincorporated Census Designated Place,86,Department of Labor and Workforce Development Estimate,2014,Place of Interest
194567.15888356,1376852.45079043,1026,Trapper Creek,Census Designated Place,475,Department of Labor and Workforce Development Estimate,2014,Community
-373149.436221529,1254734.12369385,1027,Tuluksak,Unincorporated Census Designated Place,380,Department of Labor and Workforce Development Estimate,2014,Community
-475946.828570827,1181762.56330012,1028,Tuntutuliak,Unincorporated Census Designated Place,417,Department of Labor and Workforce Development Estimate,2014,Community
-611414.696738958,1229766.58859209,1029,Tununak,Unincorporated Census Designated Place,352,Department of Labor and Workforce Development Estimate,2014,Community
-358379.619633952,1025834.46710817,1030,Twin Hills,Unincorporated Census Designated Place,82,Department of Labor and Workforce Development Estimate,2014,Community
153610.679907259,1235054.74586276,1031,Tyonek,Census Designated Place,179,Department of Labor and Workforce Development Estimate,2014,Community
-203122.023166344,839451.616636022,1032,Ugashik,Census Designated Place,13,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-332653.86238065,1562728.38340021,1033,Unalakleet,2nd Class City,744,DCCED Certified,2014,Community
-821103.117607516,506511.585367918,1034,Unalaska,1st Class City,4689,DCCED Certified,2014,Community
-334223.240936744,1300232.63111299,1035,Upper Kalskag,2nd Class City,231,DCCED Certified,2014,Community
-101342.589397113,2367854.81608432,1036,Utqiagvik,1st Class City,4825,DCCED Certified,2014,Community
409517.618309251,1262298.80655847,1037,Valdez,Home Rule City,4032,DCCED Certified,2014,Community
331180.006059222,1914361.67558878,1038,Venetie,Unincorporated Census Designated Place,197,Department of Labor and Workforce Development Estimate,2014,Community
-227608.903441933,2305095.99376599,1039,Wainwright,2nd Class City,550,DCCED Certified,2014,Community
-645493.924265168,1807658.58515957,1040,Wales,2nd Class City,146,DCCED Certified,2014,Community
240925.578263569,1297506.32142337,1041,Wasilla,1st Class City,8275,DCCED Certified,2014,Community
1275679.96111855,880764.533883195,1042,Whale Pass,Census Designated Place,39,Department of Labor and Workforce Development Estimate,2014,Community
-447480.499676292,1667267.57588047,1043,White Mountain,2nd Class City,203,DCCED Certified,2014,Community
392913.405986853,1600383.39171041,1044,Whitestone,Unincorporated Census Designated Place,100,Department of Labor and Workforce Development Estimate,2014,Community
1077159.1230103,1050160.43867859,1045,Whitestone Logging Camp,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2014,Place of Interest
288183.511480306,1210202.13575226,1046,Whittier,2nd Class City,234,DCCED Certified,2014,Community
208089.05632427,1313544.57809536,1047,Willow,Census Designated Place,2118,Department of Labor and Workforce Development Estimate,2014,Community
461934.537657093,1344305.54624745,1048,Willow Creek,Unincorporated Census Designated Place,182,Department of Labor and Workforce Development Estimate,2014,Place of Interest
167825.450388539,1943993.01559828,1049,Wiseman,Unincorporated Census Designated Place,15,Department of Labor and Workforce Development Estimate,2014,Place of Interest
84278.8266749924,856732.114235153,1050,Womens Bay,Census Designated Place,784,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-1537201.88387456,470990.318946767,1051,Adak,2nd Class City,283,DCCED Certified,2013,Community
-10520.5699198308,771139.336261794,1052,Akhiok,2nd Class City,85,DCCED Certified,2013,Community
-401781.971546647,1237051.74614264,1053,Akiachak,Unincorporated Census Designated Place,663,Department of Labor and Workforce Development Estimate,2013,Community
-390088.939894051,1235043.39515902,1054,Akiak,2nd Class City,355,DCCED Certified,2013,Community
-766481.088033544,525927.941681311,1055,Akutan,2nd Class City,1154,DCCED Certified,2013,Community
-542393.858993326,1456437.81284289,1056,Alakanuk,2nd Class City,704,DCCED Certified,2013,Community
57878.2758713154,1844678.35876887,1057,Alatna,Unincorporated Census Designated Place,27,Department of Labor and Workforce Development Estimate,2013,Community
660486.095615432,1470329.47573192,1058,Alcan Border,Unincorporated Census Designated Place,15,Department of Labor and Workforce Development Estimate,2013,Place of Interest
-262309.821977796,1040822.31335393,1059,Aleknagik,2nd Class City,211,DCCED Certified,2013,Community
65958.2658785713,889737.767643071,1060,Aleneva,Census Designated Place,37,Department of Labor and Workforce Development Estimate,2013,Place of Interest
-410420.502445733,612521.25493188,1061,Aleutians East Borough,2nd Class Borough,3281,DCCED Certified,2013,Community
60175.5883428383,1845337.79990434,1062,Allakaket,2nd Class City,108,DCCED Certified,2013,Community
-168359.015507785,1908076.91542096,1063,Ambler,2nd Class City,264,DCCED Certified,2013,Community
94892.9302364204,2021732.26164827,1064,Anaktuvuk Pass,2nd Class City,358,DCCED Certified,2013,Community
121199.389118617,1089266.55987276,1065,Anchor Point,Census Designated Place,2007,Department of Labor and Workforce Development Estimate,2013,Community
231978.883433856,1606209.63576818,1066,Anderson,2nd Class City,235,DCCED Certified,2013,Community
1144735.21044678,1001399.40699281,1067,Angoon,2nd Class City,438,DCCED Certified,2013,Community
-292240.212580172,1301035.4502126,1068,Aniak,2nd Class City,546,DCCED Certified,2013,Community
-316465.219624345,1423712.50023967,1069,Anvik,2nd Class City,80,DCCED Certified,2013,Community
354054.042572951,2041227.39298027,1070,Arctic Village,Unincorporated Census Designated Place,178,Department of Labor and Workforce Development Estimate,2013,Community
-1366063.79757625,452267.170700528,1071,Atka,2nd Class City,67,DCCED Certified,2013,Community
-446971.034695754,1236062.1002801,1072,Atmautluak,Unincorporated Census Designated Place,302,Department of Labor and Workforce Development Estimate,2013,Community
-130179.525861584,2281005.03230254,1073,Atqasuk,2nd Class City,248,DCCED Certified,2013,Community
254074.437006868,1139939.1831959,1074,Bear Creek,Census Designated Place,1997,Department of Labor and Workforce Development Estimate,2013,Community
295944.830471104,1837251.65818556,1075,Beaver,Unincorporated Census Designated Place,87,Department of Labor and Workforce Development Estimate,2013,Community
158485.82290769,1246918.33284539,1076,Beluga,Census Designated Place,16,Department of Labor and Workforce Development Estimate,2013,Place of Interest
-420709.46987438,1225426.25546842,1077,Bethel,2nd Class City,6278,DCCED Certified,2013,Community
109495.160712797,1886970.79354587,1078,Bettles,2nd Class City,14,DCCED Certified,2013,Community
395907.79207344,1600283.15470697,1079,Big Delta,Unincorporated Census Designated Place,587,Department of Labor and Workforce Development Estimate,2013,Community
221333.887788479,1292873.56560959,1080,Big Lake,Census Designated Place,3502,Department of Labor and Workforce Development Estimate,2013,Community
1296748.56302501,826496.781561914,1081,Big Salt,Unincorporated,0,Department of Labor and Workforce Development Estimate,2013,Community
367732.924374864,1834380.69863958,1082,Birch Creek,Unincorporated Census Designated Place,31,Department of Labor and Workforce Development Estimate,2013,Community
-578885.345951845,1762943.31139869,1083,Brevig Mission,2nd Class City,445,DCCED Certified,2013,Community
-174132.730783473,973954.708374513,1084,Bristol Bay Borough,2nd Class Borough,933,DCCED Certified,2013,Community
-324001.743176981,1797365.25911133,1085,Buckland,2nd Class City,487,DCCED Certified,2013,Community
262871.326125714,1311333.08417726,1086,Buffalo Soapstone,Census Designated Place,872,Department of Labor and Workforce Development Estimate,2013,Place of Interest
262841.989433413,1294542.10965787,1087,Butte,Census Designated Place,3414,Department of Labor and Workforce Development Estimate,2013,Community
254354.328064305,1501399.51140176,1088,Cantwell,Census Designated Place,207,Department of Labor and Workforce Development Estimate,2013,Community
422841.771775656,1763917.60948005,1089,Central,Unincorporated Census Designated Place,92,Department of Labor and Workforce Development Estimate,2013,Community
454359.728294303,1889974.92602281,1090,Chalkyitsik,Unincorporated Census Designated Place,68,Department of Labor and Workforce Development Estimate,2013,Community
203097.40402155,1392307.62022123,1091,Chase,Census Designated Place,35,Department of Labor and Workforce Development Estimate,2013,Community
-566472.040459798,1173895.45756847,1092,Chefornak,2nd Class City,436,DCCED Certified,2013,Community
331738.160820134,1134592.24073559,1093,Chenega,Unincorporated Census Designated Place,68,Department of Labor and Workforce Development Estimate,2013,Community
-611355.594582764,1336743.04208092,1094,Chevak,2nd Class City,984,DCCED Certified,2013,Community
289882.564494981,1325244.7520765,1095,Chickaloon,Census Designated Place,243,Department of Labor and Workforce Development Estimate,2013,Community
584805.759588564,1620860.64070141,1096,Chicken,Unincorporated Census Designated Place,7,Department of Labor and Workforce Development Estimate,2013,Place of Interest
-272641.915673634,708171.073460952,1097,Chignik,2nd Class City,92,DCCED Certified,2013,Community
-280194.960905991,709704.934092457,1098,Chignik Lagoon,Census Designated Place,82,Department of Labor and Workforce Development Estimate,2013,Community
-294537.833390566,704373.112042544,1099,Chignik Lake,Census Designated Place,70,Department of Labor and Workforce Development Estimate,2013,Community
105904.171318265,847470.945897264,1100,Chiniak,Census Designated Place,44,Department of Labor and Workforce Development Estimate,2013,Place of Interest
620241.421585954,1398669.37789593,1101,Chisana,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2013,Place of Interest
477049.511091391,1432884.65986376,1102,Chistochina,Unincorporated Census Designated Place,95,Department of Labor and Workforce Development Estimate,2013,Community
505209.434057254,1318323.36338686,1103,Chitina,Unincorporated Census Designated Place,139,Department of Labor and Workforce Development Estimate,2013,Community
-277208.32474227,1299382.0395778,1104,Chuathbaluk,2nd Class City,127,DCCED Certified,2013,Community
453137.328724413,1797102.5674427,1105,Circle,Unincorporated Census Designated Place,113,Department of Labor and Workforce Development Estimate,2013,Community
1115220.67484787,940259.297605514,1106,City and Borough of Sitka,Unified Home Rule Borough,9039,DCCED Certified,2013,Community
143380.401020965,1140419.44502553,1107,Clam Gulch,Census Designated Place,200,Department of Labor and Workforce Development Estimate,2013,Community
-261538.012610842,990939.377471944,1108,Clark's Point,2nd Class City,54,DCCED Certified,2013,Community
1296626.40124041,875531.421165456,1109,Coffman Cove,2nd Class City,163,DCCED Certified,2013,Community
147296.352254568,1156546.17263257,1110,Cohoe,Census Designated Place,1384,Department of Labor and Workforce Development Estimate,2013,Community
-553099.206449505,613456.321491174,1111,Cold Bay,2nd Class City,85,DCCED Certified,2013,Community
165267.505139373,1926764.33569298,1112,Coldfoot,Unincorporated Census Designated Place,14,Department of Labor and Workforce Development Estimate,2013,Place of Interest
229361.852471945,1174878.75156961,1113,Cooper Landing,Census Designated Place,293,Department of Labor and Workforce Development Estimate,2013,Community
453407.617757306,1360664.88459182,1114,Copper Center,Unincorporated Census Designated Place,321,Department of Labor and Workforce Development Estimate,2013,Community
449341.002617589,1201051.24327367,1115,Cordova,Home Rule City,2302,DCCED Certified,2013,Community
1007107.40951449,1181897.81569748,1116,Covenant Life,Census Designated Place,82,Department of Labor and Workforce Development Estimate,2013,Place of Interest
1296029.36558087,812250.576492947,1117,Craig,1st Class City,1195,DCCED Certified,2013,Community
-215168.893662071,1328137.49475481,1118,Crooked Creek,Unincorporated Census Designated Place,90,Department of Labor and Workforce Development Estimate,2013,Community
253927.740643429,1168042.84768789,1119,Crown Point,Census Designated Place,60,Department of Labor and Workforce Development Estimate,2013,Community
-394886.386127338,1816964.99104262,1120,Deering,2nd Class City,139,DCCED Certified,2013,Community
402015.700729432,1589787.6184476,1121,Delta Junction,2nd Class City,1101,DCCED Certified,2013,Community
