X,Y,OBJECTID,CommunityName,EntityName,EntityType,Address,City,State,Zip,Phone,Fax,AsOfDate,LocationID,CommunityID,EntityID
-147.723458,64.842568,85,Fairbanks,Fairbanks Downtown Post Office,Post Office,315 Barnette St,Fairbanks,AK,99701-4532,+ 1 (907) 452-3223,+ 1 (907) 452-3243,2023/08/25 08:00:00+00,1361212,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18},{D1ACA311-70A2-4832-AC93-60981C3B6337}
-147.881225,64.815682,86,Fairbanks,Fairbanks Main Post Office,Post Office,5400 Mail Trail Rd,Fairbanks,AK,99709-9998,+ 1 (907) 455-5444,+ 1 (907) 455-5480,2023/08/25 08:00:00+00,1439417,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18},{616D492B-E394-4755-9AC7-C1F7D3E5C925}
-163.410789,54.849368,87,False Pass,False Pass Post Office,Post Office,170 Umiak Dr,False Pass,AK,99583-9800,+ 1 (907) 548-2243,+ 1 (907) 548-2257,2023/08/25 08:00:00+00,1363106,{223C147A-542C-4057-8AE2-C5C99FC10AB1},{FD3DB4C8-C79A-4A15-A309-69C4AE335B2D}
-145.735048,63.9562020000001,88,Fort Greely,Fort Greely Contract Postal Unit,Contract Postal Unit,601 1st St,Fort Greely,AK,99731-9998,+ 1 (907) 895-4601,+ 1 (907) 895-4712,2023/08/25 08:00:00+00,1441534,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},{17FB264F-3163-4C3A-B0C1-0A55D1D333B7}
-147.642119,64.8273730000001,89,Fort Wainwright,Fort Wainwright Post Office,Post Office,3726 Neely Rd,Fort Wainwright,AK,99703-8424,+ 1 (907) 356-7602,+ 1 (907) 356-3510,2023/08/25 08:00:00+00,1439402,{3D0376C5-5127-4959-91EA-4BDA2B041AD6},{1CF9AFD1-F399-42CD-87FC-2070E335BA7D}
-145.249058,66.5636000000001,90,Fort Yukon,Fort Yukon Post Office,Post Office,9998 E 3rd Ave,Fort Yukon,AK,99740-9800,+ 1 (907) 662-2335,+ 1 (907) 662-3162,2023/08/25 08:00:00+00,1363869,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},{660458EF-5F91-473C-AE22-E9036C9611B7}
-145.281623,62.303385,91,Gakona,Gakona Post Office,Post Office,2.5 Tok Cutoff,Gakona,AK,99586-9800,+ 1 (907) 822-3542,+ 1 (907) 822-5347,2023/08/25 08:00:00+00,1364319,{ED284F88-6827-4DC4-B028-5F0BFA6CF129},{3DF6676D-C4C1-4077-BC3E-445EFB788B13}
-156.929844,64.733502,92,Galena,Galena Post Office,Post Office,511 Galena Rd,Galena,AK,99741-9800,+ 1 (907) 656-1262,+ 1 (907) 656-1583,2023/08/25 08:00:00+00,1364329,{9CB98028-F75A-4D46-A951-AB787D2CF82E},{DF903482-3C98-4A13-99E4-BB9F96ED1071}
-171.724249,63.7781130000001,93,Gambell,Gambell Post Office,Post Office,9998 Saint Lawrence Is,Gambell,AK,99742-9800,+ 1 (907) 985-5213,+ 1 (907) 985-5260,2023/08/25 08:00:00+00,1364386,{961462BD-8155-4FFF-863B-A652CC389066},{EE875C2E-6D22-4798-A5F2-824F1B033D60}
-149.133523,60.964186,94,Girdwood,Girdwood Post Office,Post Office,118 Lindblad Ave,Girdwood,AK,99587-9800,+ 1 (907) 783-2922,+ 1 (907) 783-1280,2023/08/25 08:00:00+00,1364822,{CD547D99-6D12-4842-81D6-4087A40EA80A},{05390AF6-779D-48B2-8807-35D6D33B2C08}
-145.529632,62.109652,95,Glennallen,Glennallen Post Office,Post Office,9998 Aurora Dr,Glennallen,AK,99588-9800,+ 1 (907) 822-3273,+ 1 (907) 822-3745,2023/08/25 08:00:00+00,1364976,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8},{E5DD2303-9864-4322-BBD9-E841F935A0E3}
-163.406479,64.680776,96,Golovin,Golovin Post Office,Post Office,100 Main St,Golovin,AK,99762-9802,+ 1 (907) 443-2401,,2023/08/25 08:00:00+00,1439404,{D18E8CFB-89C1-437A-ADAA-399023E0587C},{69C8522C-D8E9-4D54-868B-527E9EE33B71}
-161.586587,59.1181110000001,97,Goodnews Bay,Goodnews Bay Post Office,Post Office,9998 Goodnews Bay St,Goodnews Bay,AK,99589-9800,+ 1 (907) 967-8510,+ 1 (907) 967-8633,2023/08/25 08:00:00+00,1365141,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635},{238333D2-A24D-4DC5-BEBF-766D7ECB018A}
-160.067835,62.9068140000001,98,Grayling,Grayling Post Office,Post Office,1 Postal Way,Grayling,AK,99590-9800,+ 1 (907) 453-5155,,2023/08/25 08:00:00+00,1365474,{DD04D244-B150-4D0C-83D9-26AAE567CC97},{131CCFAC-BD3C-4452-B27C-8A3AACC46C1C}
-135.70774,58.4203900000001,99,Gustavus,Gustavus Post Office,Post Office,123 Postmark Dr,Gustavus,AK,99826-9800,+ 1 (907) 697-2202,+ 1 (907) 697-2202,2023/08/25 08:00:00+00,1365874,{3D5231FD-4F19-414E-A871-FAFF3941FF8F},{F1988BB7-79CB-42E7-BA18-99364F2D221F}
-135.4442,59.229945,100,Haines Borough,Haines Post Office,Post Office,55 Haines Hwy,Haines,AK,99827-9800,+ 1 (907) 766-2930,+ 1 (907) 766-2932,2023/08/25 08:00:00+00,1365954,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518},{96786C71-32B7-4993-84CA-355A1DD20BAF}
-149.016592,63.8765940000001,101,Healy,Healy Post Office,Post Office,9998 Coal St,Healy,AK,99743-9800,+ 1 (907) 683-2263,+ 1 (907) 683-2367,2023/08/25 08:00:00+00,1366610,{8905A89B-A676-4C0A-BEB5-C17AD570F833},{FD77FDC8-48D6-4981-B21D-3A78716ECE3A}
-159.771754,62.1973620000001,102,Holy Cross,Holy Cross Post Office,Post Office,100 4th St,Holy Cross,AK,99602-9800,+ 1 (907) 476-7133,+ 1 (907) 476-7274,2023/08/25 08:00:00+00,1367273,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF},{FDB7C97B-89A4-4E19-B27E-38316BD57BFF}
-151.245542,59.593235,103,Homer,Halibut Cove Post Office,Post Office,6400 Boat Dock Lndg,Homer,AK,99603-9802,+ 1 (907) 235-6120,,2023/08/25 08:00:00+00,1439405,{74B62695-129C-4E06-A228-C50EFCC9A872},{0DED35BA-A1F1-44B7-A37D-911D020F1CF5}
-151.529035,59.6434600000001,104,Homer,Homer Post Office,Post Office,3658 Heath St,Homer,AK,99603-9998,+ 1 (907) 235-6120,+ 1 (907) 235-6122,2023/08/25 08:00:00+00,1367298,{74B62695-129C-4E06-A228-C50EFCC9A872},{56488CEB-EBF8-4BC1-B1CB-488FCB8C8262}
-151.529062,59.643473,105,Homer,Nanwalek Post Office,Post Office,8028 Nanwalek Way,Homer,AK,99603-9801,+ 1 (907) 235-6120,,2023/08/25 08:00:00+00,1439421,{74B62695-129C-4E06-A228-C50EFCC9A872},{C89DB7B6-09F5-4AA4-9EE9-3A01966B2140}
-151.830551,59.3496440000001,106,Homer,Port Graham Post Office,Post Office,5548 Graham Rd,Homer,AK,99603-9803,+ 1 (907) 284-2220,,2023/08/25 08:00:00+00,1439437,{74B62695-129C-4E06-A228-C50EFCC9A872},{825124A3-6E0A-4AC6-9655-EC09A480C8BF}
-135.444153,58.109767,107,Hoonah,Hoonah Post Office,Post Office,420 Airport Dr,Hoonah,AK,99829-9800,+ 1 (907) 945-3260,+ 1 (907) 945-3268,2023/08/25 08:00:00+00,1367350,{67C77481-D454-4AD4-8099-C6A3005285DE},{35BBF9E3-60C1-4EC4-9103-75A056626167}
-166.101652,61.531682,108,Hooper Bay,Hooper Bay Post Office,Post Office,1 Uniaq Ave,Hooper Bay,AK,99604-9800,+ 1 (907) 758-4420,+ 1 (907) 758-4532,2023/08/25 08:00:00+00,1367352,{8D01840C-135C-49A1-A1FE-5C63881EEF8A},{A3A3D5D1-7D01-452C-9E2E-7B08070B8E18}
-149.624323,60.9165600000001,109,Hope,Hope Post Office,Post Office,19059 Logman Ln,Hope,AK,99605-9800,+ 1 (907) 782-3352,+ 1 (907) 782-3747,2023/08/25 08:00:00+00,1367376,{B94A5304-F56C-49FE-A615-8E72E73F6255},{A3444346-6F50-4C21-9E15-09F1B8DF358A}
-149.811307,61.6297260000001,110,Houston,Houston Post Office,Post Office,17152 W Parks Hwy,Houston,AK,99694-9800,+ 1 (907) 892-6129,,2023/08/25 08:00:00+00,1439406,{15846556-C6AB-448D-B51D-2DE0E8727969},{ABF4737F-19BE-47C8-B9AA-16E8F1CB6711}
-154.259069,66.0467650000001,111,Hughes,Hughes Post Office,Post Office,110 Front St,Hughes,AK,99745-9800,+ 1 (907) 889-2218,+ 1 (907) 889-2229,2023/08/25 08:00:00+00,1367584,{9D089209-6790-456D-85A0-4D3282C8B989},{98344A62-9693-4DE1-BE74-ED5DA8B44994}
-156.390192,65.7014710000001,112,Huslia,Huslia Post Office,Post Office,34 Dakli St,Huslia,AK,99746-9800,+ 1 (907) 829-2206,+ 1 (907) 829-2288,2023/08/25 08:00:00+00,1367719,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3},{4236D226-089C-43BF-8AE8-DDF5DAE3C009}
-132.825473,55.2077980000001,113,Hydaburg,Hydaburg Post Office,Post Office,1 Postal Way,Hydaburg,AK,99922-9800,+ 1 (907) 285-3514,+ 1 (907) 285-3515,2023/08/25 08:00:00+00,1367770,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082},{EFFAADE5-626B-4E99-8D0E-BE0B2584233B}
-130.029305,55.9186110000001,114,Hyder,Hyder Post Office,Post Office,100 Hyder Ave,Hyder,AK,99923-9800,+ 1 (250) 636-2662,+ 1 (250) 636-2662,2023/08/25 08:00:00+00,1367781,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049},{96924E09-1CD0-4712-9924-33DA3F761350}
-155.894903,59.3267710000001,115,Igiugig,Igiugig Post Office,Post Office,4198 Main St,Igiugig,AK,99613-9801,+ 1 (907) 533-8001,,2023/08/25 08:00:00+00,1439407,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1},{643EE4F7-C9BF-4C18-881C-DFE6CCAF82A5}
-154.872506,59.754511,116,Iliamna,Iliamna Post Office,Post Office,9998 Iliamna Airport Rd,Iliamna,AK,99606-9800,+ 1 (907) 571-1224,+ 1 (907) 571-1224,2023/08/25 08:00:00+00,1367845,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06},{47BF3304-8F9B-41DA-8A93-44405CA2D852}
-149.815835,61.2470960000001,117,Joint Base Elmendorf-Richardson,Elmendorf AFB Post Office,Post Office,10437 Kuter Ave,JBER,AK,99506-9998,+ 1 (907) 753-9089,+ 1 (907) 753-0658,2023/08/25 08:00:00+00,1439398,{3A66DA74-669C-477F-B7DF-732C814AA38A},{F3DFE17A-D3DF-467A-8840-99CCA2A5C74A}
-149.711933,61.2562060000001,118,Joint Base Elmendorf-Richardson,Fort Richardson Post Office,Post Office,724 Quartermaster Rd,JBER,AK,99505-9998,+ 1 (907) 428-3869,+ 1 (907) 428-0275,2023/08/25 08:00:00+00,1439401,{3A66DA74-669C-477F-B7DF-732C814AA38A},{C7264363-1ED4-4BF6-941B-F48E8A9F851F}
-134.649189,58.3872450000001,119,Juneau,Auke Bay Post Office,Post Office,11899 Glacier Hwy,Juneau,AK,99801-8628,+ 1 (907) 789-0680,+ 1 (907) 789-3484,2023/08/25 08:00:00+00,1439374,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},{018A39E1-2DF9-46FD-86D3-F41555EC0DF2}
-134.405242,58.300602,120,Juneau,Kindred Post Contract Postal Unit,Contract Postal Unit,145 S Franklin St,Juneau,AK,99801-1396,+ 1 (907) 586-8335,,2023/08/25 08:00:00+00,1510296,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},{D9D11EA0-346B-4D88-BC70-4AF3F203FE5B}
-134.420355,58.301561,121,Juneau,Federal Station Post Office,Post Office,709 W 9th St,Juneau,AK,99801-1807,+ 1 (907) 586-7987,+ 1 (907) 586-4112,2023/08/25 08:00:00+00,1363268,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},{13EC2C0B-509A-4980-8DDB-05AD94D2FD9E}
-134.593189,58.372977,122,Juneau,Mendenhall Post Office,Post Office,9491 Vintage Blvd,Juneau,AK,99801-7111,+ 1 (907) 789-0934,+ 1 (907) 789-3484,2023/08/25 08:00:00+00,1372690,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},{BF507451-798A-40B6-8F05-0B7A5A672852}
-133.922812,56.962703,123,Kake,Kake Post Office,Post Office,272 Keku Rd,Kake,AK,99830-9800,+ 1 (907) 785-3123,,2023/08/25 08:00:00+00,1368640,{2F5F6904-B47C-439D-9AC1-64135C4403A6},{1BC95115-C122-48AF-BFA9-F9E0B67352BE}
-143.613253,70.1271340000001,124,Kaktovik,Kaktovik Post Office,Post Office,2041 Barter Ave,Kaktovik,AK,99747-9800,+ 1 (907) 640-6420,+ 1 (907) 640-6418,2023/08/25 08:00:00+00,1368641,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299},{60DDF19C-C6B3-46D4-96EA-20B72A5995CF}
-160.32096,61.538371,125,Upper Kalskag,Kalskag Post Office,Post Office,9998 Kalskag Rd,Kalskag,AK,99607-9800,+ 1 (907) 471-2221,+ 1 (907) 471-2520,2023/08/25 08:00:00+00,1368653,{50BD3072-1166-4F66-BB42-2E68C28DE654},{B9B7278C-31BD-4057-B270-AE931C29167C}
-158.725086,64.3277890000001,126,Kaltag,Kaltag Post Office,Post Office,100 6th Ave,Kaltag,AK,99748-9800,+ 1 (907) 534-2210,+ 1 (907) 534-2210,2023/08/25 08:00:00+00,1368654,{5790AC9E-408E-42C0-BDC7-490DB0451EAD},{E1D542B5-840A-4093-BCA8-20687AF331C8}
-154.43555,57.5639620000001,127,Karluk,Karluk Post Office,Post Office,1 Postal Way,Karluk,AK,99608-9800,+ 1 (907) 241-2223,+ 1 (907) 241-2227,2023/08/25 08:00:00+00,1368701,{BF30433A-BCB7-443D-A9C4-767CA6C76820},{6626C863-5CF1-4AAB-8CD3-576DD0F85377}
-132.402255,55.5407440000001,128,Kasaan,Kasaan Contract Postal Unit,Contract Postal Unit,1 Kasaan Rd,Kasaan,AK,99901-9804,+ 1 (907) 542-2212,,2023/08/25 08:00:00+00,1439409,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},{4CE025D4-889B-4357-BAC4-1AA6A78213EC}
-162.517672,60.874539,129,Kasigluk,Kasigluk Post Office,Post Office,19 Nayagaam And Misvigmuit Rds,Kasigluk,AK,99609-9800,+ 1 (907) 477-6482,+ 1 (907) 477-6482,2023/08/25 08:00:00+00,1368710,{3816D857-92C5-45BF-B884-7D2529E878D4},{E2EB6F2D-8F01-4097-BCF1-BE3406726AE8}
-151.256914,60.324802,130,Kasilof,Kasilof Post Office,Post Office,23758 Kalifornsky Beach Rd,Kasilof,AK,99610-9700,+ 1 (907) 262-7458,+ 1 (907) 262-8492,2023/08/25 08:00:00+00,1368711,{CB8D5160-2521-4803-9207-2BBA48832C17},{024D16A9-DC03-4EB0-BFF4-A428521A617D}
-151.248232,60.557919,131,Kenai,Kenai Post Office,Post Office,140 Bidarka St,Kenai,AK,99611-9998,+ 1 (907) 283-7771,+ 1 (907) 283-5344,2023/08/25 08:00:00+00,1368821,{C4939227-7B0D-42C1-9C0D-69118EE45B96},{CE1DAC0B-0443-46F5-9051-56DEF89D6397}
-131.693635,55.355737,132,Ketchikan,Ketchikan Post Office,Post Office,3609 Tongass Ave,Ketchikan,AK,99901-9998,+ 1 (907) 225-9602,+ 1 (907) 247-1272,2023/08/25 08:00:00+00,1439410,{081D88E7-5D78-4E36-AC3C-F753262F026C},{5114AE87-C4D3-4824-9AF2-BB014FFC1EE2}
-160.433477,66.971998,133,Kiana,Kiana Post Office,Post Office,9998 Taylor And Kozak St,Kiana,AK,99749-9800,+ 1 (907) 475-2154,+ 1 (907) 475-2271,2023/08/25 08:00:00+00,1368992,{A1701483-F114-4FB2-A478-D0F6039C3EA8},{52E29F36-1420-463A-B3FA-64DEFFAEF208}
-162.313297,55.059067,134,King Cove,King Cove Post Office,Post Office,38 Windy Walkway,King Cove,AK,99612-9800,+ 1 (907) 497-2363,+ 1 (907) 497-3131,2023/08/25 08:00:00+00,1369060,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},{90FF7919-F677-41A1-9864-110C95B76167}
-156.706669,58.699352,135,King Salmon,King Salmon Post Office,Post Office,13 Alaska Hwy,King Salmon,AK,99613-9800,+ 1 (907) 246-3396,+ 1 (907) 246-3582,2023/08/25 08:00:00+00,1369068,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},{1E13C169-518A-469A-B621-F586C81C11CC}
-164.032629,59.935641,136,Kipnuk,Kipnuk Post Office,Post Office,9998 Kipnuk Way,Kipnuk,AK,99614-9800,+ 1 (907) 896-5115,,2023/08/25 08:00:00+00,1369151,{6A1D2CBB-7422-4993-9496-87DE4AB29609},{5D3A6053-DCE9-496A-AE66-3C24342E5E7D}
-164.538902,67.7268690000001,137,Kivalina,Kivalina Post Office,Post Office,1 Postal Way,Kivalina,AK,99750-9800,+ 1 (907) 645-2168,+ 1 (907) 645-2188,2023/08/25 08:00:00+00,1369199,{88062838-37F6-4578-9FDD-4DBF5CACD276},{71F7ACF4-1B07-49B5-924E-47E445B6CA64}
-133.080542,55.552716,138,Klawock,Klawock Post Office,Post Office,6488 Klawock Hollis Hwy,Klawock,AK,99925-9800,+ 1 (907) 755-2977,+ 1 (907) 755-2550,2023/08/25 08:00:00+00,1369203,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},{3F1C93E6-DBCE-4F23-B6EF-3E3F4239187F}
-156.882584,66.908827,139,Kobuk,Kobuk Post Office,Post Office,9998 Airport Rd,Kobuk,AK,99751-9800,+ 1 (907) 948-2227,+ 1 (907) 948-2227,2023/08/25 08:00:00+00,1369253,{319107E2-FB9A-474B-8237-6A8CFF382E09},{3C0C053A-F564-4326-B550-78B5FD66A3AF}
-152.408232,57.789091,140,Kodiak,Kodiak Station #1 Downtown Contract Postal Unit,Contract Postal Unit,111 W Rezanof Dr,Kodiak,AK,99615-6090,+ 1 (907) 486-5761,,2023/08/25 08:00:00+00,1439393,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},{E1F84AF6-303A-4FFD-A645-0D015AA4089B}
-152.367522,57.8108290000001,141,Kodiak,Kodiak Station #2 Eastside Contract Postal Unit,Contract Postal Unit,2685 Mill Bay Rd,Kodiak,AK,99615-6995,+ 1 (907) 486-5775,+ 1 (907) 486-3489,2023/08/25 08:00:00+00,1439395,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},{A88F7B75-9069-407B-9C66-34216CC5644A}
-152.501722,57.738592,142,Kodiak,USCG Branch Contract Post Office,Contract Postal Unit,26n Albatross Ave,Kodiak,AK,99615-6801,+ 1 (907) 487-5263,,2023/08/25 08:00:00+00,1439460,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},{A13FA039-7F43-42B0-BFC0-C7F5D9DB63EB}
-152.403953,57.792562,143,Kodiak,Kodiak Post Office,Post Office,419 Lower Mill Bay Rd,Kodiak,AK,99615-9998,+ 1 (907) 486-4721,+ 1 (907) 486-5213,2023/08/25 08:00:00+00,1369257,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},{F142977A-67BF-4B5A-A582-C0EF69757F41}
-154.76081,59.4449300000001,144,Kokhanok,Kokhanok Post Office,Post Office,998 Kokhanok Rd,Kokhanok,AK,99606-9801,+ 1 (907) 282-2202,,2023/08/25 08:00:00+00,1439412,{89EB5E58-676F-4DA4-9449-8BD556A1E98C},{86634F56-F416-4825-9FED-AEAD3E6CE79B}
-157.267007,59.7263380000001,145,Koliganek,Koliganek Post Office,Post Office,5098 Koliganek Rd,Koliganek,AK,99576-9802,+ 1 (907) 596-3434,,2023/08/25 08:00:00+00,1439413,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE},{4D5F0BE7-6086-4B51-B8BA-5B12C9301184}
-161.797301,60.7855900000001,146,Kongiganak,Kongiganak Post Office,Post Office,5198 Kongiganak Rd,Kongiganak,AK,99545-9802,+ 1 (907) 557-5413,,2023/08/25 08:00:00+00,1439414,{833744EB-91EC-4A96-AD90-A5E91FAB1250},{C389AAC6-E073-477E-A256-4D79DBA891AD}
-163.52939,63.036097,147,Kotlik,Kotlik Post Office,Post Office,500 USPS Boardwalk,Kotlik,AK,99620-9800,+ 1 (907) 899-4512,,2023/08/25 08:00:00+00,1369286,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB},{44A99AA2-99FC-4385-9CFC-D6A2AD0D563A}
-162.598197,66.89894,148,Kotzebue,Kotzebue Post Office,Post Office,333 Shore Ave,Kotzebue,AK,99752-9800,+ 1 (907) 442-3291,+ 1 (907) 442-2191,2023/08/25 08:00:00+00,1369287,{209A76C3-F9A4-4015-987C-78C5A44BE669},{D341FB26-2953-4843-B1B9-47A8ED4B1853}
-161.16445,64.9303320000001,149,Koyuk,Koyuk Post Office,Post Office,200 Birch St,Koyuk,AK,99753-9800,+ 1 (907) 963-2433,+ 1 (907) 963-2019,2023/08/25 08:00:00+00,1369290,{DF841D28-31A1-4978-A650-B56C189E60FD},{31B5D2DA-8592-470C-8E53-2A5129298A89}
-157.70506,64.879733,150,Koyukuk,Koyukuk Post Office,Post Office,149 Main St,Koyukuk,AK,99754-9800,+ 1 (907) 927-2238,+ 1 (907) 927-2238,2023/08/25 08:00:00+00,1369291,{25A4F514-7ADF-4F62-873B-6D2F16141D13},{F14C2EF3-DDF9-4992-8D58-F4DE519716F6}
-161.424257,60.80978,151,Kwethluk,Kwethluk Post Office,Post Office,500 Airport Rd,Kwethluk,AK,99621-9800,+ 1 (907) 757-6628,+ 1 (907) 757-6630,2023/08/25 08:00:00+00,1369326,{FF083E35-08C8-468F-B328-F69992F18FB7},{CDB05C5D-81D6-4367-977A-EABD39EE37FB}
-163.166955,59.876135,152,Kwigillingok,Kwigillingok Post Office,Post Office,100 Main St,Kwigillingok,AK,99622-9800,+ 1 (907) 588-8226,+ 1 (907) 588-8227,2023/08/25 08:00:00+00,1369327,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0},{E6E31265-0781-42D4-962A-5CA1F3FA2C24}
-152.313172,63.8823550000001,153,Lake Minchumina,Lake Minchumina Post Office,Post Office,123 Airport Way,Lake Minchumina,AK,99757-9800,+ 1 (907) 674-3114,+ 1 (907) 674-3115,2023/08/25 08:00:00+00,1369614,{3087F3EA-5475-4180-9982-992F736DFD19},{D9C33F02-D724-4343-B16D-5FF6FE44B70E}
-153.981545,57.5370730000001,154,Larsen Bay,Larsen Bay Post Office,Post Office,500 3rd St,Larsen Bay,AK,99624-9800,+ 1 (907) 847-2232,+ 1 (907) 847-2300,2023/08/25 08:00:00+00,1369893,{9F0EF727-1805-4199-AD1B-40C49AF1B61C},{A5367769-E906-4562-AF24-8B5357C8863A}
-156.860597,59.11022,155,Levelock,Levelock Post Office,Post Office,100 Main St,Levelock,AK,99625-9800,+ 1 (907) 287-3020,+ 1 (907) 287-3014,2023/08/25 08:00:00+00,1370304,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF},{CCA22E82-72C8-48DF-8AD1-41A81E9F0B56}
-168.951828,65.7583900000001,156,Diomede,Little Diomede Post Office,Post Office,12 Stepping Stone Way,Little Diomede,AK,99762-9803,+ 1 (907) 443-2401,,2023/08/25 08:00:00+00,1439415,{9E47594D-5392-4A49-8FCD-026556C904AE},{9B5C0DF2-04F2-4A88-B539-9FEB8FF9084A}
-160.361749,61.5116860000001,157,Lower Kalskag,Lower Kalskag Post Office,Post Office,100 E St,Lower Kalskag,AK,99626-9800,+ 1 (907) 471-2260,+ 1 (907) 471-2335,2023/08/25 08:00:00+00,1371072,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},{9DB849D8-92A1-4DFA-B31D-C66E99B26616}
-150.633949,64.9921560000001,158,Manley Hot Springs,Manley Hot Springs Post Office,Post Office,100 Landing Rd,Manley Hot Springs,AK,99756-9800,+ 1 (907) 672-3577,+ 1 (907) 672-3578,2023/08/25 08:00:00+00,1371664,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4},{DD40C501-22FA-4A66-9D60-2598AB79687C}
-159.053987,58.981586,159,Manokotak,Manokotak Post Office,Post Office,300 C St,Manokotak,AK,99628-9800,+ 1 (907) 289-1073,+ 1 (907) 289-1070,2023/08/25 08:00:00+00,1371682,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},{BF51C130-93C5-4239-BAE4-5FE497D1547F}
-162.08385,61.8785530000001,160,Marshall,Marshall Post Office,Post Office,200 Yukon Ave,Marshall,AK,99585-9800,+ 1 (907) 679-6613,+ 1 (907) 679-6189,2023/08/25 08:00:00+00,1371965,{2F8EE675-06A4-4B7A-9275-369FEB17B896},{6841B5F5-6624-4425-B32B-34A32F156B76}
-155.590887,62.9515180000001,161,McGrath,McGrath Post Office,Post Office,123 Takotna Ave,Mc Grath,AK,99627-9800,+ 1 (907) 524-3333,+ 1 (907) 524-3025,2023/08/25 08:00:00+00,1372339,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},{9A447986-550B-4541-A462-3EBD1AA812A4}
-166.188281,60.38818,162,Mekoryuk,Mekoryuk Post Office,Post Office,1 Main St,Mekoryuk,AK,99630-9800,+ 1 (907) 827-8511,,2023/08/25 08:00:00+00,1372622,{06A5691A-049B-426D-85BC-73439735D4DB},{9B6FFE34-A2D2-4E55-844C-24BB7B3267E0}
-143.79742,62.9304290000001,163,Mentasta Lake,Mentasta Lake Post Office,Post Office,6 Mentasta Village Rd,Mentasta Lake,AK,99780-9803,+ 1 (907) 883-5880,,2023/08/25 08:00:00+00,1439419,{138A74FA-943C-4AC3-B538-9484C09C2AD1},{F85E4279-8F7E-480F-B00F-4C9536F1E57A}
-131.575669,55.125102,164,Metlakatla,Metlakatla Post Office,Post Office,352 8th Ave,Metlakatla,AK,99926-9800,+ 1 (907) 886-6712,+ 1 (907) 886-6245,2023/08/25 08:00:00+00,1372851,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3},{CC15DEC6-E964-452E-98DF-C4D140D875B3}
-132.261785,55.7398670000001,165,Meyers Chuck,Meyers Chuck Post Office,Post Office,9998 Meyers Rd,Meyers Chuck,AK,99903-9800,+ 1 (907) 946-9800,,2023/08/25 08:00:00+00,1439420,{7B03C441-97CF-473F-9627-87B41A283668},{AF5E15A6-DD3A-45DD-966F-28A4E7AAEA4F}
-149.348209,65.150226,166,Minto,Minto Post Office,Post Office,100 3rd St,Minto,AK,99758-9800,+ 1 (907) 798-7226,+ 1 (907) 798-7105,2023/08/25 08:00:00+00,1373361,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},{829BDB02-4A67-467D-B678-8EAD277C787C}
-149.368333,60.486388,167,Moose Pass,Moose Pass Post Office,Post Office,31785 Post Office Dr,Moose Pass,AK,99631-9800,+ 1 (907) 288-3623,+ 1 (907) 288-5623,2023/08/25 08:00:00+00,1373742,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},{BDD9CA35-1421-4CC4-B21B-2CA2BAC7826B}
-163.72715,62.0885490000001,168,Mountain Village,Mountain Village Post Office,Post Office,9998 Airport Rd,Mountain Village,AK,99632-9800,+ 1 (907) 591-2913,+ 1 (907) 591-2813,2023/08/25 08:00:00+00,1374159,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3},{2D681745-B122-4B43-A417-82006C43E8EC}
