X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
-154171.846505468,967957.788887921,175,King Salmon,No,2018/03/12 00:00:00+00,"King Salmon is a transportation hub for Bristol Bay. Formerly an Air Force base, the state-owned airport has a paved, lighted runway, and an asphalt/gravel crosswind runway. There are scheduled jet flights and charter services offered by Alaska Airlines and Peninsula Air to and from Anchorage. A 4,000 foot stretch of the Naknek River is designated for float plane use. A seaplane base is also located at Lake Brooks, east of King Salmon within the Katmai National Park and Preserve. Four docks are available on the Naknek River, owned by the U.S. Park Service, U.S. Fish and Wildlife Service, Alaska State Troopers, and the Bristol Bay Borough. Cargo goods are delivered to Naknek by barge and trucked upriver to King Salmon via a 15-mile connecting road. During winter, an ice road provides access to South Naknek. Vehicles are the primary means of local transportation, and skiffs are used during summer."
268216.101907341,1289956.42903354,176,Knik River,Yes,2018/03/12 00:00:00+00,Knik River lies off the Glenn Highway. Many forms of transportation are available in nearby Palmer and Anchorage.
232080.794116209,1289597.03243804,177,Knik-Fairview,Yes,2018/03/12 00:00:00+00,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
-42350.9527616402,1049908.85482454,178,Kokhanok,No,2018/03/12 00:00:00+00,"Kokhanok is accessible by air and water. There is a state-owned gravel airstrip and a seaplane base. . As of July 2014, the barge was not able to travel to the village for several years and fuel and other goods had to be shipped in by plane. In the past, large amounts of freight are delivered in the summer by barge either up the Kvichak River from Naknek, or by Cook Inlet or Pile Bay portages. Small freight is delivered by air plane. Residents can generally travel to Iliamna and Anchorage through scheduled air service. Travel to Dillingham, King Salmon, and other communities typically require chartering. Local travel is done primarily by ATV, skiff, or snowmobile."
382513.305660675,1390870.46016493,179,Lake Louise,No,2018/03/12 00:00:00+00,A state-owned gravel airstrip and floatplane site is located at the south end of Lake Louise. There are two additional private strips. Lake Louise Road is accessible from the Glenn Highway.
261562.372125325,1304169.92069856,180,Lazy Mountain,No,2018/03/12 00:00:00+00,"Community roads connect to the Glenn and George Parks Highways, and air transportation is available in Anchorage and Palmer."
-163064.943324316,1016557.94380798,181,Levelock,Yes,2018/03/12 00:00:00+00,"Levelock is accessible by air and water. In the winter, trails to surrounding villages are used. The state owns a lighted, gravel runway in Levelock. Scheduled and charter flights are available. Bulk goods are delivered by barge. A 110' dock and beach unloading area are available."
252671.273232628,1129075.08671598,182,Lowell Point,Yes,2018/03/12 00:00:00+00,"Lowell Point is connected to the Alaska highway system via the Seward Highway. Seward has the closest airport. The Port of Seward serves cruise ships, the state ferry, cargo barges, and ocean freighters from Seattle and overseas. Its small boat harbor has moorage and two boat launch ramps. It is the terminus and the gateway of the Alaska Railroad and a major transfer point for ocean-destined cargo."
250384.104323413,1539173.82748982,183,McKinley Park,No,2018/03/12 00:00:00+00,"McKinley Park is located on the George Parks Highway about 20 miles south of Healy. McKinley park has two airports, a state-maintained public airport with a gravel runway in good condition and a private airport with a gravel runway. Chartered bus tours are available from Anchorage and Fairbanks, and shuttle buses provide tours into the park. Air and helicopter tours are also available locally."
232200.569542632,1301642.87433705,184,Meadow Lakes,No,2018/03/12 00:00:00+00,"The area is connected to the statewide highway system via the George Parks Highway. Nearby Palmer, Wasilla, and Anchorage offer air services. A turf runway can be used in the summer time only."
325901.475400626,1655381.66495783,185,Moose Creek,No,2018/03/12 00:00:00+00,"The area has access to the transportation services of Fairbanks, as well as connection to the statewide highway system."
253475.34563688,1175536.99364506,186,Moose Pass,No,2018/03/12 00:00:00+00,"The Seward Highway connects to Alaska's road system. Nearby Seward offers an airport, railroad, harbor/dock facilities, and state ferry access. Seaplanes land at Summit Lake."
-174279.43217255,974059.91252268,187,Naknek,Yes,2018/03/12 00:00:00+00,"Naknek is accessible by air and sea and connects to King Salmon via a 15.5-mile road. The Tibbetts Airport has a lighted, gravel runway. The state-owned Naknek Airport is located one mile north of Naknek. It has two gravel runways and a float plane landing area. Jet services are available at King Salmon. The borough operates the cargo dock at Naknek, which is the port of Bristol Bay. It has 800' of berthing space, a concrete surface, and a couple of cranes. No commercial docking facilities are available at the canneries. Pickup trucks and cars are common, and taxis are available."
117873.026201447,1041948.27530064,188,Nanwalek,Yes,2018/03/12 00:00:00+00,"Nanwalek is not accessible by road. Boats are the primary means of transportation locally. A state-owned wide gravel airstrip is available for air taxis and general aviation. No scheduled commercial flights serve Nanwalek. The nearest commercial airport is in Homer, 35 miles away by water. The state ferry provides service from nearby Seldovia to Kodiak, Homer, Whittier, and Chenega Bay, as well as ports in Southeast Alaska, British Columbia, and Washington State."
-447900.339245922,689960.464606835,189,Nelson Lagoon,Yes,2018/03/12 00:00:00+00,"Nelson Lagoon is accessible only by air and sea. A state-owned gravel runway serves regularly-scheduled flights. It has a dock, boat ramp, harbormaster's office, and warehouse. Some freight is landed at the Peter Pan Seafoods dock, 30 miles away at Port Moller."
146878.469735024,1197439.92672297,190,Nikiski,Yes,2018/03/12 00:00:00+00,The Sterling Highway provides access to Anchorage. Nearby Kenai offers an airport and docking facilities. The Port Nikiski docks service offshore drilling platforms. There are two private airstrips in the vicinity.
133416.001576512,1093589.14990784,191,Nikolaevsk,No,2018/03/12 00:00:00+00,"The nearby Sterling Highway provides access to Anchorage. Homer offers an airport, harbor/docking facilities, and a state ferry landing."
129045.685056062,1119364.879332,192,Ninilchik,Yes,2018/03/12 00:00:00+00,"The community lies on the Sterling Highway. A state-owned dirt/gravel airstrip is located on Oilwell Road. Homer or Kenai have airports, and harbor/docking facilities are in Homer, which has state ferry access. Ninilchik harbor was constructed in the early 1970s. Mainly charter and recreational boats are launched from Ninilchik or Deep Creek beach; a tractor launch is also available."
-384157.774716963,1983045.85661991,193,Noatak,No,2018/03/12 00:00:00+00,"Noatak is primarily accessed by air. The state-owned lighted gravel runway is available. Six regional air services provide cargo, mail, and passenger services. There are currently no barge services to Noatak. Small boats, ATVs, and snow machines are used for local transportation. Historic trails along the Noatak River are still used for inter-village travel and subsistence activities."
-5569.10746326236,1088614.32857205,194,Pedro Bay,No,2018/03/12 00:00:00+00,"Pedro Bay is accessible by air and water. There is a state-owned gravel airstrip. Barge service is available from Naknek via the Kvichak River. Goods are also sent by barge from Homer to Iliamna Bay on the Cook Inlet side and portaged over a 14-mile road to Pile Bay, a village 10 miles to the east of Pedro Bay. An unimproved trail, the Iliamna-Pile Bay Trail, runs along the northern shore of Iliamna Lake, connecting Pile Bay to Pedro Bay and the communities of Iliamna and Newhalen to the west. The existing road between Cook Inlet and Pile Bay is used for the transport of fishing vessels from winter retrofitting in Homer to summer fishing grounds in Bristol Bay and back. It is also often the only route by which heavy equipment can reach the Iliamna area. The road has not been adequately maintained. It is narrow in places and several bridges need to be replaced. Improvements to this transportation link were identified as a priority in the 2011 Lake and Peninsula Borough Coastal Management Plan."
-320960.031211704,668095.588478032,195,Perryville,Yes,2018/03/12 00:00:00+00,Perryville is accessible by air and sea. There is a state-owned gravel runway and seaplane base. Scheduled and charter flights are available from King Salmon. Cargo barges deliver fuel and supplies each spring. ATVs and skiffs are the primary means of local transportation.
166017.566147983,1395528.33679602,196,Petersville,No,2018/03/12 00:00:00+00,"Petersville is located approximately 30 miles out the state-maintained Petersville Road, which leaves the George Parks Highway at Trapper Creek. A four-wheel drive or high-clearance vehicle is recommended for travel on this road, as the second half of the trip is primitive roadway. The closest non-commercial airstrip is located in Talkeetna, while a variety of transportation means are available in Wasilla and Palmer."
337876.924307873,1675612.30865257,197,Pleasant Valley,No,2018/03/12 00:00:00+00,"The statewide highway system is accessible, as well as the transportation facilities of Fairbanks."
-352627.094869032,2220589.19246845,198,Point Lay,Yes,2018/03/12 00:00:00+00,"Point Lay is accessible year-round by air. Coastal and overland access are seasonal. The U.S. Air Force owns the public gravel airstrip in Point Lay. ERA Alaska provides direct flights from Barrow and Point Hope. Barges typically leave the Seattle area by July 1 and arrive in Barrow by August 1, delivering goods to North Slope Borough communities along the way. Landing craft are used to transfer goods from the barge landing sight to the community. Approximately eight miles of gravel roads are present in Point Lay. During the winter, an extensive network of trails is available for travel between communities and to subsistence sites. The trails are impassible in summer due to the presence of wetlands and many small lakes. Point Lay is connected to Point Hope, Wainwright, and Barrow via a coastal trail. The trail network also connects Wainwright to Deadhorse, Nuiqsut, and Atqasuk, and Nuiqsut south to Anaktuvuk Pass. Snowmobiles are used for winter travel between communities and to subsistence camps."
212523.20674076,1270245.95186212,199,Point MacKenzie,Yes,2018/03/12 00:00:00+00,"Point MacKenzie Road is accessible from Knik Road and the George Parks Highway. A variety of transportation means are available from Wasilla, Palmer, and Anchorage. A private airstrip is located in the area. The Point MacKenzie Industrial Port is a deep-draft port."
-18128.321651304,1134258.52930023,200,Port Alsworth,No,2018/03/12 00:00:00+00,"There are two privately-owned and -operated airstrips in the area: a gravel airstrip owned by Wilder/Natwick LLC, and a dirt/gravel airstrip operated by Glen Alsworth and The Farm Lodge."
122879.60838302,1041787.12506109,201,Port Graham,Yes,2018/03/12 00:00:00+00,"Port Graham is not accessible by road. A state-owned airstrip is available for local charter flights. There are no roads in the community, but a trail connects Port Graham with the nearby village of Nanwalek. There is no scheduled water taxi or ferry service however non-scheduled barge service for delivery of fuel and supplies is available from Homer. The community offers docking facilities that are connected to the road and water systems, for vessels up to 80 feet. There is no dock space for permanent or transient moorage."
255339.741231173,1161226.22783871,202,Primrose,No,2018/03/12 00:00:00+00,"The Seward and Sterling Highways provide access to Anchorage and the statewide highway system. Nearby Seward offers an airport, railroad, and docking facilities."
159598.989196363,1175220.71489339,203,Ridgeway,Yes,2018/03/12 00:00:00+00,There is access to the Sterling Highway that connects to the Alaska road system. Transportation facilities include a dock and airport. MacKey's Lake is in the area to serve floatplanes.
145420.639784554,1184299.87455891,204,Salamatof,Yes,2018/03/12 00:00:00+00,The Sterling Highway connects to Alaska's statewide road system. Float planes can land at Arness Lake and Lower Salamatof. Close-by Kenai offers an airport and docking facilities.
336781.347588218,1631148.51895082,205,Salcha,No,2018/03/12 00:00:00+00,The Richardson Highway allows access to Fairbanks and its variety of transportation services.
132690.88040484,1055857.54467169,206,Seldovia Village,Yes,2018/03/12 00:00:00+00,"Jakolof Bay road connects the village to the City of Seldovia. Residents use the airport, seaplane base, and harbor located at nearby Seldovia. The state ferry system connects the City of Seldovia to Homer. There are also ferries and water taxis available for passenger commutes to Homer."
-173605.947377928,972356.745251087,207,South Naknek,Yes,2018/03/12 00:00:00+00,"South Naknek is accessible by air or sea. There are two state-owned lighted gravel runways. The PAF Cannery airport lies three miles to the southeast and has a dirt strip and a crosswind strip. Scheduled and charter flight services are available. A 3,000' designated stretch of the Naknek River is used by float planes. The frozen river provides an ice road to Naknek and King Salmon in winter. There is an unmaintained dirt road to New Savonoski. The borough operates a mid- and high-tide cargo dock at South Naknek with 200' of berth space to accommodate barges. Trucks, cars, ATVs, snow machines, and boats are used for local travel."
175086.911222971,1176576.00005833,208,Sterling,No,2018/03/12 00:00:00+00,"The Sterling Highway provides access to Alaska's road system. There are several private airstrips in the Sterling area, and a private seaplane base at Scout Lake which is approximately three miles from the center of Sterling. There are two privately-operated boat launches. Nearby Kenai and Soldotna offer airports for charter services and local air traffic, as well as docking facilities. Sterling does not have a municipal airport, and nearby Soldotna does not offer regularly scheduled air service between Soldotna and Anchorage. However, Anchorage is accessible from Sterling by road and is approximately 135 miles away."
178550.4207159,1284400.62212122,209,Susitna,Yes,2018/03/12 00:00:00+00,This site is not accessible by road. It lies on the Iditarod Trail Sled Dog Race path. Charter float planes provide transportation and cargo from Anchorage. A dirt runway is available. Its river is often shallow and air boats and jet-propulsion river boats are necessary for travel.
269749.486823827,1313906.37237335,210,Sutton-Alpine,No,2018/03/12 00:00:00+00,"Sutton is connected to the Glenn Highway. There is a public gravel airstrip at the Jonesville Mine, owned by the Canadian Mine & Smeltering Company. Additional public transportation facilities are available in nearby Palmer."
200806.566477601,1377989.09479474,211,Talkeetna,No,2018/03/12 00:00:00+00,"Talkeetna is accessible by road, air, and train. The Talkeetna Spur Road connects to the George Parks Highway. There are two state-owned runways. One is asphalt and the other is a gravel strip. There are several additional airstrips in the vicinity, including one owned by the U.S. Bureau of Land Management. There is an Alaska Railroad depot. While Talkeetna is accessible to charter and private aircraft, there is no regularly scheduled service between Talkeetna and Anchorage, which can be reached by road."
194568.399082334,1376852.35197144,212,Trapper Creek,No,2018/03/12 00:00:00+00,"Trapper Creek is accessible from the George Parks Highway. A variety of transportation means are available in Wasilla, Palmer, and Anchorage. ERA Aviation operates a private heliport in Trapper Creek. Several private airstrips are in the vicinity."
329249.564159639,1674644.09069427,213,Two Rivers,No,2018/03/12 00:00:00+00,"Local roads connect to the Alaska road system. Faribanks' transportation facilities provide airport, railway, and highway connections."
153611.918551664,1235054.63732025,214,Tyonek,Yes,2018/03/12 00:00:00+00,"No road access exists. Permission is required to land at the local gravel airstrip, owned by the Village of Tyonek, although regularly-scheduled flights are available. A state-owned gravel airstrip is available at Nikolai Creek, and a gravel airstrip, owned by Arco Alaska, is located at Beluga. A local road connects to nearby Beluga. Barges deliver goods to the village."
208090.297793577,1313544.47508187,215,Willow,No,2018/03/12 00:00:00+00,"From the George Parks Highway, the area has access to the statewide highway system and the transportation facilities of Wasilla, Palmer, and Anchorage. There are two public airstrips: one is a state-owned gravel airstrip at mile 69.7 Parks Highway and the other is at Deshka Landing and owned by the Alaska Department of Natural Resources. There are five additional private strips and a seaplane base at Kashwitna Lake."
449342.259478468,1201051.13508385,216,Cordova,Yes,2018/03/12 00:00:00+00,"Cordova is accessed by plane or boat. It is linked directly to the North Pacific Ocean shipping lanes through the Gulf of Alaska. It receives year-round barge services and state ferry service. The Merle K. 'Mudhole' Smith Airport at mile 13 is state owned and operated, with an asphalt runway and a gravel crosswind runway. The state owned and city operated Cordova Municipal Airport has a gravel runway. Daily scheduled jet flights and air taxis are available. Float planes land at the Lake Eyak seaplane base or the boat harbor. Harbor facilities include a breakwater, dock, small boat harbor with 850 berths, boat launch, boat haul-out, ferry terminal, and marine repair services. A 48-mile gravel road provides access to the Copper River Delta to the east. As of 2014, the road is impassable beyond mile 36 due to a bridge across the Copper River which is washed out."
297451.122482249,1667250.52584127,217,Fairbanks,No,2018/03/12 00:00:00+00,"Fairbanks is at the confluence of the Richardson Highway, George Parks Highway, Steese Highway, and Elliott Highway, connecting the Interior to Anchorage, Canada, and the lower 48 states. The Dalton Highway to Prudhoe Bay begins about 75 miles north of town. Goods are transported to Fairbanks by truck, air, and the Alaska Railroad. Regularly-scheduled jet flights are available at the state-owned Fairbanks International Airport. An asphalt runway and a gravel landing strip, heliport, and seaplane landing area are available. A public seaplane base is also located on the Chena River. In addition, there are several privately-owned airstrips and heliports in the vicinity. The Fairbanks North Star Borough Comprehensive Recreational Trail Plan program (CRTP) includes year-around multi-use motorized recreational trail corridors throughout the borough. The CRTP recognizes 36 multi-use motorized recreational trails ranging over 717 linear miles."
150304.99635841,1177925.70109076,218,Kenai,Yes,2018/03/12 00:00:00+00,"Kenai has access to the Sterling Highway. The City-owned Kenai Municipal Airport provides a grooved asphalt runway, gravel strip, and a water runway at the float plane basin. A flight service station is available. Float plane facilities are also available at Island Lake and Arness Lake. There are five additional privately-owned airstrips in the vicinity. The Kenai City Dock and boat ramp are located near the mouth of the Kenai River. There are also a number of private commercial fish processing docks. Moorage is by buoys anchored in the Kenai River."
1390950.75286723,828555.095617095,219,Ketchikan,Yes,2018/03/12 00:00:00+00,"Regularly-scheduled jet services offer air service transportation from the state-owned Ketchikan International Airport, which has a paved, lighted, asphalt runway. The airport lies on Gravina Island, a 10-minute ferry ride from Ketchikan's waterfront. Ketchikan is a regional transportation hub, with numerous air taxi services located along the waterfront to that service the surrounding communities. There are four major float plane landing facilities: Tongass Narrows, Peninsula Point, Ketchikan Harbor, and Murphy's. Ketchikan is the first port of call in Alaska for cruise ships and Alaska Marine Highway vessels. Harbor and docking facilities include a breakwater, a deep draft dock, port located downtown, five small boat harbors, a privately-owned dry dock and ship repair yard, boat launches, and a state ferry terminal. The shipyard is privately owned. The Inter-Island Ferry Authority operates a once-daily, year-round ferry service between Ketchikan and Hollis Prince of Wales Island."
95027.5224326542,866747.9369809,220,Kodiak,Yes,2018/03/12 00:00:00+00,"Kodiak is accessible by air and sea. The state-owned Kodiak airport has three asphalt runways. Kodiak Municipal Airport offers another shorter, paved runway for small aircraft. Two passenger airlines serve Kodiak with several daily flights to and from Anchorage, and a number of air taxi services provide flights to five remote villages only accessible by boat or aircraft. City-owned seaplane bases at Trident Basin and Lilly Lake accommodate floatplane traffic. The Alaska Marine Highway System operates a ferry service between Kodiak and Homer, as well as other ports as far west as Dutch Harbor. The Port of Kodiak includes 2 boat harbors with 600 boat slips up to 160 feet in length. Three deep-draft piers accommodate ferries, cruise ships, container ships, military vessels and a variety of large commercial fishing vessels. Boat launch ramps and 150 ton vessel lift are also available. The City of Kodiak opened a shipyard in 2010. Vessels up to 42 feet by 180 feet and 660 tons can be lifted for maintenance and rebuild. A breakwater on Near Island provides another 60 acres of mooring space at St. Herman Harbor. Approximately 140 miles of state roads connect island communities on the east side of the island."
234989.287041507,1630972.24399515,221,Nenana,No,2018/03/12 00:00:00+00,"Nenana is located in Interior Alaska, 55 road miles southwest of Fairbanks on the George Parks Highway. Nenana is located at mile 412 of the Alaska Railroad, on the south bank of the Tanana River, just east of the mouth of the Nenana River. It lies 304 road miles northeast of Anchorage. Nenana has air, river, road, and railroad access. It lies on the George Parks Highway, the road between Wasilla and Fairbanks. The railroad provides daily freight service. The Nenana Municipal Airport offers a lighted, asphalt runway and a gravel runway that doubles as a winter ski strip. There is also a float pond with parking basins. The Nenana Port Authority operates the dry cargo loading and unloading facilities, dock, bulkhead, and warehouse. The Tanana River is shallow, with a maximum draft for loaded river barges of 4.5 feet. There is a public boat launch with a recreational area to provide access to the Nenana and Tanana rivers. Daily buses to Fairbanks and Anchorage are available year-round."
315855.959761862,1659546.0701719,222,North Pole,No,2018/03/12 00:00:00+00,"The Alaska Railroad runs through the city center, which also lies on the Interior road system. There are four privately-owned airstrips in North Pole. The Fairbanks International Airport is also nearby."
258015.620438038,1300696.69892349,223,Palmer,No,2018/03/12 00:00:00+00,"Palmer lies on the Glenn Highway. Commercial airlines serve the Ted Stevens Anchorage International Airport. The Palmer Municipal Airport supports private and chartered services, as well as freight service aircraft and the State Division of Forestry's fire bomber operations. There are several privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, and Anchorage for ocean freight delivery."
252540.636570125,1132499.53625932,224,Seward,Yes,2018/03/12 00:00:00+00,"Seward is connected to the Alaska Highway system by the Seward Highway. Bus and commercial trucking services to and from Anchorage are available daily. While air services and charters are available at the state-owned airport, regularly scheduled commercial air service out of Seward is not available. Two paved runways are utilized. Seasonal passenger transportation is available by rail, as Seward is a major transit site for the Alaska Railroad. The port, located at the north end of the 900 foot deep Resurrection Bay, serves cruise ships, cargo barges, and ocean freighters from Seattle and overseas. The small boat harbor has moorage for 650 boats and 2 boat launch ramps as well as a 250 ton boat lift and a 5,000 ton lift for ships and barges."
160632.581953389,1170692.1222477,225,Soldotna,Yes,2018/03/12 00:00:00+00,"The Soldotna Municipal Airport provides facilities for charter services and local air traffic. The nearby Kenai Municipal Airport, located 10 miles away, offers scheduled flights and float plane facilities. Seaplanes can also land at Mackeys Lakes. There are four additional private landing strips in Soldotna and a heliport for medical emergencies at Central Peninsula General Hospital. The Sterling Highway provides access to Alaska's road system. While Soldotna has an airport, there are no regular commercial flights available between Soldotna and Anchorage."
409518.872278663,1262298.70131742,226,Valdez,Yes,2018/03/12 00:00:00+00,"The Richardson Highway connects Valdez to Alaska's road system. Valdez is 305 road miles southeast of Anchorage. The Port of Valdez is ice-free throughout the year, and is navigated by hundreds of ocean-going oil cargo vessels each year. Valdez has the largest floating concrete dock in the world, with a 1,200-foot front and water depth exceeding 80 feet. Numerous cargo and container facilities are present in Valdez, as well as boat harbors. Both barges and trucking services deliver cargo to the City. The Alaska Marine Highway Ferry System provides transport to Cordova, Tatitlek, Whittier, and Chenega Bay in Prince William Sound, to Kodiak, Ouzinke, Port Lions, and Old Harbor on Kodiak Island, and to Seward, Seldovia, and Homer on the Kenai Peninsula. The Valdez airport is operated by the State and has a paved runway. In addition, a seaplane base is located at Robe Lake, approximately eight road miles southeast of town."
1403405.22448079,807389.176039656,227,Metlakatla,Yes,2018/03/12 00:00:00+00,"Metlakatla is accessible by air and water. The Annette Island Airport, located approximately six miles south of town, is owned and operated by the Community. The airport has two asphalt runways. Two seaplane bases are also available, with scheduled float plane service from Ketchikan. The state ferry serves Metlakatla from Ketchikan between spring and fall. In addition to the state ferry terminal, port facilities in Metlakatla include an oil company pier, a city pier, a packing company wharf, a barge terminal, a barge ramp, two marine way rail haul-outs, and public and privately owned small-craft facilities, including two small boat harbors."
305918.248261257,1698445.32948414,228,Chatanika,,2018/03/12 00:00:00+00,
373063.139231601,1699239.84797198,229,Chena Hot Springs,No,2018/03/12 00:00:00+00,
1038667.57136345,1200901.60761105,230,Dyea,No,2018/03/12 00:00:00+00,
281272.449231142,1670197.82040574,231,Ester Dome,,2018/03/12 00:00:00+00,
298806.233639095,1699080.3309055,232,Haystack,,2018/03/12 00:00:00+00,
163610.124814811,1092933.37341036,233,Kachemak Selo,Yes,2018/03/12 00:00:00+00,
,,234,Klawock Lake,,2018/03/12 00:00:00+00,
998317.04798213,1183440.80521884,235,Klehini Valley,,2018/03/12 00:00:00+00,
248106.134215083,1301021.61720198,236,North Lakes,,2018/03/12 00:00:00+00,
142894.472307724,1078500.5348767,237,Ptarmigan Heights,,2018/03/12 00:00:00+00,
163036.79807432,1094929.17988325,238,Razdolna Village,,2018/03/12 00:00:00+00,
248173.867719307,1297626.47688917,239,South Lakes,,2018/03/12 00:00:00+00,
162354.134025602,1092835.21425893,240,Voznesenka Village,Yes,2018/03/12 00:00:00+00,
244851.204268498,1554216.24330167,241,Denali Borough,No,2018/03/12 00:00:00+00,"The George Parks Highway provides access to Anchorage and Fairbanks year-round. The Denali Highway is open only during the summer, from Cantwell to Paxson, to provide a shorter route to the Alaska Highway. The Alaska Railroad also serves Interior Alaska. There are several airstrips within the borough. Tours by bus, aircraft, and helicopter operate during summer months. As of Spring 2014, several road enhancement projects were in progress to widen the road, create passing lanes, and add intersections. This project was intended to enchance public safety and support construction of natural gas pipeline by improving the road."
1041543.03884484,1173102.92775379,242,Haines Borough,Yes,2018/03/12 00:00:00+00,"Haines is a major trans-shipment point because of its ice-free, deep water port and dock and year-round road access to Canada and Interior Alaska. It is a northern terminus of the Alaska State Ferry System and a hub for transportation to and from southeast Alaska. Haines has an asphalt airport runway and a landing area for float planes."
1041543.03884484,1173102.92775379,243,Haines Borough,Yes,2018/03/12 00:00:00+00,"Haines is a major trans-shipment point because of its ice-free, deep water port and dock and year-round road access to Canada and Interior Alaska. It is a northern terminus of the Alaska State Ferry System and a hub for transportation to and from southeast Alaska. Haines has an asphalt airport runway and a landing area for float planes."
-154171.846505468,967957.788887921,244,Lake and Peninsula Borough,No,2018/03/12 00:00:00+00,"The Lake and Peninsula Borough contains seventeen small and widely scattered communities. Only two, Iliamna and Newhalen, are connected by road. There are two regional roads located in the borough: the Iliamna - Nondalton Road and the Williamsport - Pile Bay Road. Scheduled air service provides transportation of passengers to the region's hubs in Iliamna and King Salmon. Air taxi and charter service transport passengers from the hubs to local communities. Heavy cargo and durable goods are transported to borough communities by ship, barge, or ferry. Chignik is the only community served by the Alaska Marine Highway System, which calls on the community about six times per year, beginning in April and ending in October. The Williamsport - Pile Bay Road provides access from the Pacific side of the borough to the Iliamna Lake communities. Perishable goods and time-value cargo are shipped by air, typically through King Salmon, Iliamna, or Port Heiden."
-102112.735659614,2368208.02597276,245,North Slope Borough,No,2018/03/12 00:00:00+00,"Air travel provides the only year-round access, while land transportation provides seasonal access. The Dalton Highway provides road access to Deadhorse at Prudhoe Bay, though it is restricted during winter months. 'Cat-trains' are sometimes used to transport freight over land from Barrow during the winter."
-377344.622897493,1906418.53323502,246,Northwest Arctic Borough,No,2018/03/12 00:00:00+00,"The City of Kotzebue is the 'hub' of Northwest Alaska and is the transfer point between ocean and inland shipping. It does not have a natural harbor and is ice-free for only 3 months each year. Deep draft vessels must anchor 15 miles out, and cargo is lightered to the docking facility. Local barge services provide cargo to area communities. Ralph Wien Memorial Airport supports daily jet service and air taxis to Anchorage."
1261271.08419403,957469.206997323,247,Petersburg Borough,Yes,2018/03/12 00:00:00+00,"Petersburg is accessed by air and water. It is on the mainline state ferry route and has ferry terminals on the north and south ends of Mitkof Island. The state-owned James A. Johnson Airport has a runway for scheduled jet service and small plane charter services. Lloyd R. Roundtree Seaplane Base (on the Wrangell Narrows) allows for float plane services. Harbor facilities include a petroleum wharf, barge terminals, three boat harbors with moorage for 700 boats, a boat launch, and a boat haul-out. Freight arrives by barge, ferry, or cargo plane. There is no deep-water dock for large ships (such as cruise ships); passengers are lightered to shore. Remote areas of the Borough are served by small state-owned boat docks at Papke's Landing in the Wrangell Narrows, on Kupreanof Island at the City of Kupreanof, and in Hobart Bay. Boat launch ramps are located on the south end of Mitkof Island at Banana Point, Blaquerie Point, and Woodpecker Cove. The state owned Mitkof Highway carries traffic north and south and is paved or chip sealed for 28 miles between the South Mitkof Ferry Terminal and the airport."
796588.039603731,1148740.78088062,248,Yakutat,Yes,2018/03/12 00:00:00+00,"Yakutat has no road access. The airport has daily commercial jet service. There are also air taxis and float plane services to Yakutat. The state owns two jet-certified runways. The airport is located three miles southeast of town, and a seaplane base is available one mile northwest. The U.S. Forest Service owns five airstrips in the vicinity, and the National Park Service operates one at East Alsek River. The borough operates the state-owned boat harbor and the Ocean Cape Dock. The state ferry provides service to Yakutat. Monti Bay is the only sheltered deep water port in the Gulf of Alaska. Barges deliver goods monthly during the winter and more frequently in summer."
219654.775923324,1255116.01268035,249,Anchorage,Yes,2018/03/12 00:00:00+00,"Controlled airports include the state-owned Ted Stevens Anchorage International Airport and Lake Hood Float Plane Base, the municipality's Merrill Field, and U.S. Army and Air Force facilities. The Port of Anchorage handles 85% of the general cargo for the Alaska Railbelt area. There are five terminal berths, with 3,488 linear feet available. Several barge and trucking companies are available. The Alaska Railroad connects Anchorage to Seward, Whittier, and Fairbanks. Highway networks connect Anchorage with the statewide highway system as well as the rest of the United States and Canada. Anchorage also has one of the busiest airports in the world for air cargo."
1128714.87957736,1089944.96465042,250,Juneau,Yes,2018/03/12 00:00:00+00,"Juneau is accessible only by air and sea. Automobiles are either shipped to Juneau or brought on the Alaska Marine Highway from connections to the highway system in Bellingham, Prince Rupert, Skagway, Haines, and Whittier. Scheduled jet flights and air taxis are available at the municipally-owned Juneau International Airport. The airport has a paved runway and a seaplane landing area. Marine facilities include a seaplane landing area at Juneau Harbor, four cruise ship docks, five small boat harbors, and a state ferry terminal. The Alaska Marine Highway System and cargo barges provide year-round services. Capital Transit provides public transportation throughout the urban area. In 2013, local ridership totaled 1.25 million trips. Juneau is a busy port for cruise ships and can have more than 10,000 visitors in a single day. The city is currently expanding its docking facilities to accommodate larger ships. Approximately 1 million cruise ship passengers visit Juneau each year. There is an extensive network of hiking trails in the Juneau area. Private boats and kayaks are commonly used to reach areas off of the road system. Juneau was certified as a Bicycle Friendly Community in 2011."
