X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
146878.469735024,1197439.92672297,1593,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6},Nikiski,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,36,008N,012W,S,,
268216.101907341,1289956.42903354,1594,{77794617-74AE-484C-B2E5-D017D4597CC2},Knik River,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Anchorage - 301,9,016N,003E,S,0,0
232080.794116209,1289597.03243804,1595,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2},Knik-Fairview,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,34,017N,002W,S,,
-42350.9527616402,1049908.85482454,1596,{89EB5E58-676F-4DA4-9449-8BD556A1E98C},Kokhanok,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,32,008S,032W,S,,
382513.305660675,1390870.46016493,1597,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},Lake Louise,CDP,Community,Matanuska-Susitna Borough,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Talkeetna - 321,28,006N,007W,C,,
261562.372125325,1304169.92069856,1598,{2F86B48B-D348-47DD-ABED-46CE01770ECC},Lazy Mountain,CDP,Place of Interest,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,26,018N,002E,S,,
-163064.943324316,1016557.94380798,1599,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF},Levelock,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Kvichak - 310,28,012S,045W,S,,
250384.104323413,1539173.82748982,1600,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},Denali Park,CDP,Community,Denali Borough,"Doyon, Limited",Copper River Native Association,Copper River Native Association,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,4,014S,007W,F,0,0
1249416.38957705,853372.98493417,1601,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},Edna Bay,2nd Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,28,068S,076E,C,21.91,4.06
-442312.968289999,1163544.89979583,1602,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},Eek,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,31,002N,073W,S,0.9,0.1
-197745.899534609,917108.324736896,1603,{F7D03E2F-5588-4343-BE94-44E824B7A836},Egegik,2nd Class City,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Kvichak - 310,1,023S,050W,S,32.8,101.2
-197055.84612121,1044794.93639563,1604,{FAF5958B-8A56-4E28-B3B1-66B772A5A166},Ekwok,2nd Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,35,009S,049W,S,16,1.4
-394183.886304622,1652848.63040226,1605,{962DB38D-BABD-43F0-AF8E-6B3C0964C131},Elim,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,15,010S,018W,K,2.4,
-533862.500488994,1465251.0985118,1606,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},Emmonak,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,17,031N,081W,S,7.5,1.1
-611354.424221957,1336742.93808656,1607,{8ECE306F-1205-474A-AF5D-5A82326AFDD3},Chevak,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kashunamiut School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,27,017N,090W,S,1.1,0.1
-277207.120872475,1299381.93357958,1608,{493BC9A8-7869-476D-9319-B88C76EB388A},Chuathbaluk,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,10,017N,055W,S,3.5,1.8
-261536.801805181,990939.243875891,1609,{16FFACBB-CCBD-4A00-829F-F89904105FD5},Clark's Point,2nd Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,36,015S,056W,S,3.1,0.9
1296627.69138198,875531.322046869,1610,{1F684F46-814E-4675-B09B-A8449105B5E9},Coffman Cove,2nd Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,35,067S,081E,C,10.4,4.5
-553098.010157236,613456.142454847,1611,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},Cold Bay,2nd Class City,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,36,057S,089W,S,54.4,16.6
-394885.190734183,1816964.93492238,1612,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806},Deering,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Nome - 201,20,008N,019W,K,5.1,0.1
402016.95373835,1589787.53174982,1613,{763EEB4F-118C-4AEA-A931-D707FE999A12},Delta Junction,2nd Class City,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,13,010S,010E,F,17.3,0
-680551.237413938,1832482.86785282,1614,{9E47594D-5392-4A49-8FCD-026556C904AE},Diomede,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Southeast Economic Region,Bering Strait Development Council,Nome - 201,7,004N,049W,K,2.8,
-272640.696692714,708170.914671806,1615,{99F023D0-9290-48CE-8E68-5683A57192DC},Chignik,2nd Class City,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,7,045S,058W,S,11.7,4.2
-324000.541170265,1797365.1997631,1616,{2FD931D4-12DB-45C2-834A-4B4559E54BA5},Buckland,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Nome - 201,26,007N,012W,K,1.2,0.2
-566470.863051303,1173895.33647436,1617,{A446B551-74BE-4F56-B131-523C342C41BA},Chefornak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,19,001N,086W,S,5.7,0.8
-130178.283503762,2281005.01007065,1618,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A},Atqasuk,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,18,013N,021W,U,38.9,3.5
-420708.278583235,1225426.14136511,1619,{7B1302D1-C2B4-402C-8C43-141B93681692},Bethel,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,8,008N,071W,S,43.8,5.1
109496.401507577,1886970.73243223,1620,{C4674250-987C-40CD-B550-D246607343D4},Bettles,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,8,024N,018W,F,1.6,
-578884.171153793,1762943.25312878,1621,{01088110-F1CF-4DF6-A7C8-446D20A2B257},Brevig Mission,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,9,002S,038W,K,2.6,0.1
60176.824355894,1845337.73673645,1622,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},Allakaket,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,14,020N,024W,F,3.6,0.7
-168357.796042103,1908076.86269952,1623,{E98663F6-E635-4427-85F1-48E3042D196E},Ambler,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,31,020N,005E,K,9.5,1.3
94894.1751459759,2021732.21131396,1624,{C8F22DE3-2D24-49CD-A867-3855226D712F},Anaktuvuk Pass,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,18,015S,002E,U,4.8,0.1
231980.126647679,1606209.55215741,1625,{3999FA6E-F8E0-4528-9406-C991F8BB8C52},Anderson,2nd Class City,Community,Denali Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,5,007S,008W,F,46.7,0.5
1144736.49530355,1001399.30409643,1626,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},Angoon,2nd Class City,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Chatham School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,36,050S,067E,C,22.5,16.1
-292239.010092156,1301035.34428872,1627,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},Aniak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,11,017N,057W,S,6.5,2.3
-316464.020166387,1423712.40568258,1628,{AED9D55C-5519-4DA0-A4A7-28349D8498CD},Anvik,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Kuskokwim - 403,32,030N,058W,S,9.5,2.4
-1366062.6920054,452266.93070329,1629,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},Atka,2nd Class City,Community,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutian Region School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,22,092S,176W,S,8.7,27.4
1042115.23995418,1199030.95630824,1630,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},Skagway,1st Class Borough,Community,Municipality of Skagway,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Skagway School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Skagway - 111,12,028S,059E,C,452.4,11.9
1296030.65760968,812250.477347349,1631,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B},Craig,1st Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Craig City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,5,074S,081E,C,6.7,2.7
-255124.356889429,1013454.33727143,1632,{08E18522-8DAC-4DFC-975E-26751FE81958},Dillingham,1st Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Dillingham City School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,21,013S,055W,S,36.84,397.94
-136929.048131091,1645322.79517116,1633,{9CB98028-F75A-4D46-A951-AB787D2CF82E},Galena,1st Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Galena City School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,6,009S,010E,K,17.9,6.1
138629.431092521,1075412.72159425,1634,{74B62695-129C-4E06-A228-C50EFCC9A872},Homer,1st Class City,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,19,006S,013W,S,10.6,14.9
1076331.88668661,1052302.38252826,1635,{67C77481-D454-4AD4-8099-C6A3005285DE},Hoonah,1st Class City,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Hoonah City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Sitka - 103,28,043S,061E,C,6.6,2.1
1325135.64850376,790122.786706786,1636,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082},Hydaburg,1st Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Hydaburg City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,12,077S,083E,C,0.3,
1198537.96643152,956568.247197351,1637,{2F5F6904-B47C-439D-9AC1-64135C4403A6},Kake,1st Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Kake City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,34,056S,072E,C,8.2,6
-529656.810844552,593924.882474006,1638,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},King Cove,1st Class City,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,22,059S,086W,S,25.3,4.5
1296632.86162785,821637.582139224,1639,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},Klawock,1st Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Klawock City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,9,073S,081E,C,0.6,0.3
-545130.115627811,1662011.78006188,1640,{72E9842F-ABE0-4390-9A93-917EDB1CF17B},Nome,1st Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Nome Public Schools,Northwest Region,Western Transitional,Bering Straits,Southeast Economic Region,Bering Strait Development Council,Nome - 201,36,011S,034W,K,12.5,9.1
1036362.75188977,1023817.93801456,1641,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B},Pelican,1st Class City,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Pelican City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Sitka - 103,20,045S,057E,C,0.6,0.1
-476820.244012596,1374720.1165265,1642,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},Saint Mary's,1st Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Saint Mary's School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,27,023N,076W,S,44,6.3
-411466.861134354,612219.93928279,1643,{BCCD0BE5-1002-4368-A664-108C425C91DD},Sand Point,1st Class City,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,9,056S,073W,S,7.8,21.1
128947.580591873,1051951.17416714,1644,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514},Seldovia,1st Class City,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",Seldovia Village Tribe,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seldovia - 313,31,008S,014W,S,0.4,0.2
90121.6496562936,1691441.77576932,1645,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},Tanana,1st Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Ft. Gibbon - 417,17,004N,022W,F,11.6,4
-821101.945279297,506511.382085757,1646,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0},Unalaska,1st Class City,Community,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Unalaska City School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Bering Strait Development Council,Aleutian Islands - 305,11,073S,118W,S,111,101.3
-101341.337283207,2367854.79997794,1647,{2697EF3A-7387-4208-B455-A046543D1AA7},Utqiagvik,1st Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,5,022N,018W,U,18.4,2.9
240926.821971153,1297506.21747755,1648,{8805779A-5590-497A-82CB-9053953A6555},Wasilla,1st Class City,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,10,017N,001W,S,11.7,0.7
-410419.292109424,612521.081979354,1649,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C},Aleutians East Borough,2nd Class Borough,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,,23,039S,056W,S,6988.1,8023.5
-174131.512002457,973954.57522615,1650,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A},Bristol Bay Borough,2nd Class Borough,Community,Bristol Bay Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Bristol Bay Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,,32,016S,045W,S,504.9,382.8
297183.015943376,1667834.53924264,1651,{B5ACCECA-F853-4F79-AD96-1CCA33463183},Fairbanks North Star Borough,2nd Class Borough,Community,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,,10,001S,001W,F,7361,105.14
160336.429556835,1170577.5215573,1652,{3D00FF95-7311-402B-9DD4-1CE3321F245E},Kenai Peninsula Borough,2nd Class Borough,Community,Kenai Peninsula Borough,,Kenaitze Indian Tribe,,Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,,5,005N,011W,S,16013.3,8741.3
1389547.45199975,828859.515709213,1653,{E60C34A3-5913-4148-9A40-D84C112C6316},Ketchikan Gateway Borough,2nd Class Borough,Community,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,,24,075S,090E,C,4898.9,1981.3
95012.8624791748,866766.046510966,1654,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},Kodiak Island Borough,2nd Class Borough,Community,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,,32,027S,019W,S,6559.8,5463.8
258510.87220626,1300733.82621299,1655,{851E4746-8FE8-4393-9369-E3F9F1633855},Matanuska-Susitna Borough,2nd Class Borough,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,,4,018N,002E,S,24681.5,578.3
-1537200.80409957,470990.071658981,1656,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},Adak,2nd Class City,Community,Aleutians West Census Area,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutian Region School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,11,096S,195W,S,122.4,4.9
-10519.3318614154,771139.191692125,1657,{68670103-A544-40F0-AD9E-7215DEC2434C},Akhiok,2nd Class City,Community,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,28,037S,031W,S,7.9,2.5
-390087.745779022,1235043.28228904,1658,{B9E3D976-5DA3-4850-884A-E7818D521898},Akiak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Yupiit School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,32,010N,067W,S,2,1.1
-766479.910475392,525927.743350198,1659,{D57C95FC-45D5-44E0-B99B-5325C15EBE66},Akutan,2nd Class City,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,11,070S,112W,S,65.58,82.33
-542392.68206103,1456437.72182411,1660,{8142710A-7405-430F-9A0B-C44338B4B31A},Alakanuk,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,14,030N,082W,S,32.4,8.7
-262308.612461073,1040822.18417894,1661,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9},Aleknagik,2nd Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Western Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,25,010S,056W,S,25.87,17.39
