X,Y,CommunityName,ReportingPeriod,ReportingYear,GasRetailGal,EntityName,ReportingSeason,ReportingDate,AsOfDate,OBJECTID
-475945.642041781,1181762.44420864,Tuntutuliak,Oct,2008,6.6,Qinarmiut Corporation,Winter,2008/11/15 09:00:00+00,,1780
-475945.642041781,1181762.44420864,Tuntutuliak,Jun,2009,4.78,Qinarmiut Corporation,Summer,2009/07/15 08:00:00+00,,1680
66076.0433834472,874380.056336525,Port Lions,Jun,2008,4.65,Kizhuyak Oil Sales,Summer,2008/06/15 08:00:00+00,,1862
66076.0433834472,874380.056336525,Port Lions,Nov,2007,4,Kizhuyak Oil Sales,Winter,2007/11/15 09:00:00+00,,1962
66076.0433834472,874380.056336525,Port Lions,Jun,2009,3.75,Kizhuyak Oil Sales,Summer,2009/07/15 08:00:00+00,,1662
66076.0433834472,874380.056336525,Port Lions,Oct,2008,5.85,Kizhuyak Oil Sales,Winter,2008/11/15 09:00:00+00,,1762
66076.0433834472,874380.056336525,Port Lions,Feb,2009,5.6,Kizhuyak Oil Sales,Winter,2009/02/15 09:00:00+00,,1562
138629.431092521,1075412.72159425,Homer,Oct,2008,4.26,Home Run Oil,Winter,2008/11/15 09:00:00+00,,1725
138629.431092521,1075412.72159425,Homer,Jun,2009,3.35,Home Run Oil,Summer,2009/07/15 08:00:00+00,,1625
138629.431092521,1075412.72159425,Homer,Feb,2009,2.69,Home Run Oil,Winter,2009/02/15 09:00:00+00,,1525
138629.431092521,1075412.72159425,Homer,Nov,2007,3.35,Home Run Oil,Winter,2007/11/15 09:00:00+00,,1925
138629.431092521,1075412.72159425,Homer,Jun,2008,4.77,Home Run Oil,Summer,2008/06/15 08:00:00+00,,1825
-334222.042316608,1300232.52489235,Upper Kalskag,Nov,2007,5.15,City of Upper Kalskag,Winter,2007/11/15 09:00:00+00,,1983
-334222.042316608,1300232.52489235,Upper Kalskag,Jun,2008,5.15,City of Upper Kalskag,Summer,2008/06/15 08:00:00+00,,1883
-334222.042316608,1300232.52489235,Upper Kalskag,Oct,2008,6.5,City of Upper Kalskag,Winter,2008/11/15 09:00:00+00,,1783
-334222.042316608,1300232.52489235,Upper Kalskag,Jun,2009,6.5,City of Upper Kalskag,Summer,2009/07/15 08:00:00+00,,1683
-334222.042316608,1300232.52489235,Upper Kalskag,Feb,2009,6.5,City of Upper Kalskag,Winter,2009/02/15 09:00:00+00,,1583
-446969.846134871,1236061.98697927,Atmautluak,Jun,2009,5.29,Atmautluak Limited,Summer,2009/07/15 08:00:00+00,,1599
-446969.846134871,1236061.98697927,Atmautluak,Jun,2007,4.79,Atmautluak Limited,Summer,2007/06/15 08:00:00+00,,1999
-446969.846134871,1236061.98697927,Atmautluak,Nov,2007,4.81,Atmautluak Limited,Winter,2007/11/15 09:00:00+00,,1899
-446969.846134871,1236061.98697927,Atmautluak,Jun,2008,,Atmautluak Limited,Summer,2008/06/15 08:00:00+00,,1799
-446969.846134871,1236061.98697927,Atmautluak,Oct,2008,5.92,Atmautluak Limited,Winter,2008/11/15 09:00:00+00,,1699
449342.259478468,1201051.13508385,Cordova,Jun,2008,5.32,Hovers Mover,Summer,2008/06/15 08:00:00+00,,1808
449342.259478468,1201051.13508385,Cordova,Oct,2008,4.94,Shoreside Petroleum,Winter,2008/11/15 09:00:00+00,,1708
449342.259478468,1201051.13508385,Cordova,Jun,2009,3.8,Hovers Mover,Summer,2009/07/15 08:00:00+00,,1608
449342.259478468,1201051.13508385,Cordova,Feb,2009,3.5,Hovers Mover,Winter,2009/02/15 09:00:00+00,,1508
449342.259478468,1201051.13508385,Cordova,Nov,2007,4.05,Hovers Mover,Winter,2007/11/15 09:00:00+00,,1908
1128714.87957736,1089944.96465042,Juneau,Jun,2009,2.74,Fred Meyer,Summer,2009/07/15 08:00:00+00,,1630
1128714.87957736,1089944.96465042,Juneau,Feb,2009,2.2,Fred Meyer,Winter,2009/02/15 09:00:00+00,,1530
1128714.87957736,1089944.96465042,Juneau,Nov,2007,3.31,Fred Meyer,Winter,2007/11/15 09:00:00+00,,1930
1128714.87957736,1089944.96465042,Juneau,Jun,2008,4.42,Fred Meyer,Summer,2008/06/15 08:00:00+00,,1830
1128714.87957736,1089944.96465042,Juneau,Oct,2008,4.25,Fred Meyer,Winter,2008/11/15 09:00:00+00,,1730
1296030.65760968,812250.477347349,Craig,Nov,2007,3.42,Petro Marine,Winter,2007/11/15 09:00:00+00,,1909
1296030.65760968,812250.477347349,Craig,Oct,2008,3.64,Petro Marine,Winter,2008/11/15 09:00:00+00,,1709
1296030.65760968,812250.477347349,Craig,Jun,2008,4.26,Petro Marine,Summer,2008/06/15 08:00:00+00,,1809
1296030.65760968,812250.477347349,Craig,Jun,2009,2.91,Petro Marine,Summer,2009/07/15 08:00:00+00,,1609
1296030.65760968,812250.477347349,Craig,Feb,2009,2.71,Petro Marine,Winter,2009/02/15 09:00:00+00,,1509
-384325.307776448,1333013.66724658,Russian Mission,Jun,2008,5.52,Russian Mission Corporation,Summer,2008/06/15 08:00:00+00,,1865
-384325.307776448,1333013.66724658,Russian Mission,Oct,2008,6.05,Russian Mission Corporation,Winter,2008/11/15 09:00:00+00,,1765
-384325.307776448,1333013.66724658,Russian Mission,Jun,2009,5.99,Russian Mission Corporation,Summer,2009/07/15 08:00:00+00,,1665
-384325.307776448,1333013.66724658,Russian Mission,Feb,2009,6.05,Russian Mission Corporation,Winter,2009/02/15 09:00:00+00,,1565
-384325.307776448,1333013.66724658,Russian Mission,Nov,2007,5.52,Russian Mission Corporation,Winter,2007/11/15 09:00:00+00,,1965
1198537.96643152,956568.247197351,Kake,Nov,2007,3.9,Kake Tribal Fuel,Winter,2007/11/15 09:00:00+00,,1931
1198537.96643152,956568.247197351,Kake,Jun,2008,5.34,Kake Tribal Fuel,Summer,2008/06/15 08:00:00+00,,1831
1198537.96643152,956568.247197351,Kake,Oct,2008,5.45,Kake Tribal Fuel,Winter,2008/11/15 09:00:00+00,,1731
1198537.96643152,956568.247197351,Kake,Jun,2009,3.63,Kake Tribal Fuel,Summer,2009/07/15 08:00:00+00,,1631
1198537.96643152,956568.247197351,Kake,Feb,2009,3.33,Kake Tribal Fuel,Winter,2009/02/15 09:00:00+00,,1531
43179.509619964,801115.998141873,Old Harbor,Nov,2007,4.17,City of Old Harbor,Winter,2007/11/15 09:00:00+00,,1955
43179.509619964,801115.998141873,Old Harbor,Oct,2008,,City of Old Harbor,Winter,2008/11/15 09:00:00+00,,1755
43179.509619964,801115.998141873,Old Harbor,Jun,2008,5.83,City of Old Harbor,Summer,2008/06/15 08:00:00+00,,1855
43179.509619964,801115.998141873,Old Harbor,Jun,2009,3.19,City of Old Harbor,Summer,2009/07/15 08:00:00+00,,1655
43179.509619964,801115.998141873,Old Harbor,Feb,2009,3.86,City of Old Harbor,Winter,2009/02/15 09:00:00+00,,1555
-338182.669797935,1681583.81082618,Koyuk,Feb,2009,7.71,Koyuk Native Corporation,Winter,2009/02/15 09:00:00+00,,1540
-338182.669797935,1681583.81082618,Koyuk,Nov,2007,3.98,Koyuk Native Corporation,Winter,2007/11/15 09:00:00+00,,1940
-338182.669797935,1681583.81082618,Koyuk,Jun,2008,3.98,Koyuk Native Corporation,Summer,2008/06/15 08:00:00+00,,1840
-338182.669797935,1681583.81082618,Koyuk,Oct,2008,7.71,Koyuk Native Corporation,Winter,2008/11/15 09:00:00+00,,1740
-338182.669797935,1681583.81082618,Koyuk,Jun,2009,5.58,Koyuk Native Corporation,Summer,2009/07/15 08:00:00+00,,1640
-411466.861134354,612219.93928279,Sand Point,Jun,2009,3.45,Trident Seafoods,Summer,2009/07/15 08:00:00+00,,1668
-411466.861134354,612219.93928279,Sand Point,Feb,2009,3.09,Trident Seafoods,Winter,2009/02/15 09:00:00+00,,1568
-411466.861134354,612219.93928279,Sand Point,Nov,2007,3.24,Trident Seafoods,Winter,2007/11/15 09:00:00+00,,1968
-411466.861134354,612219.93928279,Sand Point,Jun,2008,4.45,Trident Seafoods,Summer,2008/06/15 08:00:00+00,,1868
-411466.861134354,612219.93928279,Sand Point,Oct,2008,4.05,Trident Seafoods,Winter,2008/11/15 09:00:00+00,,1768
-47715.5850566393,1109006.41072581,Nondalton,Nov,2007,6.13,City of Nondalton,Winter,2007/11/15 09:00:00+00,,1950
-47715.5850566393,1109006.41072581,Nondalton,Jun,2008,7.82,City of Nondalton,Summer,2008/06/15 08:00:00+00,,1850
-47715.5850566393,1109006.41072581,Nondalton,Oct,2008,7.7,City of Nondalton,Winter,2008/11/15 09:00:00+00,,1750
-47715.5850566393,1109006.41072581,Nondalton,Jun,2009,6.49,City of Nondalton,Summer,2009/07/15 08:00:00+00,,1650
-47715.5850566393,1109006.41072581,Nondalton,Feb,2009,5.95,City of Nondalton,Winter,2009/02/15 09:00:00+00,,1550
-195453.203694237,1646254.07648895,Nulato,Jun,2008,6,City of Nulato,Summer,2008/06/15 08:00:00+00,,1853
-195453.203694237,1646254.07648895,Nulato,Oct,2008,5.75,City of Nulato,Winter,2008/11/15 09:00:00+00,,1753
-195453.203694237,1646254.07648895,Nulato,Jun,2009,5.75,City of Nulato,Summer,2009/07/15 08:00:00+00,,1653
-195453.203694237,1646254.07648895,Nulato,Feb,2009,5.75,City of Nulato,Winter,2009/02/15 09:00:00+00,,1553
-195453.203694237,1646254.07648895,Nulato,Nov,2007,5,City of Nulato,Winter,2007/11/15 09:00:00+00,,1953
1261271.08419403,957469.206997323,Petersburg,Oct,2008,4.05,Petro Marine,Winter,2008/11/15 09:00:00+00,,1758
1261271.08419403,957469.206997323,Petersburg,Jun,2009,2.71,Petro Marine,Summer,2009/07/15 08:00:00+00,,1658
1261271.08419403,957469.206997323,Petersburg,Feb,2009,2.63,Petro Marine,Winter,2009/02/15 09:00:00+00,,1558
1261271.08419403,957469.206997323,Petersburg,Nov,2007,3.41,Petro Marine,Winter,2007/11/15 09:00:00+00,,1958
1261271.08419403,957469.206997323,Petersburg,Jun,2008,4.31,Petro Marine,Summer,2008/06/15 08:00:00+00,,1858
-604790.129936927,1371265.24459968,Scammon Bay,Oct,2008,6.93,Askinuk Corporation,Winter,2008/11/15 09:00:00+00,,1770
-604790.129936927,1371265.24459968,Scammon Bay,Jun,2009,6.93,Askinuk Corporation,Summer,2009/07/15 08:00:00+00,,1670
-604790.129936927,1371265.24459968,Scammon Bay,Feb,2009,6.93,Askinuk Corporation,Winter,2009/02/15 09:00:00+00,,1570
-604790.129936927,1371265.24459968,Scammon Bay,Nov,2007,4.87,Askinuk Corporation,Winter,2007/11/15 09:00:00+00,,1970
-604790.129936927,1371265.24459968,Scammon Bay,Jun,2008,5,Askinuk Corporation,Summer,2008/06/15 08:00:00+00,,1870
1238268.67859453,896185.506006416,Point Baker,Nov,2007,3.9,Point Baker Trading Post,Winter,2007/11/15 09:00:00+00,,1960
1238268.67859453,896185.506006416,Point Baker,Jun,2008,5.5,Point Baker Trading Post,Summer,2008/06/15 08:00:00+00,,1860
1238268.67859453,896185.506006416,Point Baker,Oct,2008,8.8,Point Baker Trading Post,Winter,2008/11/15 09:00:00+00,,1760
1238268.67859453,896185.506006416,Point Baker,Jun,2009,8,Point Baker Trading Post,Summer,2009/07/15 08:00:00+00,,1660
1238268.67859453,896185.506006416,Point Baker,Feb,2009,8.8,Point Baker Trading Post,Winter,2009/02/15 09:00:00+00,,1560
-167084.821254186,1306713.95158893,Sleetmute,Feb,2009,7.7,Henry Hill Store,Winter,2009/02/15 09:00:00+00,,1573
-167084.821254186,1306713.95158893,Sleetmute,Nov,2007,6.35,Henry Hill Store,Winter,2007/11/15 09:00:00+00,,1973
-167084.821254186,1306713.95158893,Sleetmute,Jun,2008,7.7,Henry Hill Store,Summer,2008/06/15 08:00:00+00,,1873
-167084.821254186,1306713.95158893,Sleetmute,Oct,2008,7.7,Henry Hill Store,Winter,2008/11/15 09:00:00+00,,1773
-167084.821254186,1306713.95158893,Sleetmute,Jun,2009,6.1,Henry Hill Store,Summer,2009/07/15 08:00:00+00,,1673
-637703.69598663,1341749.41966851,Hooper Bay,Jun,2008,5.32,Crowley Marine,Summer,2008/06/15 08:00:00+00,,1827
-637703.69598663,1341749.41966851,Hooper Bay,Oct,2008,7.16,Crowley Marine,Winter,2008/11/15 09:00:00+00,,1727
-637703.69598663,1341749.41966851,Hooper Bay,Jun,2009,7.45,Crowley Marine,Summer,2009/07/15 08:00:00+00,,1627
-637703.69598663,1341749.41966851,Hooper Bay,Feb,2009,7.16,Crowley Marine,Winter,2009/02/15 09:00:00+00,,1527
-637703.69598663,1341749.41966851,Hooper Bay,Nov,2007,5.32,Crowley Marine,Winter,2007/11/15 09:00:00+00,,1927
-187051.232425995,1055625.0881875,New Stuyahok,Jun,2009,5.57,New Stuyahok Village Corporation,Summer,2009/07/15 08:00:00+00,,1649
-187051.232425995,1055625.0881875,New Stuyahok,Feb,2009,6.34,New Stuyahok Village Corporation,Winter,2009/02/15 09:00:00+00,,1549
-187051.232425995,1055625.0881875,New Stuyahok,Nov,2007,5.46,New Stuyahok Village Corporation,Winter,2007/11/15 09:00:00+00,,1949
-187051.232425995,1055625.0881875,New Stuyahok,Jun,2008,6.1,New Stuyahok Village Corporation,Summer,2008/06/15 08:00:00+00,,1849
-187051.232425995,1055625.0881875,New Stuyahok,Oct,2008,6.34,New Stuyahok Village Corporation,Winter,2008/11/15 09:00:00+00,,1749
90121.6496562936,1691441.77576932,Tanana,Jun,2009,5.59,Tanana Tribal Council,Summer,2009/07/15 08:00:00+00,,1675
90121.6496562936,1691441.77576932,Tanana,Feb,2009,6.39,Tanana Tribal Council,Winter,2009/02/15 09:00:00+00,,1575
90121.6496562936,1691441.77576932,Tanana,Nov,2007,4.99,Tanana Tribal Council,Winter,2007/11/15 09:00:00+00,,1975
90121.6496562936,1691441.77576932,Tanana,Jun,2008,5.7,Tanana Tribal Council,Summer,2008/06/15 08:00:00+00,,1875
90121.6496562936,1691441.77576932,Tanana,Oct,2008,6.39,Tanana Tribal Council,Winter,2008/11/15 09:00:00+00,,1775
-504640.533465355,1383006.48491385,Mountain Village,Jun,2008,5.01,Azachorak Fuel,Summer,2008/06/15 08:00:00+00,,1846
-504640.533465355,1383006.48491385,Mountain Village,Oct,2008,6.5,Azachorak Fuel,Winter,2008/11/15 09:00:00+00,,1746
-504640.533465355,1383006.48491385,Mountain Village,Jun,2009,6.42,Azachorak Fuel,Summer,2009/07/15 08:00:00+00,,1646
-504640.533465355,1383006.48491385,Mountain Village,Feb,2009,6.5,Azachorak Fuel,Winter,2009/02/15 09:00:00+00,,1546
-504640.533465355,1383006.48491385,Mountain Village,Nov,2007,5.01,Azachorak Fuel,Winter,2007/11/15 09:00:00+00,,1946
-398870.645006686,1525392.61226927,Saint Michael,Nov,2007,4.98,Saint Michael Fuel Company,Winter,2007/11/15 09:00:00+00,,1967
-398870.645006686,1525392.61226927,Saint Michael,Jun,2008,5.18,Saint Michael Fuel Company,Summer,2008/06/15 08:00:00+00,,1867
-398870.645006686,1525392.61226927,Saint Michael,Oct,2008,7.8,Saint Michael Fuel Company,Winter,2008/11/15 09:00:00+00,,1767
-398870.645006686,1525392.61226927,Saint Michael,Jun,2009,7.8,Saint Michael Fuel Company,Summer,2009/07/15 08:00:00+00,,1667
-398870.645006686,1525392.61226927,Saint Michael,Feb,2009,7.8,Saint Michael Fuel Company,Winter,2009/02/15 09:00:00+00,,1567
-533862.500488994,1465251.0985118,Emmonak,Jul,2014,6.78,Emmonak Corp. Tank Farm,Summer,2014/07/15 08:00:00+00,,2136
-533862.500488994,1465251.0985118,Emmonak,Jul,2013,6.46,Emmonak Corp. Tank Farm,Summer,2013/07/15 08:00:00+00,,2236
-533862.500488994,1465251.0985118,Emmonak,Jun,2007,4.89,Emmonak Corp. Tank Farm,Summer,2007/06/15 08:00:00+00,,2325
-533862.500488994,1465251.0985118,Emmonak,Nov,2006,4.89,Emmonak Corp. Tank Farm,Winter,2006/11/15 09:00:00+00,,2425
-533862.500488994,1465251.0985118,Emmonak,Jul,2015,5,Emmonak Corp. Tank Farm,Summer,2015/07/15 08:00:00+00,,2036
-533862.500488994,1465251.0985118,Emmonak,Jul,2018,6.9056,Emmonak Corp. Tank Farm,Summer,2018/07/15 08:00:00+00,,2025
-299104.583730028,1371169.35640814,Holy Cross,Jun,2007,5.65,Holy Cross Oil Company,Summer,2007/06/15 08:00:00+00,,2335
-299104.583730028,1371169.35640814,Holy Cross,Jul,2013,7.35,Holy Cross Oil Company,Summer,2013/07/15 08:00:00+00,,2246
-299104.583730028,1371169.35640814,Holy Cross,Jul,2014,7.35,Holy Cross Oil Company,Summer,2014/07/15 08:00:00+00,,2146
-299104.583730028,1371169.35640814,Holy Cross,Jul,2015,7.35,Holy Cross Oil Company,Summer,2015/07/15 08:00:00+00,,2046
-299104.583730028,1371169.35640814,Holy Cross,Nov,2006,5.65,Holy Cross Oil Company,Winter,2006/11/15 09:00:00+00,,2435
1144736.49530355,1001399.30409643,Angoon,Nov,2006,3.7,Angoon Oil and Gas,Winter,2006/11/15 09:00:00+00,,2406
1144736.49530355,1001399.30409643,Angoon,Jul,2018,4.61,Angoon Oil and Gas,Summer,2018/07/15 08:00:00+00,,2006
1144736.49530355,1001399.30409643,Angoon,Jul,2013,5.08,Angoon Oil and Gas,Summer,2013/07/15 08:00:00+00,,2217
1144736.49530355,1001399.30409643,Angoon,Jul,2014,4.87,Angoon Oil and Gas,Summer,2014/07/15 08:00:00+00,,2117
-261536.801805181,990939.243875891,Clark's Point,Nov,2006,4.45,City of Clark's Point,Winter,2006/11/15 09:00:00+00,,2418
-261536.801805181,990939.243875891,Clark's Point,Jun,2007,4.7,City of Clark's Point,Summer,2007/06/15 08:00:00+00,,2318
-261536.801805181,990939.243875891,Clark's Point,Jul,2018,4.77,City of Clark's Point,Summer,2018/07/15 08:00:00+00,,2018
-261536.801805181,990939.243875891,Clark's Point,Jul,2013,6,City of Clark's Point,Summer,2013/07/15 08:00:00+00,,2229
-261536.801805181,990939.243875891,Clark's Point,Jul,2014,,City of Clark's Point,Summer,2014/07/15 08:00:00+00,,2129
-261536.801805181,990939.243875891,Clark's Point,Jul,2015,,City of Clark's Point,Summer,2015/07/15 08:00:00+00,,2029
-463440.278725839,1359992.70645285,Pilot Station,Jul,2015,6.4,Pilot Station Native Corporation,Summer,2015/07/15 08:00:00+00,,2081
-463440.278725839,1359992.70645285,Pilot Station,Nov,2006,5.41,Pilot Station Native Corporation,Winter,2006/11/15 09:00:00+00,,2470
-463440.278725839,1359992.70645285,Pilot Station,Jun,2007,5.85,Pilot Station Native Corporation,Summer,2007/06/15 08:00:00+00,,2370
-463440.278725839,1359992.70645285,Pilot Station,Jul,2013,8.03,Pilot Station Native Corporation,Summer,2013/07/15 08:00:00+00,,2281
-463440.278725839,1359992.70645285,Pilot Station,Jul,2014,8.03,Pilot Station Native Corporation,Summer,2014/07/15 08:00:00+00,,2181
-604707.768126036,1222202.94569942,Toksook Bay,Jul,2013,7.78,Nunakauiak Yupik Corporation,Summer,2013/07/15 08:00:00+00,,2301
-604707.768126036,1222202.94569942,Toksook Bay,Jul,2014,7.33,Nunakauiak Yupik Corporation,Summer,2014/07/15 08:00:00+00,,2201
-604707.768126036,1222202.94569942,Toksook Bay,Jul,2015,7.1,Nunakauiak Yupik Corporation,Summer,2015/07/15 08:00:00+00,,2101
-604707.768126036,1222202.94569942,Toksook Bay,Nov,2006,5.44,Nunakauiak Yupik Corporation,Winter,2006/11/15 09:00:00+00,,2490
-604707.768126036,1222202.94569942,Toksook Bay,Jun,2007,5.89,Nunakauiak Yupik Corporation,Summer,2007/06/15 08:00:00+00,,2390
-821101.945279297,506511.382085757,Unalaska,Jul,2015,4.15,Delta Western,Summer,2015/07/15 08:00:00+00,,2104
-821101.945279297,506511.382085757,Unalaska,Jun,2007,3.2,Delta Western,Summer,2007/06/15 08:00:00+00,,2393
-821101.945279297,506511.382085757,Unalaska,Nov,2006,2.95,Delta Western,Winter,2006/11/15 09:00:00+00,,2493
-821101.945279297,506511.382085757,Unalaska,Jul,2013,4.35,Delta Western,Summer,2013/07/15 08:00:00+00,,2304
-821101.945279297,506511.382085757,Unalaska,Jul,2014,5.05,Delta Western,Summer,2014/07/15 08:00:00+00,,2204
-11727.409237893,1787572.07370767,Hughes,Jul,2014,9.5,City of Hughes,Summer,2014/07/15 08:00:00+00,,2150
-11727.409237893,1787572.07370767,Hughes,Jul,2015,9.5,City of Hughes,Summer,2015/07/15 08:00:00+00,,2050
-11727.409237893,1787572.07370767,Hughes,Nov,2006,5.5,City of Hughes,Winter,2006/11/15 09:00:00+00,,2439
-11727.409237893,1787572.07370767,Hughes,Jun,2007,6,City of Hughes,Summer,2007/06/15 08:00:00+00,,2339
-11727.409237893,1787572.07370767,Hughes,Jul,2013,8.25,City of Hughes,Summer,2013/07/15 08:00:00+00,,2250
57879.5116973947,1844678.29560101,Alatna,Jul,2013,7,Alatna Traditional Council,Summer,2013/07/15 08:00:00+00,,2214
57879.5116973947,1844678.29560101,Alatna,Jul,2014,,Alatna Traditional Council,Summer,2014/07/15 08:00:00+00,,2114
57879.5116973947,1844678.29560101,Alatna,Nov,2006,5,Alatna Traditional Council,Winter,2006/11/15 09:00:00+00,,2403
57879.5116973947,1844678.29560101,Alatna,Jul,2018,7.5,Alatna Traditional Council,Summer,2018/07/15 08:00:00+00,,2003
-431808.216810717,1038370.39728577,Goodnews Bay,Jul,2013,6.44,Mumtram Pikkai Village Corporation,Summer,2013/07/15 08:00:00+00,,2242
-431808.216810717,1038370.39728577,Goodnews Bay,Jul,2014,6.63,Mumtram Pikkai Village Corporation,Summer,2014/07/15 08:00:00+00,,2142
-431808.216810717,1038370.39728577,Goodnews Bay,Jul,2015,6.45,Mumtram Pikkai Village Corporation,Summer,2015/07/15 08:00:00+00,,2042
-431808.216810717,1038370.39728577,Goodnews Bay,Nov,2006,4.99,Mumtram Pikkai Village Corporation,Winter,2006/11/15 09:00:00+00,,2431
-431808.216810717,1038370.39728577,Goodnews Bay,Jun,2007,4.99,Mumtram Pikkai Village Corporation,Summer,2007/06/15 08:00:00+00,,2331
-1366062.6920054,452266.93070329,Atka,Jul,2018,7.35,Atka Native Store,Summer,2018/07/15 08:00:00+00,,2009
-1366062.6920054,452266.93070329,Atka,Jul,2013,7.9,Atka Native Store,Summer,2013/07/15 08:00:00+00,,2220
-1366062.6920054,452266.93070329,Atka,Jul,2014,7.65,Atka Native Store,Summer,2014/07/15 08:00:00+00,,2120
-1366062.6920054,452266.93070329,Atka,Nov,2006,5.34,Atka Native Store,Winter,2006/11/15 09:00:00+00,,2409
-390087.745779022,1235043.28228904,Akiak,Jul,2014,6.9,Kokarmiut Corporation,Summer,2014/07/15 08:00:00+00,,2112
-390087.745779022,1235043.28228904,Akiak,Nov,2006,4.95,Kokarmiut Corporation,Winter,2006/11/15 09:00:00+00,,2401
-390087.745779022,1235043.28228904,Akiak,Jul,2018,5.65,Kokarmiut Corporation,Summer,2018/07/15 08:00:00+00,,2001
-390087.745779022,1235043.28228904,Akiak,Jul,2013,6.9,Kokarmiut Corporation,Summer,2013/07/15 08:00:00+00,,2212
1076331.88668661,1052302.38252826,Hoonah,Nov,2006,3.23,Hoonah Trading ,Winter,2006/11/15 09:00:00+00,,2437
1076331.88668661,1052302.38252826,Hoonah,Jul,2013,4.35,Hoonah Trading ,Summer,2013/07/15 08:00:00+00,,2248
1076331.88668661,1052302.38252826,Hoonah,Jul,2015,3.76,Hoonah Trading ,Summer,2015/07/15 08:00:00+00,,2048
1076331.88668661,1052302.38252826,Hoonah,Jun,2007,3.78,Hoonah Trading ,Summer,2007/06/15 08:00:00+00,,2337
1076331.88668661,1052302.38252826,Hoonah,Jul,2014,4.09,Hoonah Trading ,Summer,2014/07/15 08:00:00+00,,2148
-394885.190734183,1816964.93492238,Deering,Jul,2018,3.09,Deering IRA,Summer,2018/07/15 08:00:00+00,,2021
-394885.190734183,1816964.93492238,Deering,Jul,2013,6.75,Deering IRA,Summer,2013/07/15 08:00:00+00,,2232
-394885.190734183,1816964.93492238,Deering,Jul,2014,6.96,Deering IRA,Summer,2014/07/15 08:00:00+00,,2132
-394885.190734183,1816964.93492238,Deering,Jul,2015,6.95,Deering IRA,Summer,2015/07/15 08:00:00+00,,2032
-394885.190734183,1816964.93492238,Deering,Nov,2006,3.75,Deering IRA,Winter,2006/11/15 09:00:00+00,,2421
-394885.190734183,1816964.93492238,Deering,Jun,2007,3.8,Deering IRA,Summer,2007/06/15 08:00:00+00,,2321
505210.692464188,1318323.26146793,Chitina,Jun,2007,3.14,Chitina Services,Summer,2007/06/15 08:00:00+00,,2316
505210.692464188,1318323.26146793,Chitina,Jul,2018,3.77,Chitina Services,Summer,2018/07/15 08:00:00+00,,2016
505210.692464188,1318323.26146793,Chitina,Jul,2013,4.49,Chitina Services,Summer,2013/07/15 08:00:00+00,,2227
505210.692464188,1318323.26146793,Chitina,Jul,2014,4.83,Chitina Services,Summer,2014/07/15 08:00:00+00,,2127
505210.692464188,1318323.26146793,Chitina,Nov,2006,2.73,Crowley Fuel,Winter,2006/11/15 09:00:00+00,,2416
-227607.668616794,2305095.9767901,Wainwright,Jul,2013,6.87,Olgoonik Corporation,Summer,2013/07/15 08:00:00+00,,2308
-227607.668616794,2305095.9767901,Wainwright,Jul,2014,6.87,Olgoonik Corporation,Summer,2014/07/15 08:00:00+00,,2208
-227607.668616794,2305095.9767901,Wainwright,Jul,2015,6.87,Olgoonik Corporation,Summer,2015/07/15 08:00:00+00,,2108
-227607.668616794,2305095.9767901,Wainwright,Nov,2006,4.83,Olgoonik Corporation,Winter,2006/11/15 09:00:00+00,,2497
-227607.668616794,2305095.9767901,Wainwright,Jun,2007,5.02,Olgoonik Corporation,Summer,2007/06/15 08:00:00+00,,2397
-944349.868773236,843619.420781122,Saint George,Jul,2015,7.8,Delta Fuel Company,Summer,2015/07/15 08:00:00+00,,2088
-944349.868773236,843619.420781122,Saint George,Nov,2006,7.27,Delta Fuel Company,Winter,2006/11/15 09:00:00+00,,2477
-944349.868773236,843619.420781122,Saint George,Jun,2007,4.08,Delta Fuel Company,Summer,2007/06/15 08:00:00+00,,2377
-944349.868773236,843619.420781122,Saint George,Jul,2013,7.72,Delta Fuel Company,Summer,2013/07/15 08:00:00+00,,2288
-944349.868773236,843619.420781122,Saint George,Jul,2014,8.17,Delta Fuel Company,Summer,2014/07/15 08:00:00+00,,2188
297451.122482249,1667250.52584127,Fairbanks,Jul,2018,3.55,Alaska Petroleum,Summer,2018/07/15 08:00:00+00,,2026
297451.122482249,1667250.52584127,Fairbanks,Jul,2013,4.05,Petro Star - Flint Hill,Summer,2013/07/15 08:00:00+00,,2237
297451.122482249,1667250.52584127,Fairbanks,Jul,2014,4.26,Petro Star - Flint Hill,Summer,2014/07/15 08:00:00+00,,2137
297451.122482249,1667250.52584127,Fairbanks,Jul,2015,3.5,Petro Star - Flint Hill,Summer,2015/07/15 08:00:00+00,,2037
297451.122482249,1667250.52584127,Fairbanks,Nov,2006,2.49,Mike's Chevron,Winter,2006/11/15 09:00:00+00,,2426
297451.122482249,1667250.52584127,Fairbanks,Jun,2007,2.89,Petro Star - Flint Hill,Summer,2007/06/15 08:00:00+00,,2326
-255124.356889429,1013454.33727143,Dillingham,Jul,2013,6.63,Delta Western,Summer,2013/07/15 08:00:00+00,,2234
-255124.356889429,1013454.33727143,Dillingham,Nov,2006,4.61,Delta Western,Winter,2006/11/15 09:00:00+00,,2423
-255124.356889429,1013454.33727143,Dillingham,Jul,2014,7.52,Delta Western,Summer,2014/07/15 08:00:00+00,,2134
-255124.356889429,1013454.33727143,Dillingham,Jul,2015,6.15,Delta Western,Summer,2015/07/15 08:00:00+00,,2034
