X,Y,OBJECTID,EntityName,EntityType,AlternateName,Address,City,State,Phone,AltPhone,Fax,WebSite,Email,CommunityName,ZIPCode,AltFax,AsOfDate
-168359.015507785,1908076.91542096,1188,Native Village of Ambler,Federally Recognized Tribe,,PO Box 47,Ambler,AK,+1 (907) 445-2238,,+1 (907) 445-2257,,tribemanager@ivisaappaat.org,Ambler,99786,,2023/03/01 09:00:00+00
-138066.033296481,1884423.63733658,1189,Native Village of Shungnak,Federally Recognized Tribe,,PO Box 73064,Shungnak,AK,+1 (907) 437-2163,,+1 (907) 437-2183,,"tribeclerk@issingnak.org; tribeadmin@issingnak.org",Shungnak,99773,,2023/03/01 09:00:00+00
-447901.542750638,689960.63172887,1190,Native Village of Nelson Lagoon,Federally Recognized Tribe,,PO Box 913,Nelson Lagoon,AK,+1 (907) 989-2204,,+1 (907) 989-2234,,"pgunde1361@gci.com; jgunde1125@aol.com; nelsonlagoonentities@gmail.com",Nelson Lagoon,99571,,2023/03/01 09:00:00+00
-563048.986264424,530495.95346518,1191,Pauloff Harbor Village,Federally Recognized Tribe,,PO Box 97,Sand Point,AK,+1 (907) 383-6075,,+1 (907) 383-6094,http://www.pauloffharbortribe.org,pauloffadmn@outlook.com,Pauloff Harbor,99661,,2023/03/01 09:00:00+00
129044.446321741,1119364.99602203,1192,Ninilchik Village,Federally Recognized Tribe,,PO Box 39070,Ninilchik,AK,+1 (907) 567-3313,,+1 (907) 567-3308,http://www.ninilchiktribe-nsn.gov,"ntc@ninilchiktribe-nsn.gov; ivan@ninilchiktribe-nsn.gov",Ninilchik,99639,,2023/03/01 09:00:00+00
-373149.436221529,1254734.12369385,1193,Tuluksak Native Community,Federally Recognized Tribe,,PO Box 95,Tuluksak,AK,+1 (907) 695-6420,,+1 (907) 695-6932,,tuluksak99679@gmail.com,Tuluksak,99679-0095,,2023/03/01 09:00:00+00
-401781.971546647,1237051.74614264,1194,Akiachak Native Community,Federally Recognized Tribe,,PO Box 51070,Akiachak,AK,+1 (907) 825-4626,,+1 (907) 825-4029,,"anc_me@yahoo.com; anc_tribalcouncils@yahoo.com",Akiachak,99551-0070,,2023/03/01 09:00:00+00
-459493.036753183,1241856.72899398,1195,Kasigluk Traditional Elders Council,Federally Recognized Tribe,Kasigluk Traditional Council,PO Box 19,Kasigluk,AK,+1 (907) 477-6405,,+1 (907) 477-6212,,kasigluk.admin@gmail.com,Kasigluk,99609-0019,,2023/03/01 09:00:00+00
-203122.023166344,839451.616636022,1196,Ugashik Village,Federally Recognized Tribe,,2525 Blueberry Road Suite 205,Anchorage,AK,+1 (907) 338-7611,,+1 (907) 338-7659,http://www.ugashikvillage.com,"manager@ugashikvillage.com; president@ugashikvillage.com; taa@ugashikvillage.com; info@ugashikvillage.com",Ugashik,99503,,2023/03/01 09:00:00+00
1296029.36558087,812250.576492947,1197,Craig Tribal Association,Federally Recognized Tribe,,PO Box 828,Craig,AK,+1 (907) 826-3996,,+1 (907) 826-3997,http://www.craigtribe.org,tribal.admin@craigtribe.org,Craig,99921,,2023/03/01 09:00:00+00
354054.042572951,2041227.39298027,1198,Arctic Village,Federally Recognized Tribe,Native Village of Venetie Tribal Government,PO Box 22069,Arctic Village,AK,+1 (907) 587-5523,,+1 (907) 587-5128,,"av_council@hotmail.com; margoriegemmillava@gmail.com; avc.robertsam@gmail.com",Arctic Village,99722,,2023/03/01 09:00:00+00
-604708.940679213,1222203.06208921,1199,Nunakauyarmiut Tribe,Federally Recognized Tribe,,PO Box 37048,Toksook Bay,AK,+1 (907) 427-7114,,+1 (907) 427-7714,,"nunakauyak@ak.net; robert@ntcak.com",Toksook Bay,99637-7048,,2023/03/01 09:00:00+00
-410657.157081019,1531965.93288483,1200,Stebbins Community Association,Federally Recognized Tribe,,PO Box 71002,Stebbins,AK,+1 (907) 934-2393,,+1 (907) 934-3560,,"scaira.tapraq@yahoo.com; tc.wbb@kawerak.org",Stebbins,99671,,2023/03/01 09:00:00+00
-611414.696738958,1229766.58859209,1201,Native Village of Tununak,Federally Recognized Tribe,,PO Box 77,Tununak,AK,+1 (907) 652-6527,,+1 (907) 652-6011,,"tribe2work@yahoo.com; nativevillagetununak@gmail.com",Tununak,99681,,2023/03/01 09:00:00+00
-566472.040459798,1173895.45756847,1202,Village of Chefornak,Federally Recognized Tribe,,PO Box 110,Chefornak,AK,+1 (907) 867-8500,,+1 (907) 867-8711,,"cyf_tcoffice@yahoo.com; presidentchefornaktc@gmail.com",Chefornak,99561-0110,,2023/03/01 09:00:00+00
-456575.14463536,1692668.33983796,1203,Native Village of Council,Federally Recognized Tribe,,PO Box 2050,Nome,AK,+1 (907) 443-7649,,+1 (907) 443-5965,http://www.kawerak.org,tc.cou@kawerak.org,Council,99762,,2023/03/01 09:00:00+00
-516807.165479186,1730626.80726666,1204,Native Village of Mary's Igloo,Federally Recognized Tribe,,PO Box 546,Teller,AK,+1 (907) 642-3731,,+1 (907) 642-2189,,tcmi@kawerak.orgtc.mi@kawerak.org,Mary's Igloo,99778,,2023/03/01 09:00:00+00
389072.307254684,1871099.7990719,1205,Native Village of Fort Yukon,Federally Recognized Tribe,,PO Box 126,Fort Yukon,AK,+1 (907) 662-2581,,+1 (907) 662-2222,http://www.fortyukon.org,"michael.hardy@fortyukon.org; melanie.herbert@fortyukon.org",Fort Yukon,99740,,2023/03/01 09:00:00+00
-666098.967390566,1216835.77501392,1206,Native Village of Mekoryuk,Federally Recognized Tribe,,PO Box 66,Mekoryuk,AK,+1 (907) 827-8828,,+1 (907) 827-8133,http://www.mekoryuktc.org,"nativevillage.mekoryuk@yahoo.com; steven.w@mekoryuktc.org",Mekoryuk,99630,,2023/03/01 09:00:00+00
-447226.987289272,2009807.22968578,1207,Native Village of Kivalina,Federally Recognized Tribe,,PO Box 50051,Kivalina,AK,+1 (907) 645-2153,,+1 (907) 645-2193,,tribeadmin@kivaliniq.org,Kivalina,99750,,2023/03/01 09:00:00+00
-431809.410641146,1038370.52998029,1208,Native Village of Goodnews Bay,Federally Recognized Tribe,,PO Box 03,Goodnews Bay,AK,+1 (907) 967-8929,,+1 (907) 967-8330,,"goodnews907@hotmail.com; tribaladministrator@nvgb.net",Goodnews Bay,99589-0138,,2023/03/01 09:00:00+00
88384.1436342165,881147.263944216,1209,Native Village of Ouzinkie,Federally Recognized Tribe,,PO Box 130,Ouzinkie,AK,+1 (907) 680-2259,,+1 (907) 680-2214,http://www.ouzinkie.org,"nvo.clerk@gmail.com; ouztribe@gmail.com",Ouzinkie,99644,,2023/03/01 09:00:00+00
-513363.957257602,1481049.59792884,1210,Chuloonawick Native Village,Federally Recognized Tribe,,PO Box 245,Emmonak,AK,+1 (907) 949-1345,,+1 (907) 949-1346,,chuloonawick@gci.net,Chuloonawick,99581-0245,,2023/03/01 09:00:00+00
-511524.460849439,594822.571008507,1211,Native Village of Belkofski,Federally Recognized Tribe,,PO Box 57,King Cove,AK,+1 (907) 497-3122,,+1 (907) 497-3123,,kcbtc@arctic.net,Belkofski,99612,,2023/03/01 09:00:00+00
796586.766796008,1148740.88735429,1212,Yakutat Tlingit Tribe,Federally Recognized Tribe,,PO Box 418,Yakutat,AK,+1 (907) 784-3238,,+1 (907) 784-3595,,"vdemmert@ytttribe.org; vldemmert@gmail.com; cpetersen@ytttribe.org",Yakutat,99689,,2023/03/01 09:00:00+00
-446971.034695754,1236062.1002801,1213,Village of Atmautluak,Federally Recognized Tribe,,PO Box 6568,Atmautluak,AK,+1 (907) 553-5610,,+1 (907) 553-5612/5150,,atmautluaktc@gmail.com,Atmautluak,99559,,2023/03/01 09:00:00+00
-390088.939894051,1235043.39515902,1214,Akiak Native Community,Federally Recognized Tribe,,PO Box 52127,Akiak,AK,+1 (907) 765-7112,,+1 (907) 765-7512,,akiarmiu@yahoo.com,Akiak,99552,,2023/03/01 09:00:00+00
-267002.37065953,1861743.46862271,1215,Native Village of Selawik,Federally Recognized Tribe,,59 North Tundra Street,Selawik,AK,+1 (907) 484-2165,,+1 (907) 484-2226,,tribeadmin@akuligaq.org,Selawik,99770,,2023/03/01 09:00:00+00
-80397.3307664457,1443158.2115088,1216,McGrath Native Village,Federally Recognized Tribe,,PO Box 134,McGrath,AK,+1 (907) 524-3024,,+1 (907) 524-3899,,"gina.mckindy@tananchiefs.org; tribaladmin@mcgrathnvc.com; adale@mcgrathnvc.com",McGrath,99627,,2023/03/01 09:00:00+00
-659022.677792937,1736713.2713765,1217,King Island Native Community,Federally Recognized Tribe,,PO Box 682,Nome,AK,+1 (907) 443-2209,,+1 (907) 443-8049,,"bpayenna@hotmail.com; jknowlton@kawerak.org",King Island,99762,,2023/03/01 09:00:00+00
-475946.828570827,1181762.56330012,1218,Native Village of Tuntutuliak,Federally Recognized Tribe,,PO Box 8086,Tuntutuliak,AK,+1 (907) 256-2128,,+1 (907) 256-2080,,"dwhite@avcp.org; qasiarqalria23@gmail.com; wfrank.ttc@gmail.com",Tuntutuliak,99680,,2023/03/01 09:00:00+00
-121501.563291323,842308.143623146,1219,Native Village of Kanatak,Federally Recognized Tribe,,PO Box 876822,Wasilla,AK,+1 (907) 357-5991,,+1 (907) 357-5992,http://www.kanatak.com,kanatak@mtaonline.net,Kanatak,99687,,2023/03/01 09:00:00+00
-324001.743176981,1797365.25911133,1220,Native Village of Buckland,Federally Recognized Tribe,,PO Box 67,Buckland,AK,+1 (907) 494-2171,,+1 (907) 494-2192,,"tribeclerk@nunachiak.org; tribeadmin@nunachiak.org",Buckland,99727,,2023/03/01 09:00:00+00
109596.61769265,1887280.78080124,1221,Evansville Village,Federally Recognized Tribe,Bettles Field,PO Box 26087,Bettles Field,AK,+1 (907) 692-5005,,+1 (907) 692-5006,,"evansvillealaska@gmail.com; frankiefigsak@gmail.com",Evansville,99726,,2023/03/01 09:00:00+00
1108.94767894523,837018.962758935,1222,Native Village of Larsen Bay,Federally Recognized Tribe,,PO Box 50,Larsen Bay,AK,+1 (907) 847-2207,,+1 (907) 847-2307,,larsenbaytribe@gmail.com,Larsen Bay,99624,,2023/03/01 09:00:00+00
612761.518039983,1702592.35937992,1223,Native Village of Eagle,Federally Recognized Tribe,,PO Box 19,Eagle,AK,+1 (907) 547-2281,,+1 (907) 547-2318,,"eaglevillagecouncil@yahoo.com; karma.ulvi@tananachiefs.org; eaglevillagecouncil@outlook.com",Eagle Village,99738,,2023/03/01 09:00:00+00
-493157.205972101,1140801.35265554,1224,Native Village of Kongiganak,Federally Recognized Tribe,,PO Box 5069,Kongiganak,AK,+1 (907) 557-5226,,+1 (907) 557-5224,,kong.tribe@gmail.com,Kongiganak,99559-5069,,2023/03/01 09:00:00+00
-541049.82099132,1860130.47257105,1225,Native Village of Shishmaref,Federally Recognized Tribe,,PO Box 72110,Shishmaref,AK,+1 (907) 649-3821,,+1 (907) 649-2104,,tc.shh@kawerak.org,Shishmaref,99772,,2023/03/01 09:00:00+00
-280194.960905991,709704.934092457,1226,Native Village of Chignik Lagoon,Federally Recognized Tribe,,PO Box 09,Chignik Lagoon,AK,+1 (907) 840-2281,,+1 (907) 840-2217,,"clvoffice@gmail.com; clpu.office@gmail.com; clvcoffice@gmail.com; clvcgrants@gmail.com",Chignik Lagoon,99565,,2023/03/01 09:00:00+00
-294537.833390566,704373.112042544,1227,Chignik Lake Village,Federally Recognized Tribe,,PO Box 33,Chignik Lake,AK,+1 (907) 845-2212,,+1 (907) 845-2217,,chigniklakevillagecouncil@gmail.com,Chignik Lake,99548,,2023/03/01 09:00:00+00
-320961.247478179,668095.752654292,1228,Native Village of Perryville,Federally Recognized Tribe,,PO Box 89,Perryville,AK,+1 (907) 853-2203,,+1 (907) 853-2230,,"nvproads@hotmail.com; nativevillageofperryville@outlook.com",Perryville,99648,,2023/03/01 09:00:00+00
-499904.206109331,1473465.86998113,1229,Native Village of Hamilton,Federally Recognized Tribe,,PO Box 20248,Kotlik,AK,+1 (907) 899-4252,,+1 (907) 899-4202,,"toriapurple@yahoo.com; hamilton_tribalcouncil@yahoo.com; dhunt@avcp.org",Hamilton,99620,,2023/03/01 09:00:00+00
-250637.01568748,1293060.03126829,1230,Native Village of Napaimute,Federally Recognized Tribe,,PO Box 1301,Bethel,AK,+1 (907) 543-2887,,+1 (907) 543-2892,http://www.napaimute.org,"napaimute@gci.net; hellings.family@gmail.com",Napaimute,99559,,2023/03/01 09:00:00+00
150303.757152971,1177925.81354164,1231,Kenaitze Indian Tribe,Federally Recognized Tribe,,PO Box 988,Kenai,AK,+1 (907) 335-7200,,+1 (907) 335-7239,http://kenaize.org,"jpnyren@kenaitze.org; rtepp@kenaitze.org; kisaak@kenaitze.org; pevon@kenaitze.org",Kenai,99611-0988,,2023/03/01 09:00:00+00
-332653.86238065,1562728.38340021,1232,Native Village of Unalakleet,Federally Recognized Tribe,,PO Box 270,Unalakleet,AK,+1 (907) 624-3622,,+1 (907) 624-3621,http://www.unalakleet.net,"vjohnson@kawerak.org; admin@unkira.org; president@unkira.org",Unalakleet,99684,,2023/03/01 09:00:00+00
-316465.219624345,1423712.50023967,1233,Anvik Village,Federally Recognized Tribe,,PO Box 10,Anvik,AK,+1 (907) 663-6322,,+1 (907) 663-6357,,"anvik.tribal@gmail.com; tamijerue@yahoo.com",Anvik,99558,,2023/03/01 09:00:00+00
-542393.858993326,1456437.81284289,1234,Village of Alakanuk,Federally Recognized Tribe,Alakanuk Traditional Council,PO Box 149,Alakanuk,AK,+1 (907) 238-3419,,+1 (907) 238-3429,,"commchief8450@yahoo.com; roney@avcp.org; auktc0149@gmail.com",Alakanuk,99554-0149,,2023/03/01 09:00:00+00
-974186.387616933,910524.356455918,1235,Saint Paul Island,Federally Recognized Tribe,,PO Box 86,St. Paul Island,AK,+1 (907) 546-3200,,+1 (907) 546-3253,,president@aleut.com,St. Paul Island,99660,,2023/03/01 09:00:00+00
240925.578263569,1297506.32142337,1236,Knik Tribe,Federally Recognized Tribe,,PO Box 871565,Wasilla,AK,+1 (907) 373-7991,,+1 (907) 373-2161,,"rporter@kniktribe.org; mtucker@kniktribe.org",Wasilla,99687-1565,,2023/03/01 09:00:00+00
367732.924374864,1834380.69863958,1237,Birch Creek Tribe,Federally Recognized Tribe,Birch Creek Tribal Council,PO Box 73505,Fairbanks,AK,+1 (907) 221-2211,+1 (907) 221-2035,+1 (907) 374-9909,http://www.birchcreektribe.org,"jbaalam@hotmail.com; birchcreektribe@gmail.com; victoria@birchcreektribe.org; admin@birchcreektribe.org",Birch Creek,99707,,2023/03/01 09:00:00+00
-441453.044196578,1110782.94761139,1238,Native Village of Kwinhagak,Federally Recognized Tribe,Quinhagak,PO Box 149,Quinhagak,AK,+1 (907) 556-8165,,+1 (907) 556-8166,http://www.kwinhagak.com,"p.cleveland@kwinhagak.org; tribaladministrator@kwinhagak.org",Quinhagak,99655,,2023/03/01 09:00:00+00
-645493.924265168,1807658.58515957,1239,Native Village of Wales,Federally Recognized Tribe,,PO Box 549,Wales,AK,+1 (907) 664-3062,,+1 (907) 664-3062,http://www.kawerak.org,tc.waa@kawerak.org,Wales,99783,,2023/03/01 09:00:00+00
395312.475013265,1231228.68050019,1240,Native Village of Tatitlek,Federally Recognized Tribe,,PO Box 171,Tatitlek,AK,+1 (907) 325-2311,,+1 (907) 325-2298,,"rpaulsen@tatitlek.com; nanci.tatitlekira@gmail.com",Tatitlek,99677,,2023/03/01 09:00:00+00
453407.617757306,1360664.88459182,1241,Native Village of Kluti-Kaah,Federally Recognized Tribe,Copper Center,PO Box 68,Copper Center,AK,+1 (907) 822-5541,,+1 (907) 822-5130,http://www.klutikaah.com,"nvkkadmin@cvinternet.net; nvkkgov@klutikaah.com",Copper Center,99573-0068,,2023/03/01 09:00:00+00
-420709.46987438,1225426.25546842,1242,Orutsararmiut Traditional Native Council,Federally Recognized Tribe,Orutsararmuit Native Village (aka Bethel),PO Box 927,Bethel,AK,+1 (907) 543-2608,,+1 (907) 543-2639,http://www.nativecouncil.org,"gpeltola@nativecouncil.org; ipavila@nativecouncil.org; efox@nativecouncil.org; bhenry@nativecouncil.org",Bethel,99559,,2023/03/01 09:00:00+00
-413714.838390959,594748.808630928,1243,Native Village of Unga,Federally Recognized Tribe,,PO Box 508,Sand Point,AK,+1 (907) 383-2415,,+1 (907) 383-5553,,ungatribe@arctic.net,Unga,99661,,2023/03/01 09:00:00+00
-482903.267985045,1373351.35759007,1244,Native Village of Pitka's Point,Federally Recognized Tribe,,PO Box 127,St. Mary's,AK,+1 (907) 438-2833,,+1 (907) 438-2569,,pitkaspoint@yahoo.com,Pitka's Point,99658,,2023/03/01 09:00:00+00
35951.3089463507,1490860.42772542,1245,Telida Village,Federally Recognized Tribe,,PO Box 9104,Nikolai,AK,+1 (907) 293-2440,,,,kuskoyim@aol.com,Telida,99691,,2023/03/01 09:00:00+00
331180.006059222,1914361.67558878,1246,Native Village of Venetie Tribal Government,Federally Recognized Tribe,Arctic Village or Village of Venetie,PO Box 81080,Venetie,AK,+1 (907) 849-8165,,+1 (907) 849-8097,,venetietribal@yahoo.com,Venetie,99781,,2023/03/01 09:00:00+00
1306627.05562116,932518.414710322,1247,Wrangell Cooperative Association,Federally Recognized Tribe,,PO Box 2021,Wrangell,AK,+1 (907) 874-4304,,+1 (907) 874-4305,,wcatribe@gmail.com,Wrangell,99929,,2023/03/01 09:00:00+00
451254.648382327,1591003.96240932,1248,Healy Lake Village,Federally Recognized Tribe,,PO Box 60300,Fairbanks,AK,,,,,"bertha.rickman@tananachiefs.org; evelynn.combs@tananachiefs.org; eviecombs@hotmail.com",Healy Lake,99706-0300,,2023/03/01 09:00:00+00
-227608.903441933,2305095.99376599,1249,Village of Wainwright,Federally Recognized Tribe,,PO Box 22,Wainwright,AK,+1 (907) 763-2535,,+1 (907) 763-2536,,"amy.bodfish@inupiatgov.com; alaskavillageofwainwright@gmail.com",Wainwright,99782,,2023/03/01 09:00:00+00
-130179.525861584,2281005.03230254,1250,Atqasuk Village,Federally Recognized Tribe,Atkasook,PO Box 91108,Atqasuk,AK,+1 (907) 633-2575,,+1 (907) 633-2576,,"mary.young@inupiatgov.com; nativevillageofatqasuk@gmail.com",Atqasuk,99791,,2023/03/01 09:00:00+00
-432828.293904382,1215958.57830796,1251,Native Village of Napakiak,Federally Recognized Tribe,,PO Box 34069,Napakiak,AK,+1 (907) 589-2135,,+1 (907) 589-2136,,nativevillageof_napakiak@yahoo.com,Napakiak,99634,,2023/03/01 09:00:00+00
1198536.67962979,956568.349048765,1252,Organized Village of Kake,Federally Recognized Tribe,,PO Box 316,Kake,AK,+1 (907) 785-6471,,+1 (907) 785-4902,,"gewilliams@kakefirstnation.org; dsjackson@kakefirstnation.org; hr@kake-nsn.gov; president@kake-nsn.gov",Kake,99830-0316,,2023/03/01 09:00:00+00
-944351.012307502,843619.589031185,1253,Saint George Island,Federally Recognized Tribe,,PO Box 940,St. George Island,AK,+1 (907) 859-2205,,+1 (907) 859-2242,,"chris_merculief@yahoo.com; antoniae@gci.net; stgtribe@gci.net; mandym@stgtribe.com",Saint George Island,99591-0940,,2023/03/01 09:00:00+00
-447480.499676292,1667267.57588047,1254,Native Village of White Mountain,Federally Recognized Tribe,,PO Box 84090,White Mountain,AK,+1 (907) 638-3651,,+1 (907) 638-3652,,tc.wmo@kawerak.org,White Mountain,99784,,2023/03/01 09:00:00+00
446539.23185435,1370184.56519406,1255,Native Village of Tazlina,Federally Recognized Tribe,,PO Box 87,Glennallen,AK,+1 (907) 822-4375,,+1 (907) 822-5865,,"tazlina@cvinternet.net; prog.mang.tazlina@cvinternet.net; tazlina.tribal@gmail.com; asst.tazlina@cvinternet.net",Tazlina,99588-0087,,2023/03/01 09:00:00+00
-289404.995552482,1009209.35286284,1256,Manokotak Village,Federally Recognized Tribe,,PO Box 169,Manokotak,AK,+1 (907) 289-2067,,+1 (907) 289-1235,,"kmo_villagecouncil@yahoo.com; kmo.village@hotmail.com",Manokotak,99628,,2023/03/01 09:00:00+00
-292240.212580172,1301035.4502126,1257,Village of Aniak,Federally Recognized Tribe,,PO Box 349,Aniak,AK,+1 (907) 675-4349,,+1 (907) 675-4513,,"aniaktribe@yahoo.com; aniak_tribal_transportation@yahoo.com; aniaktribe88@yahoo.com",Aniak,99557,,2023/03/01 09:00:00+00
254354.328064305,1501399.51140176,1258,Native Village of Cantwell,Federally Recognized Tribe,,PO Box 94,Cantwell,AK,+1 (907) 768-2591,,+1 (907) 768-1111,,hallvc@mtaonline.net,Cantwell,99729,,2023/03/01 09:00:00+00
177264.593817685,1732264.30105381,1259,Rampart Village,Federally Recognized Tribe,,PO Box 67029,Rampart,AK,+1 (907) 358-3312,,+1 (907) 358-3115,,rvc.irr@gmail.com,Rampart,99767,,2023/03/01 09:00:00+00
-282384.963166525,1421013.67619956,1260,Shageluk Native Village,Federally Recognized Tribe,,PO Box 35,Shageluk,AK,+1 (907) 473-8239,,+1 (907) 473-8295,,"shageluktribe@gmail.com; ksnorkman03@gmail.com; shagelukta@gmail.com",Shageluk,99665,,2023/03/01 09:00:00+00
-262309.821977796,1040822.31335393,1261,Native Village of Aleknagik,Federally Recognized Tribe,,PO Box 115,Aleknagik,AK,+1 (907) 842-2080,,+1 (907) 842-2081,http://www.bbna.com,aleknagiktraditional@yahoo.com,Aleknagik,99555,,2023/03/01 09:00:00+00
-574544.346944187,1754008.56663688,1262,Native Village of Teller,Federally Recognized Tribe,,PO Box 567,Teller,AK,+1 (907) 642-3381,,+1 (907) 642-2072,,"cisabell@kawerak.org; tc.tla@kawerak.org",Teller,99778,,2023/03/01 09:00:00+00
-337065.636257072,1297603.6353303,1263,Village of Lower Kalskag,Federally Recognized Tribe,,PO Box 27,Lower Kalskag,AK,+1 (907) 471-2300,,+1 (907) 471-2378,,"lowertribal@yahoo.com; vlkclerk@yahoo.com",Lower Kalskag,99626,,2023/03/01 09:00:00+00
-213526.505118015,995860.150287589,1264,Portage Creek Village,Federally Recognized Tribe,Ohgsenakale,1327 E. 72nd Avenue,Anchorage,AK,+1 (907) 277-1105,,+1 (907) 277-1104,,"ciugtaq@yahoo.com; bbaltar@bbna.com; portagecreekadmin@bbna.com",Portage Creek,99515,,2023/03/01 09:00:00+00
246212.519868801,1284301.80779528,1265,Eklutna Native Village,Federally Recognized Tribe,,26339 Eklutna Village Road,Chugiak,AK,+1 (907) 688-6020,,+1 (907) 688-6021,http://www.eklutna-nsn.gov,"nve@eklutna-nsn.gov; dcook@eklutna.org",Eklutna,99567-6339,,2023/03/01 09:00:00+00
-446429.983732929,1027721.74376969,1266,Platinum Traditional Village,Federally Recognized Tribe,,PO Box 8,Platinum,AK,+1 (907) 979-8220,,+1 (907) 979-8178,,ptutribal@hotmail.com,Platinum,99651,,2023/03/01 09:00:00+00
-18953.78281647,1449357.30499281,1267,Nikolai Village,Federally Recognized Tribe,,PO Box 9107,Nikolai,AK,+1 (907) 293-2311,,+1 (907) 293-2481,,"beverly.gregory@tananachiefs.org; nickalexia@hotmail.com",Nikolai,99691,,2023/03/01 09:00:00+00
-255125.567695575,1013454.46873694,1268,Curyung Tribal Council,Federally Recognized Tribe,,PO Box 216,Dillingham,AK,+1 (907) 842-2384,,+1 (907) 842-4510,http://www.curyungtribe.com,"dorothy@curyungtribe.com; tribaladmin@curyungtribe.com",Dillingham,99576,,2023/03/01 09:00:00+00
-136930.264533332,1645322.8711367,1269,Galena Village,Federally Recognized Tribe,Louden Village,100 Tiger Highway,Galena,AK,+1 (907) 656-1711,,+1 (907) 656-1716,,"estherwarner@hotmail.com; office@loudentribe.com",Galena,99741,,2023/03/01 09:00:00+00
-195454.415055778,1646254.15162884,1270,Nulato Village,Federally Recognized Tribe,Nulato Tribal Council,PO Box 65049,Nulato,AK,+1 (907) 898-2339,,+1 (907) 898-2207,,nulatotribe@hotmail.com,Nulato,99765,,2023/03/01 09:00:00+00
445412.654199145,1394980.58120467,1271,Gulkana Village,Federally Recognized Tribe,,PO Box 254,Gulkana,AK,+1 (907) 822-3746,,+1 (907) 822-3976,http://www.gulkanacouncil.org,"admin@gulkanacouncil.org; releazer@gulkanacouncil.org",Gulkana,99586,,2023/03/01 09:00:00+00
-533863.678294878,1465251.18861663,1272,Emmonak Village,Federally Recognized Tribe,,126 Frontage Road,Emmonak,AK,+1 (907) 949-1720,,+1 (907) 949-1384,,"emktribal@yahoo.com; emktribal@gmail.com",Emmonak,99581,,2023/03/01 09:00:00+00
-174280.650938381,974060.04566549,1273,Naknek Native Village,Federally Recognized Tribe,,PO Box 210,Naknek,AK,+1 (907) 246-4210,,+1 (907) 246-3563,,"nnvcpresident@gmail.com; rhonda@arcticterns.org; nnvc.omgr@gmail.com",Naknek,99633,,2023/03/01 09:00:00+00
-993848.111335208,436840.972370498,1274,Native Village of Nikolski,Federally Recognized Tribe,,PO Box 105,Nikolski,AK,+1 (907) 576-2225,,+1 (907) 576-2205,,nvnikolski@hotmail.com,Nikolski,99638,,2023/03/01 09:00:00+00
289882.564494981,1325244.7520765,1275,Chickaloon Native Village,Federally Recognized Tribe,,PO Box 1105,Chickaloon,AK,+1 (907) 745-0749,,+1 (907) 745-0709,http://www.chickaloon.org,cvadmin@chickaloon.org,Chickaloon,99674-1105,,2023/03/01 09:00:00+00
158598.943293933,1674612.30815467,1276,Manley Hot Springs Village,Federally Recognized Tribe,,PO Box 105,Manley Hot Springs,AK,+1 (907) 672-3180,,+1 (907) 672-3200,,emwoods57@gmail.com,Manley Hot Springs,99756,,2023/03/01 09:00:00+00
-280400.010158442,779012.789207092,1277,Native Village of Port Heiden,Federally Recognized Tribe,,PO Box 49007,Port Heiden,AK,+1 (907) 837-2296,,+1 (907) 837-2297,,"annie_christensen@hotmail.com; amber@portheidenalaska.com; miranda@portheidenalaska.com",Port Heiden,99549,,2023/03/01 09:00:00+00
1325134.35553692,790122.884727753,1278,Hydaburg Cooperative Association,Federally Recognized Tribe,,PO Box 349,Hydaburg,AK,+1 (907) 285-3666,,+1 (907) 285-3541,http://hydaburgtribe.org,"hcatribe@gmail.com; tribalpresident@gmail.com",Hydaburg,99922,,2023/03/01 09:00:00+00
-196791.799579654,1329098.74237597,1279,Native Village of Georgetown,Federally Recognized Tribe,,5313 Arctic Boulevard,Anchorage,AK,+1 (907) 274-2195,,+1 (907) 274-2196,http://www.georgetowntc.com,"will.hartman@georgetowntc.com; info@georgetowntc.com",Georgetown,99518,,2023/03/01 09:00:00+00
-571662.17131996,1262920.14789905,1280,Newtok Village,Federally Recognized Tribe,,PO Box 5596,Newtok,AK,+1 (907) 237-2202,,+1 (907) 237-2210,,"newtokvillagecouncil.member@gmail.com; wwt_nnc@yahoo.com; wwt2021nnc@gmail.com",Newtok,99559,,2023/03/01 09:00:00+00
-480769.64005375,1486120.98218124,1281,Village of Kotlik,Federally Recognized Tribe,,PO Box 20210,Kotlik,AK,+1 (907) 899-4326,,+1 (907) 899-4790,,"rbmsroads@yahoo.com; kotadmintr99620@yahoo.com; kotliktc4836@yahoo.com",Kotlik,99620,,2023/03/01 09:00:00+00
1076330.60426869,1052302.48637569,1282,Hoonah Indian Association,Federally Recognized Tribe,,PO Box 602,Hoonah,AK,+1 (907) 945-3545,,+1 (907) 945-3703,,"rstarbard@hiatribe.org; nathan.moulton@hiatribe.org",Hoonah,99829-0602,,2023/03/01 09:00:00+00
-477712.097885299,1374362.05538067,1283,Yupiit of Andreafski,Federally Recognized Tribe,,PO Box 88,St. Mary's,AK,+1 (907) 438-2312,,+1 (907) 438-2512,,yupiit.of.andreafski@gmail.com,Andreafsky,99658-0088,,2023/03/01 09:00:00+00
