X,Y,OBJECTID,CommunityName,Resource,DataYear,Units,ReportedNo_inUnits,Reported_Lbs,AvgHH_Lbs,EstNo_inUnits,LowerCIAmt,UpperCLAmt,Estimated_Lbs,LowerCI_Lbs,UpperCI_Lbs,PerCapita_Harvest,CI_95Pcnt,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Percent_HH_AttemptingHarvest,Percent_HH_Using,Percent_Harvest,Percent_HH_GiveAway,Percent_HH_Received,Conversion_Units_to_Pounds
-16476658.3627789,8414356.69050082,1710,Chenega,Butter Clams,1991,Gal.,33.34,100.02,5.557,41,23,59,122,68,176,1.51,0.43,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{64B91478-21F7-4F42-8E0B-030A6E4F0655},27.8,27.8,27.8,11.1,0,3
-16476658.3627789,8414356.69050082,1711,Chenega,Horse Clams (Gaper),1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{83B0A155-C345-4CD9-88E1-3DF7699DAEEB},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1712,Chenega,Pacific Littleneck Clams (Steamers),1991,Gal.,2.5,7.5,0.417,3,0,6,9,1,17,0.11,1,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D49D66A7-1A41-4BBE-ABEC-9A576E6D7E30},5.6,5.6,5.6,5.6,0,3
-16476658.3627789,8414356.69050082,1713,Chenega,Razor Clams,1991,Gal.,66.67,200.01,11.112,81,13,149,244,40,448,3.02,0.83,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{64BC3399-2BA3-40B7-A6FB-F70E9CBC576C},5.6,11.1,5.6,5.6,5.6,3
-16476658.3627789,8414356.69050082,1714,Chenega,Unknown Clams,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{66E5A4C1-CC10-44DB-B66A-0F944881137C},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1715,Chenega,Cockles,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{B26376C1-080F-4E43-BD64-3EF19DD41709},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1716,Chenega,Crabs,1991,Ind.,171,272.7,15.15,209,56,362,333,88,578,4.13,0.73,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{071CA2E1-B648-4357-A0FB-98D3FAA0B21B},22.2,55.6,16.7,11.1,50,
-16476658.3627789,8414356.69050082,1717,Chenega,Dungeness Crab,1991,Ind.,1,0.7,0.039,1,0,2,1,0,2,0.01,1,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{E95B38F0-E508-4400-894C-410647B5E4CD},5.6,5.6,5.6,0,0,0.7
-16476658.3627789,8414356.69050082,1718,Chenega,King Crab,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{F3BBB38B-F01A-4171-BF9A-E4FBA6128A9C},5.6,5.6,0,0,5.6,
-16476658.3627789,8414356.69050082,1719,Chenega,Tanner Crab,1991,Ind.,170,272,15.111,208,55,361,332,87,577,4.12,0.73,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{E30B7704-9214-4F3E-AB3E-385891F4790E},16.7,55.6,11.1,11.1,50,1.6
-16476658.3627789,8414356.69050082,1720,Chenega,Unknown Crab,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{8936C918-1A76-43B8-8A90-D92F19DCAFD5},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1721,Chenega,Mussels,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{BB0DF58B-C526-4033-8FE4-410C3B1864D3},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1722,Chenega,Octopus,1991,Ind.,119.75,479,26.611,146,78,214,585,312,858,7.25,0.46,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{91A7750B-3318-43C2-AFAD-53BB7B9642EC},44.4,61.1,38.9,27.8,33.3,4
-16476658.3627789,8414356.69050082,1723,Chenega,Oyster,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{978761A3-1CCE-43C7-85E2-D95BE635CF26},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1724,Chenega,Scallops,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C7679025-BB35-4A36-A0EC-F7702EA6B1A7},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1725,Chenega,Sea Urchin,1991,Gal.,1.25,0.63,0.035,2,1,3,1,0,2,0.01,0.5,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{427D76E8-2540-4D34-9973-34DDC582BE48},5.6,5.6,5.6,0,0,0.5
-16476658.3627789,8414356.69050082,1726,Chenega,Whelk,1991, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{CBBA8F8D-B744-4397-B49B-33E012AE07ED},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1727,Chenega,Fish,1992,Lbs.,23464.7,23464.7,1020.204,26525,20824,32226,26525,20824,32226,293.31,0.21,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{1C065253-A6F6-4E96-A11E-D16425406BF7},78.3,95.7,78.3,78.3,95.7,1
-16476658.3627789,8414356.69050082,1728,Chenega,Salmon,1992,Ind.,3575,14783.74,642.771,4041,3231,4851,16712,13419,20005,184.8,0.2,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{F8C8BBFB-0A58-4BEA-AFF6-38CF70C9981B},73.9,95.7,73.9,65.2,91.3,
-16476658.3627789,8414356.69050082,1729,Chenega,Chum Salmon,1992,Ind.,357,2002.77,87.077,404,313,495,2264,1752,2776,25.03,0.22,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{1B5E65B3-A721-425F-9B06-7F5D547ED9AB},47.8,56.5,47.8,43.5,26.1,5.61
-16476658.3627789,8414356.69050082,1730,Chenega,Coho Salmon,1992,Ind.,187,1108.91,48.213,211,139,283,1254,829,1679,13.87,0.34,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{325E8216-63C2-4A5D-BB46-4E377F68DAA9},30.4,73.9,30.4,26.1,56.5,5.93
-16476658.3627789,8414356.69050082,1731,Chenega,Chinook Salmon,1992,Ind.,18,324.72,14.118,20,10,30,367,187,547,4.06,0.5,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{FA5FD131-173F-460F-A4FC-A7F26AD166C8},13,43.5,13,13,34.8,18.04
-16476658.3627789,8414356.69050082,1732,Chenega,Pink Salmon,1992,Ind.,1121,2757.66,119.898,1267,983,1551,3117,2419,3815,34.47,0.22,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C82A5500-3BE0-476E-A21A-253CAD334D25},69.6,91.3,69.6,52.2,56.5,2.46
-16476658.3627789,8414356.69050082,1733,Chenega,Sockeye Salmon,1992,Ind.,1892,8589.68,373.464,2139,1688,2590,9710,7662,11758,107.37,0.21,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{3BEC096C-F543-4B7C-87DE-B83F3943D27D},65.2,95.7,65.2,56.5,87,4.54
-16476658.3627789,8414356.69050082,1734,Chenega,Landlocked Salmon,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{8816C104-96A3-4BB6-AC2B-9A4B5C2EFF7F},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1735,Chenega,Non-Salmon Fish,1992,Lbs.,8680.96,8680.96,377.433,9813,7118,12508,9813,7118,12508,108.51,0.27,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{00FD081C-06E5-4740-B7AA-F5A6F135603E},69.6,91.3,69.6,73.9,91.3,1
-16476658.3627789,8414356.69050082,1736,Chenega,Herring,1992,Gal.,35,210,9.13,40,23,57,237,137,337,2.62,0.42,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{929DAD48-7839-46F8-ABD9-763CA0515006},13,26.1,13,13,21.7,6
-16476658.3627789,8414356.69050082,1737,Chenega,Herring Roe,1992,Gal.,233.37,1633.59,71.026,264,159,369,1847,1111,2583,20.42,0.39,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{B2EACA62-D171-4C85-8FD0-349840EDF987},26.1,69.6,26.1,43.5,52.2,7
-16476658.3627789,8414356.69050082,1738,Chenega,Herring Roe/Unspecified,1992,Gal.,3,21,0.913,3,1,5,24,12,36,0.27,0.66,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{80E6AF03-8178-405F-A78C-A7C7C6A7D4D2},8.7,8.7,8.7,8.7,4.3,7
-16476658.3627789,8414356.69050082,1739,Chenega,Herring Sac Roe,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{89E71B75-6918-497C-AC2B-69E44248660B},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1740,Chenega,Herring Spawn on Kelp,1992,Gal.,230.37,1612.59,70.113,260,155,365,1823,1090,2556,20.16,0.4,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{5D0995F4-5478-4723-A51E-D36A2F89A1BE},26.1,69.6,26.1,43.5,52.2,7
-16476658.3627789,8414356.69050082,1741,Chenega,Smelt,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{71BD7364-CCD0-4A12-A379-8163F9322C1F},0,13,0,8.7,13,
-16476658.3627789,8414356.69050082,1742,Chenega,"Eulachon (hooligan, candlefish)",1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D28E41F3-C679-450A-9440-E5D5D971743A},0,8.7,0,4.3,8.7,
-16476658.3627789,8414356.69050082,1743,Chenega,Unknown Smelt,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C8062068-4142-4736-92D8-09DBF63BBEBA},0,8.7,0,8.7,8.7,
-16476658.3627789,8414356.69050082,1744,Chenega,Cod,1992,Ind.,133.88,266.42,11.583,151,95,207,301,186,416,3.33,0.37,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D628C8A1-10CB-4D76-93C7-31FAD5381075},30.4,39.1,30.4,17.4,17.4,
-16476658.3627789,8414356.69050082,1745,Chenega,Pacific Cod (gray),1992,Ind.,73.88,236.42,10.279,84,48,120,267,153,381,2.95,0.42,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{0858EBA2-E0BC-42E2-9466-FB97762CAE9C},26.1,39.1,26.1,17.4,17.4,3.2
-16476658.3627789,8414356.69050082,1746,Chenega,Pacific Tom Cod,1992,Ind.,60,30,1.304,68,23,113,34,11,57,0.38,0.66,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{22ED3A83-1FDD-434F-A79A-F40226A46926},4.3,4.3,4.3,0,0,0.5
-16476658.3627789,8414356.69050082,1747,Chenega,Walleye Pollock (whiting),1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{862AE40A-3216-4485-9F37-4036A2619D58},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1748,Chenega,Eel,1992,Ind.,2,1,0.043,2,0,4,1,0,2,0.01,1,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{05C26A93-D98B-4B54-821B-CAF88B094EDB},4.3,4.3,4.3,4.3,0,0.5
-16476658.3627789,8414356.69050082,1749,Chenega,Flounder,1992,Ind.,3,9,0.391,3,1,5,10,3,17,0.11,0.66,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{1254C8B0-1E3A-4D78-B6F2-F21282D1E044},4.3,4.3,4.3,0,0,3
-16476658.3627789,8414356.69050082,1750,Chenega,Unknown Flounder,1992,Ind.,3,9,0.391,3,1,5,10,3,17,0.11,0.66,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{348CD337-A35C-4639-88B4-843454FA6101},4.3,4.3,4.3,0,0,3
-16476658.3627789,8414356.69050082,1751,Chenega,Greenling,1992,Ind.,140.5,292,12.696,159,79,239,330,170,490,3.65,0.5,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{63C5845E-7C3A-4504-BEE6-43402904DB24},13,21.7,13,13,17.4,
-16476658.3627789,8414356.69050082,1752,Chenega,Kelp Greenling,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{0A05F55C-CD73-48E0-A201-6019DDA83974},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1753,Chenega,Lingcod,1992,Ind.,50.5,202,8.783,57,30,84,228,119,337,2.52,0.47,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{11DF9CD0-1A83-4CFB-B389-AB6F74E6F3E4},8.7,21.7,8.7,8.7,17.4,4
-16476658.3627789,8414356.69050082,1754,Chenega,Unknown Greenling,1992,Ind.,90,90,3.913,102,47,157,102,47,157,1.13,0.53,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{F0450CD6-9F1C-4D0A-BCEA-6A67DB2DF245},13,13,13,13,8.7,1
-16476658.3627789,8414356.69050082,1755,Chenega,Halibut,1992,Ind.,92.62,4065.55,176.763,105,82,128,4596,3572,5620,50.82,0.21,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{1E599D9E-5722-4FC9-8EE2-DEF78D00C6BF},47.8,91.3,47.8,56.5,78.3,
-16476658.3627789,8414356.69050082,1756,Chenega,Rockfish,1992,Ind.,625.75,1815.5,78.935,707,424,990,2052,1295,2809,22.69,0.4,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{15327172-B5A3-44D8-BE4E-4394C6FC2829},52.2,69.6,52.2,43.5,56.5,
-16476658.3627789,8414356.69050082,1757,Chenega,Black Rockfish,1992,Ind.,275,412.5,17.935,311,160,462,466,239,693,5.15,0.48,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{B34A2944-8536-487F-A836-DF836ABEF45B},26.1,26.1,26.1,17.4,21.7,1.5
-16476658.3627789,8414356.69050082,1758,Chenega,Red Rockfish,1992,Ind.,350.75,1403,61,397,,,1586,,,17.54,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{6DF11D85-A89E-4820-B6CE-A0E5294884E8},,,,,,4
-16476658.3627789,8414356.69050082,1759,Chenega,Unknown Rockfish,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{8D9B44AB-CC9E-495D-BE2C-CDBA3E36AA81},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1760,Chenega,Sablefish (black cod),1992,Ind.,75,232.5,10.109,85,42,128,263,130,396,2.91,0.5,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C99B2102-BA93-4268-B407-02E100FF4E5A},17.4,34.8,17.4,4.3,26.1,3.1
-16476658.3627789,8414356.69050082,1761,Chenega,Sculpin,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{77D55EFC-00CE-4C3A-AA44-3023C32A5626},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1762,Chenega,Unknown Sculpin,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{23F3708E-7DBA-4DB9-BE37-0C0997773A45},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1763,Chenega,Shark,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{643B68DA-4FC3-4BAE-8F3C-30E2F49427CA},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1764,Chenega,Salmon Shark,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{76F63072-7C4F-4682-9912-30B957361E5C},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1765,Chenega,Skates,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{EFBD8796-671F-4D7E-BD0C-AE7D3C0C77B0},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1766,Chenega,Sole,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{1AE60DB3-1B31-44B1-94F2-2F9D971CCAC3},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1767,Chenega,Wolffish,1992,Ind.,2,1,0.043,2,0,4,1,0,2,0.01,1,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{DFA2A593-46C4-453E-8268-BE62B060F1E9},4.3,4.3,4.3,4.3,0,0.5
-16476658.3627789,8414356.69050082,1768,Chenega,Burbot,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{5467ED37-040F-4D92-AE3B-F81E6A4A845F},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1769,Chenega,Char,1992,Ind.,111,155.4,6.757,125,81,169,176,114,238,1.95,0.35,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{66C4793A-C766-42C0-B911-D526BB458676},30.4,30.4,30.4,21.7,8.7,1.4
-16476658.3627789,8414356.69050082,1770,Chenega,Arctic Char,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{E7461057-E491-4B01-A1DD-357EDB4D5DDC},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1771,Chenega,Dolly Varden,1992,Ind.,111,155.4,6.757,125,81,169,176,114,238,1.95,0.35,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{CD3E98BB-A1E4-473B-B0EA-AE1DBC23692E},30.4,30.4,30.4,21.7,8.7,1.4
-16476658.3627789,8414356.69050082,1772,Chenega,Lake Trout,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{F48B3F4A-2F6E-48FE-BCA0-8D2C9DA47A78},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1773,Chenega,Grayling,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{345CAAF7-E56B-4E97-AEF1-282C69AFE015},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1774,Chenega,Pike,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{842AC3F7-32AD-46DE-B3F4-54DB871DDA64},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1775,Chenega,Sheefish,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{CD5A2FFF-6870-41FD-AB28-4AFB41BF5E5E},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1776,Chenega,Sturgeon,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{E8E28C88-C8A7-4502-9EEC-AE50C795661B},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1777,Chenega,Trout,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{7CF89CC1-3C07-47B7-9390-C21699909E8B},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1778,Chenega,Cutthroat Trout,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{B60843B8-E65D-4894-BDB1-9B51BC62D323},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1779,Chenega,Rainbow Trout,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{FAF3FC91-4181-4E50-A697-1649A4A97B87},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1780,Chenega,Steelhead,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{31CF2172-8527-41C4-ADE8-F0F183F7DE4E},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1781,Chenega,Whitefish,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{4339E443-C82D-411E-8A64-75A2B6E29E6A},0,4.3,0,0,4.3,
-16476658.3627789,8414356.69050082,1782,Chenega,Humpback Whitefish,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{9F499052-6F91-4C9D-A232-80B1E27E7694},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1783,Chenega,Unknown Whitefish,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{A650D4D1-3661-4671-931E-CBB5194050CD},0,4.3,0,0,4.3,
-16476658.3627789,8414356.69050082,1784,Chenega,Abalone,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{FE9B26DD-10B0-4629-A635-17667FA4B9E7},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1785,Chenega,"Chitons (bidarkis, gumboots)",1992,Gal.,22.5,89.75,3.902,25,17,33,101,69,133,1.12,0.32,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D0E5F7EA-39D4-44CF-ACC5-9351C8E11D52},39.1,43.5,39.1,26.1,30.4,
-16476658.3627789,8414356.69050082,1786,Chenega,Red (large) Chitons,1992,Gal.,0.25,0.75,0.033,0,0,0,1,0,2,0.01,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{35200946-B651-4A87-A27E-75C137485414},4.3,4.3,4.3,4.3,0,3
-16476658.3627789,8414356.69050082,1787,Chenega,Black (small) Chitons,1992,Gal.,22.25,89,3.87,25,17,33,101,69,133,1.12,0.32,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D2EBC231-DB60-488E-A6D5-EC712447791B},39.1,43.5,39.1,26.1,30.4,4
-16476658.3627789,8414356.69050082,1788,Chenega,Clams,1992,Gal.,114.5,343.5,14.935,129,98,160,388,295,481,4.29,0.24,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{0A65641A-4D90-4015-ADBB-63D115F256C3},47.8,65.2,47.8,34.8,47.8,3
-16476658.3627789,8414356.69050082,1789,Chenega,Butter Clams,1992,Gal.,43.17,129.51,5.631,49,37,61,146,111,181,1.61,0.24,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C2CE8ED0-CFB4-4F46-AC5A-10EDCF7A6014},39.1,47.8,39.1,13,26.1,3
-16476658.3627789,8414356.69050082,1790,Chenega,Horse Clams (Gaper),1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{790E46A7-D74D-4F65-9EF1-16FD78F6C0F6},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1791,Chenega,Pacific Littleneck Clams (Steamers),1992,Gal.,10.5,31.5,1.37,12,8,16,36,23,49,0.4,0.33,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{085BAD12-6276-4F3E-B17D-751DC1C4FDE6},17.4,17.4,17.4,8.7,8.7,3
-16476658.3627789,8414356.69050082,1792,Chenega,Pinkneck Clams,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{117846A9-4DFD-4B9F-BEC6-4C714B9451B2},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1793,Chenega,Razor Clams,1992,Gal.,60.83,182.49,7.934,69,47,91,206,140,272,2.28,0.31,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{D18F3E10-CCBE-438F-AF30-1ED9B054574A},26.1,39.1,26.1,26.1,30.4,3
-16476658.3627789,8414356.69050082,1794,Chenega,Cockles,1992,Gal.,4,12,0.522,5,3,7,14,8,20,0.15,0.39,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{253704BC-E281-48A8-A34B-FFFA8016FBE9},8.7,8.7,8.7,4.3,0,3
-16476658.3627789,8414356.69050082,1795,Chenega,Crabs,1992,Ind.,110,170.6,7.417,124,61,187,193,93,293,2.13,0.5,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{A9CF3A6B-BF0E-4EE4-8ED0-4DB3E225808E},8.7,21.7,8.7,4.3,21.7,
-16476658.3627789,8414356.69050082,1796,Chenega,Dungeness Crab,1992,Ind.,6,4.2,0.183,7,2,12,5,2,8,0.06,0.71,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{235ED772-A276-4832-A021-7770B26C7C5C},4.3,4.3,4.3,0,4.3,0.7
-16476658.3627789,8414356.69050082,1797,Chenega,King Crab,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{7AFF9D5D-F4CA-4DDF-A917-77CD2EBE30A1},0,8.7,0,0,8.7,
-16476658.3627789,8414356.69050082,1798,Chenega,Tanner Crab,1992,Ind.,104,166.4,7.235,118,56,180,188,89,287,2.08,0.52,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{C8744738-6426-405C-BB7E-78291F73929A},8.7,17.4,8.7,4.3,17.4,1.6
-16476658.3627789,8414356.69050082,1799,Chenega,Unknown Crab,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{0379AA40-EC45-41B6-A1E6-1E1010D6F3E5},0,4.3,0,0,4.3,
-16476658.3627789,8414356.69050082,1800,Chenega,Mussels,1992,Gal.,22.5,33.75,1.467,25,14,36,38,21,55,0.42,0.43,,,GIS_OWNER_CDO,2019/04/10 02:49:28+00,{8F8433F1-4E56-4D3B-81CE-2BD2EA54F0A7},26.1,26.1,26.1,13,8.7,1.5
-16476658.3627789,8414356.69050082,1801,Chenega,Octopus,1992,Ind.,100.25,401,17.435,113,68,158,453,274,632,5.01,0.39,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{9E8517F1-DA83-4D89-B3E2-64AE45F08B58},34.8,69.6,34.8,43.5,52.2,4
-16476658.3627789,8414356.69050082,1802,Chenega,Oyster,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{C4503986-08D4-472C-9F21-65D2876467EB},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1803,Chenega,Scallops,1992, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{9300BAC0-974C-411C-AA06-7C48690A491A},0,0,0,0,0,
-16476658.3627789,8414356.69050082,1804,Chenega,Sea Urchin,1992,Gal.,1,0.5,0.022,1,0,2,1,1,1,0.01,1,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{7F61F71E-7A1C-4CE3-BA24-C5DB5AF854D8},4.3,4.3,4.3,0,0,0.5
-16476658.3627789,8414356.69050082,1805,Chenega,Fish,1993,Lbs.,16411.86,16411.86,713.559,19980,14980,24980,19980,14980,24980,197.74,0.25,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{49D0E7B4-3665-43A5-A2B3-F63A02C2EADB},82.6,100,78.3,78.3,95.7,1
-16476658.3627789,8414356.69050082,1806,Chenega,Salmon,1993,Ind.,2206,9023.69,392.334,2686,2051,3321,10985,8528,13442,108.72,0.23,,,GIS_OWNER_CDO,2019/04/10 02:49:29+00,{B3B81745-F4BE-4E70-B993-610CFE787F85},73.9,95.7,69.6,60.9,91.3,
